X, P, T, M, alpha, eta, rhou_x, rho, P_tot, T_tot
-0.049, 151987.558403, 306.277521771, 0.167688417104, -4.53349321383e-12, -4.39737790839e-06, 101.70168854, 1.72871439193, 154979.238407, 308.000002493
-0.0481672240803, 151987.554727, 306.277515198, 0.167688574692, -1.64448792814e-12, -1.89335686602e-05, 101.701706195, 1.72871440455, 154979.241779, 308.000000016
-0.0473344481605, 151987.54992, 306.277508837, 0.167688727904, 7.28391913777e-13, -3.0635988489e-05, 101.70171812, 1.72871439652, 154979.243891, 307.999997698
-0.0465016722408, 151987.538207, 306.27750377, 0.167688854398, -5.0544859177e-14, -2.50334528825e-05, 101.701695048, 1.72871426243, 154979.238307, 307.999996355
-0.0456688963211, 151987.526493, 306.277498704, 0.167688980892, -8.29481985546e-13, -1.94309147341e-05, 101.701671976, 1.72871412833, 154979.232722, 307.999995011
-0.0448361204013, 151987.520046, 306.277493691, 0.167689171021, -1.28607556782e-12, -2.35870881143e-05, 101.701679611, 1.72871410168, 154979.234854, 307.999995032
-0.0440033444816, 151987.517333, 306.277488716, 0.167689406262, -1.51415123068e-12, -3.46614595508e-05, 101.701709014, 1.72871415119, 154979.242456, 307.99999602
-0.0431705685619, 151987.512862, 306.277484253, 0.167689635146, -1.7226193455e-12, -4.07382454996e-05, 101.701730707, 1.7287141711, 154979.248081, 307.999997424
-0.0423377926421, 151987.494429, 306.277483854, 0.167689813497, -1.77523458186e-12, -7.09091675975e-06, 101.701691119, 1.72871395559, 154979.237998, 308.000002133
-0.0415050167224, 151987.475995, 306.277483454, 0.167689991849, -1.82784985918e-12, 2.65564381747e-05, 101.701651532, 1.72871374009, 154979.227916, 308.000006843
-0.0406722408027, 151987.468942, 306.277475422, 0.167690283243, -1.80308628822e-12, 1.3690251658e-05, 101.701676119, 1.72871371618, 154979.234, 308.000006497
-0.0398394648829, 151987.466355, 306.277464395, 0.167690619007, -1.74795073537e-12, -1.74329732031e-05, 101.701725895, 1.72871376748, 154979.24643, 308.000004166
-0.0390066889632, 151987.453218, 306.277454696, 0.167690913452, -1.8103098976e-12, -2.42595068354e-05, 101.701730925, 1.72871365165, 154979.246827, 308.000002484
-0.0381739130435, 151987.42439, 306.277446971, 0.167691146452, -2.0474017804e-12, 5.04683833322e-06, 101.701669409, 1.72871328726, 154979.22933, 308.000001766
-0.0373411371237, 151987.399929, 306.277438882, 0.16769141927, -2.21628379559e-12, 2.49127560662e-05, 101.701630926, 1.72871299715, 154979.217815, 308.000001543
-0.036508361204, 151987.39817, 306.277428896, 0.167691899062, -2.03061235389e-12, -4.29244587185e-06, 101.701712163, 1.72871309309, 154979.237402, 308.000003892
-0.0356755852843, 151987.396411, 306.27741891, 0.167692378853, -1.8449412088e-12, -3.34976011527e-05, 101.701793401, 1.72871318903, 154979.256989, 308.000006241
-0.0348428093645, 151987.357961, 306.277408645, 0.167692675244, 4.31544813256e-13, 5.71666750643e-06, 101.701690305, 1.72871279695, 154979.232617, 308.000004634
-0.0340100334448, 151987.319282, 306.277398378, 0.167692970496, 2.72103387022e-12, 4.53563727018e-05, 101.701586063, 1.72871240183, 154979.207972, 308.000003003
-0.0331772575251, 151987.318154, 306.277383222, 0.16769360723, 2.89855406967e-12, -1.92456797762e-06, 101.70169367, 1.7287125104, 154979.2352, 308.000004252
-0.0323444816054, 151987.321319, 306.277367508, 0.167694282993, 2.83467310324e-12, -5.91405258132e-05, 101.70182549, 1.72871267655, 154979.268358, 308.000005829
-0.0315117056856, 151987.262454, 306.277353344, 0.167694681794, 2.66875597755e-12, 5.9245054834e-06, 101.701695545, 1.72871205544, 154979.228461, 308.000003419
-0.0306789297659, 151987.194329, 306.277339412, 0.16769503925, 2.48760594057e-12, 8.92443404214e-05, 101.701526523, 1.7287113168, 154979.177659, 308.000000414
-0.0298461538462, 151987.208585, 306.27731837, 0.167695934585, 3.30355780643e-12, -6.30190706245e-06, 101.701703013, 1.72871157597, 154979.231257, 308.000002012
-0.0290133779264, 151987.229245, 306.277296754, 0.167696874787, 4.16227250894e-12, -0.000115819804753, 101.701906615, 1.72871191341, 154979.293121, 308.000004033
-0.0281806020067, 151987.134172, 306.277283703, 0.167697261526, 1.32609391467e-12, 2.13955510747e-05, 101.70164164, 1.72871089561, 154979.218236, 308.000003902
-0.027347826087, 151987.063481, 306.277267056, 0.167697819525, -1.07474695981e-12, 0.000100776740464, 101.701487126, 1.72871018457, 154979.174537, 308.000003794
-0.0265150501672, 151987.101473, 306.277234379, 0.1676991409, -1.53502359195e-12, -7.76380291119e-05, 101.701824983, 1.72871084096, 154979.269842, 308.000003787
-0.0256822742475, 151987.060739, 306.277208814, 0.167700078259, -2.05028432185e-12, -8.40094640322e-05, 101.701845594, 1.72871055057, 154979.271539, 308.000003281
-0.0248494983278, 151986.908134, 306.277193356, 0.167700469932, -2.64368614785e-12, 0.000154098079397, 101.701415387, 1.72870891476, 154979.140213, 308.000002067
-0.024016722408, 151986.921851, 306.27715629, 0.167701875983, 1.75371280515e-12, 7.2597169772e-06, 101.701669032, 1.72870924797, 154979.215817, 308.0000007
-0.0231839464883, 151986.990592, 306.277111657, 0.167703633984, 7.64285574366e-12, -0.000268298250169, 101.702150649, 1.72871023502, 154979.360638, 307.999999303
-0.0223511705686, 151986.767621, 306.277096944, 0.167703923501, 1.75849877574e-12, 0.00010530592473, 101.701465727, 1.72870781501, 154979.156933, 307.999998552
-0.0215183946488, 151986.710633, 306.277061628, 0.167705244721, -7.94910707865e-14, 9.78912933871e-05, 101.701481224, 1.72870735788, 154979.15985, 307.999998668
-0.0206856187291, 151986.853296, 306.277001532, 0.167707806887, 2.94971459139e-12, -0.000367829483301, 101.702339217, 1.72870926181, 154979.411298, 307.999999828
-0.0198528428094, 151986.564864, 306.276982742, 0.167708060218, 6.08834978162e-12, 0.000116206686827, 101.701427287, 1.7287061031, 154979.143049, 307.99999637
-0.0190200668896, 151986.482395, 306.276941258, 0.167709597468, 4.94811705033e-12, 0.000136867876423, 101.701383069, 1.7287054216, 154979.131144, 307.999996794
-0.0181872909699, 151986.735773, 306.276863575, 0.167713178929, -2.01693462528e-12, -0.000595437446241, 101.702747735, 1.72870876354, 154979.535042, 308.000003089
-0.0173545150502, 151986.241491, 306.276859344, 0.167712737263, 2.50069002785e-12, 0.000325340047439, 101.701059315, 1.72870310378, 154979.035898, 308.000002388
-0.0165217391304, 151986.292435, 306.276786317, 0.167715579376, 3.98775441971e-12, -9.19059197215e-06, 101.701679028, 1.72870408997, 154979.21097, 308.000000597
-0.0156889632107, 151986.405274, 306.276701743, 0.167718923975, -1.64937768714e-11, -0.000498411426835, 101.702569604, 1.72870584366, 154979.468315, 307.999998278
-0.014856187291, 151985.65328, 306.276715267, 0.167717436848, -9.28415733175e-11, 0.000967555722073, 101.69982667, 1.72869709505, 154978.6729, 307.99999635
-0.0140234113712, 151986.312229, 306.27656047, 0.167724391778, -1.77795506664e-11, -0.000783169296764, 101.70308528, 1.72870558953, 154979.619419, 307.999999613
-0.0131906354515, 151985.665329, 306.276550672, 0.167724041905, 2.37962281108e-12, 0.000408044823716, 101.700896376, 1.72869835444, 154978.976049, 308.000000031
-0.0123578595318, 151985.721827, 306.276449963, 0.16772796303, -2.89743950353e-12, -2.72513571192e-05, 101.701683748, 1.72869953588, 154979.204083, 307.999997975
-0.011525083612, 151985.803879, 306.27633995, 0.167732296937, 4.3057827694e-12, -0.000541209943323, 101.702621653, 1.72870103794, 154979.475202, 307.999996466
-0.0106923076923, 151984.946322, 306.276338433, 0.167731524684, 9.78118098563e-11, 0.00107538829713, 101.6996759, 1.72869132845, 154978.608881, 308.000000775
-0.00985953177258, 151986.007898, 306.276108421, 0.167742076882, 1.21058907283e-11, -0.0016817855209, 101.704812744, 1.7287047355, 154980.105432, 308.000009202
-0.00902675585284, 151984.092917, 306.276200541, 0.167735851297, -6.87333201006e-10, 0.00223927957655, 101.697523334, 1.72868230852, 154977.972572, 307.999999563
-0.00819397993311, 151986.068628, 306.275838623, 0.16775233253, 3.15919291177e-09, -0.00267661581399, 101.706577235, 1.72870692602, 154980.617308, 307.999999918
-0.00736120401338, 151983.503822, 306.275994227, 0.167743182521, -8.78991147543e-09, 0.00268027293823, 101.696712776, 1.72867679505, 154977.72424, 307.999998072
-0.00652842809365, 151985.394465, 306.275621621, 0.167759976191, 3.01972341373e-08, -0.00210959444743, 101.705542366, 1.72870049502, 154980.30067, 307.999998542
-0.00569565217391, 151984.053151, 306.275616032, 0.167758662806, -1.1601816822e-07, 0.000408382044354, 101.700898413, 1.72868515171, 154978.941083, 307.999999555
-0.00486287625418, 151982.696279, 306.275595618, 0.167757783289, 8.00758754763e-08, 0.0029073036785, 101.696288886, 1.72866983598, 154977.585268, 307.999996967
-0.00403010033445, 151987.612744, 306.274837234, 0.167793242462, 3.19182122987e-06, -0.00886135455972, 101.717951434, 1.72872992826, 154983.922316, 307.999999059
-0.00319732441472, 151979.682388, 306.275559568, 0.167755889553, -6.34545523625e-06, 0.00848863182456, 101.686038159, 1.7286358577, 154974.57541, 308.000001457
-0.00236454849498, 151981.241286, 306.275159014, 0.167773375176, -8.7876593862e-06, 0.00423516557234, 101.693856453, 1.7286557131, 154976.861366, 308.000002324
-0.00153177257525, 151992.474931, 306.27360441, 0.167847005298, -0.000320812112448, -0.0220718642633, 101.742432035, 1.72879219466, 154991.012346, 307.99999479
-0.000698996655518, 151973.528812, 306.273758253, 0.167837197982, -0.00438078925891, 0.0142203826373, 101.718995319, 1.72857597445, 154971.433711, 308.000002135
0.000133779264214, 151806.154538, 306.166508766, 0.173002242118, 0.0195077346416, -0.0213071682671, 104.751466203, 1.72727689289, 154987.911363, 308.000001523
0.000966555183946, 151678.652198, 306.083450766, 0.176909014665, 0.0772498225389, -0.0527374950665, 107.050640916, 1.72629447153, 155002.66362, 307.999996847
0.00179933110368, 151450.817113, 305.980417133, 0.181630572676, 0.16041863207, 0.0405216935227, 109.757786687, 1.72428187201, 154949.452764, 308.000003755
0.00263210702341, 151053.910649, 305.705611025, 0.193698801777, 0.312037634758, -0.108920114507, 116.819073234, 1.72130906147, 155021.76171, 307.999995217
0.00346488294314, 150817.556931, 305.608998714, 0.19777036718, 0.553384433617, 0.0230034810042, 119.107457254, 1.71915912677, 154947.368876, 308.000004137
0.00429765886288, 150583.633763, 305.511200571, 0.201807989849, 0.771431149322, 0.146982029636, 121.366820048, 1.71704216536, 154877.061255, 308.000000012
0.00513043478261, 150310.392135, 305.29138827, 0.210608361872, 1.13436313948, -0.054608348466, 126.464989707, 1.71516028724, 154977.839083, 307.999999777
0.00596321070234, 150155.875852, 305.217610473, 0.213490321202, 1.56421588503, -0.00235065871505, 128.064257839, 1.71381154954, 154946.778125, 307.999999743
0.00679598662207, 149935.909869, 305.140336981, 0.216459728873, 1.94920971156, 0.164074799188, 129.643250578, 1.71173435009, 154853.871994, 308.000000529
0.00762876254181, 149777.176864, 304.945655757, 0.223782030041, 2.45462948149, -0.173036124333, 133.89001766, 1.71101372122, 155027.737132, 308.000000655
0.00846153846154, 149418.567133, 304.842856208, 0.227557184995, 3.06208345071, 0.176275131492, 135.778559013, 1.70749284963, 154834.731369, 308.000002045
0.00929431438127, 149345.471419, 304.732305933, 0.231519421623, 3.64658465128, -0.0474071796278, 137.984005508, 1.70727591442, 154950.320848, 307.999999286
0.010127090301, 148979.22174, 304.556252514, 0.237770718462, 4.35228989523, 0.0765050510866, 141.313418756, 1.70407423865, 154875.198183, 307.999999219
0.0109598662207, 148789.847586, 304.427305415, 0.242220635771, 5.16556462974, 0.0161973953738, 143.620358438, 1.70262877034, 154901.342709, 307.999997145
0.0117926421405, 148540.951465, 304.297453266, 0.246646118951, 6.07120788754, 0.0681909379278, 145.816940379, 1.70050603518, 154866.692723, 307.999997095
0.0126254180602, 148358.270161, 304.180681212, 0.25054621171, 7.05589786734, 0.0357323881497, 147.665200987, 1.69906679226, 154878.025513, 308.000000524
0.0134581939799, 148145.160704, 304.055866376, 0.254661739405, 8.18891650341, 0.0362174011707, 149.51090237, 1.69732231685, 154870.986189, 308.000003003
0.0142909698997, 147961.553152, 303.970659786, 0.25743825772, 9.31981083438, 0.110474385239, 150.520922665, 1.69569414154, 154826.169122, 308.000001954
0.0151237458194, 147844.414512, 303.875050909, 0.26049890301, 10.3896987029, 0.0219074685667, 151.704231746, 1.69488427805, 154868.406581, 307.999999467
0.0159565217391, 147528.139076, 303.699979178, 0.266051572168, 11.5444351753, 0.0576093425491, 154.048699026, 1.6922335783, 154838.84662, 308.000006309
0.0167892976589, 147280.752252, 303.558319613, 0.270463569848, 13.0611794986, 0.0706194141654, 155.483383105, 1.69018423506, 154823.159492, 308.000001585
0.0176220735786, 147102.357784, 303.464437604, 0.273346312415, 14.4066923064, 0.107784446029, 156.069866787, 1.68865921597, 154797.207097, 308.000000077
0.0184548494983, 146908.155445, 303.329295986, 0.277439554936, 16.0373838475, 0.0395516745719, 156.985989726, 1.6871809371, 154825.257826, 307.999999438
0.0192876254181, 146649.01011, 303.194863901, 0.281460318044, 17.5895582609, 0.101180880927, 157.706795192, 1.68495106996, 154783.10469, 308.000004145
0.0201204013378, 146414.973894, 303.055528656, 0.28557017335, 19.1559204174, 0.0978054096237, 158.331357405, 1.68303541969, 154775.394433, 308.000002225
0.0209531772575, 146174.019895, 302.899786356, 0.290098679855, 20.8876010704, 0.0543702801832, 158.840073437, 1.68112905814, 154787.839952, 307.999996594
0.0217859531773, 145842.076928, 302.725133988, 0.295109676841, 22.8443827612, 0.127504683192, 159.077060083, 1.67827907004, 154735.773058, 307.999998958
0.022618729097, 145599.394684, 302.574994767, 0.299348243427, 24.6235680296, 0.107255953621, 158.937275899, 1.67631738054, 154735.461062, 308.000002434
0.0234515050167, 145262.345473, 302.371965143, 0.304979438869, 26.4073366443, 0.0984586234549, 159.183900802, 1.67355877341, 154724.439648, 307.999998454
0.0242842809365, 144884.885715, 302.150234458, 0.311025738918, 28.4440762238, 0.108657520335, 158.967924401, 1.67043395054, 154701.115958, 307.999999405
0.0251170568562, 144497.834744, 301.926051511, 0.317038722581, 30.4462719761, 0.131069910883, 158.501350954, 1.66720775813, 154670.391435, 308.000003376
0.0259498327759, 144115.668611, 301.70154947, 0.322956438215, 32.3619011997, 0.144165080716, 157.817847397, 1.66403490051, 154643.969512, 308.000003107
0.0267826086957, 143719.691212, 301.462139145, 0.329158426817, 34.3853643858, 0.136701687039, 156.769085481, 1.66077953668, 154626.569393, 307.9999964
0.0276153846154, 143257.451193, 301.190034707, 0.336084766279, 36.4600930936, 0.154477677052, 155.558802008, 1.6569327694, 154591.768394, 308.00000156
0.0284481605351, 142761.512338, 300.899831346, 0.343324962833, 38.7236299485, 0.18187398523, 153.660845499, 1.65278776651, 154548.961441, 308.000004638
0.0292809364548, 142169.384278, 300.528716407, 0.35237421869, 40.5162994482, 0.135820913715, 153.101185722, 1.64796254383, 154536.107248, 308.000003238
0.0301137123746, 141585.291411, 300.214298041, 0.359891639558, 42.5109143953, 0.266670329421, 151.037139636, 1.64290876914, 154432.469928, 308.00000531
0.0309464882943, 141076.312122, 299.875757687, 0.367827333898, 44.5835061497, 0.167285673042, 148.659604628, 1.63884902481, 154448.641368, 308.000007262
0.031779264214, 140354.935096, 299.465249546, 0.377247348944, 46.2645520984, 0.263799994483, 147.328323085, 1.63270054892, 154349.442769, 307.999999649
