X, P, T, M, alpha, eta, rhou_x, rho, P_tot, T_tot
-0.049, 151982.301395, 306.274492758, 0.16783652295, -8.13435494603e-13, -1.15508990764e-06, 101.788504503, 1.72867170321, 154979.164679, 308.000000396
-0.0481672240803, 151982.296538, 306.274487175, 0.16783666233, 4.48509075279e-12, -1.02116555763e-05, 101.788502022, 1.72867167776, 154979.165807, 307.999998335
-0.0473344481605, 151982.291137, 306.274483022, 0.167836808892, 1.3070971531e-11, -1.35460159496e-05, 101.788502062, 1.72867166202, 154979.166888, 307.999997984
-0.0465016722408, 151982.285226, 306.274480206, 0.16783696217, 2.47314641137e-11, -1.15284850179e-05, 101.788504462, 1.72867165537, 154979.167925, 307.999999232
-0.0456688963211, 151982.274527, 306.274475484, 0.167837124716, 1.08176873744e-11, -6.70372843443e-06, 101.788509355, 1.72867154118, 154979.165266, 307.999999317
-0.0448361204013, 151982.264165, 306.274471538, 0.167837298192, 7.23582216597e-12, 3.25452721302e-08, 101.788510067, 1.72867146879, 154979.163041, 308.000000195
-0.0440033444816, 151982.254306, 306.274468518, 0.167837483821, 1.60158711696e-11, 8.86349397189e-06, 101.788505976, 1.72867144655, 154979.1614, 308.000002
-0.0431705685619, 151982.24324, 306.274464438, 0.167837692257, 7.43512684268e-12, 1.65089302149e-05, 101.788509031, 1.72867133435, 154979.16004, 308.000003698
-0.0423377926421, 151982.232538, 306.274455694, 0.167837912013, 3.58053880422e-12, 8.17497138732e-06, 101.788511207, 1.72867121619, 154979.159549, 308.000001034
-0.0415050167224, 151982.222625, 306.274443855, 0.167838144049, 4.24766286729e-12, -1.1792467345e-05, 101.788511816, 1.72867110341, 154979.160332, 307.999995554
-0.0406722408027, 151982.216335, 306.274439188, 0.167838397549, 7.05061087307e-12, -1.50651185647e-05, 101.788506662, 1.72867106594, 154979.165234, 307.999997465
-0.0398394648829, 151982.204455, 306.27443206, 0.167838672407, 5.2561071962e-12, -1.58417544919e-05, 101.78850263, 1.72867094181, 154979.165611, 307.99999762
-0.0390066889632, 151982.18918, 306.27442378, 0.167838964084, 5.27690148377e-12, -1.39759303184e-05, 101.788502601, 1.72867081133, 154979.163617, 307.999997227
-0.0381739130435, 151982.171703, 306.274415155, 0.167839271649, 1.20577407126e-11, -9.06517687806e-06, 101.788509154, 1.72867073224, 154979.160559, 307.9999971
-0.0373411371237, 151982.158821, 306.274406473, 0.167839606791, 1.59975388967e-11, -1.30047220851e-05, 101.788503853, 1.72867056549, 154979.162906, 307.99999748
