z, massflux, p, T, rho, M, alpha, dS, P_tot, T_tot
0.0959030100334, 120.609785747, 126370.625068, 291.066668035, 1.51218627869, 0.267957991585, -21.7435247905, 1.91460026232, 132769.424826, 295.289309206
0.0967357859532, 119.134911418, 126224.648781, 290.975483001, 1.51092902608, 0.261994388195, -20.3082845916, 1.92565914639, 132334.346375, 295.009163561
0.0975685618729, 117.537605411, 126089.032341, 290.891347376, 1.50976108962, 0.256016436277, -18.886620373, 1.9367914015, 131917.134001, 294.740660036
0.0984013377926, 115.841881364, 125964.04871, 290.814412968, 1.50868474486, 0.250072008874, -17.4874124527, 1.94796116268, 131520.022207, 294.485304719
0.0992341137124, 114.078187091, 125849.43952, 290.74448338, 1.50769757477, 0.244216212196, -16.1187366908, 1.95922664658, 131144.767335, 294.244291452
0.100066889632, 112.28197712, 125744.612238, 290.681085941, 1.50679441548, 0.238512232113, -14.7893662112, 1.97049513648, 130792.912417, 294.018609888
0.100899665552, 110.490883866, 125648.551866, 290.623470243, 1.50596643434, 0.233028883147, -13.5061702238, 1.98171449484, 130465.554732, 293.808950169
0.101732441472, 108.732794895, 125560.977042, 290.571501631, 1.50521035839, 0.227824632762, -12.2811010086, 1.99329654716, 130163.950636, 293.616211469
0.102565217391, 107.021749895, 125482.468996, 290.525435918, 1.50453107993, 0.222943320608, -11.1295416973, 2.00502138106, 129889.544811, 293.44122947
0.103397993311, 105.37168817, 125413.769635, 290.485673423, 1.50393492725, 0.21841446884, -10.0653338761, 2.01677455122, 129643.31726, 293.284571427
0.104230769231, 103.792821436, 125355.927469, 290.452906688, 1.50343044975, 0.21425427346, -9.10541653763, 2.02871422815, 129426.056486, 293.146764184
0.105063545151, 102.29509821, 125309.741098, 290.427633064, 1.50302428073, 0.210463785305, -8.26192572334, 2.04085082808, 129237.831849, 293.027833347
0.10589632107, 100.884833756, 125275.964852, 290.410432776, 1.50272232706, 0.207036503035, -7.546261433, 2.05353553866, 129078.473311, 292.927755318
0.10672909699, 99.5662484625, 125255.409988, 290.401662301, 1.50253245897, 0.203958554894, -6.9661287439, 2.06615814477, 128947.71173, 292.846175273
0.10756187291, 98.3373663272, 125249.443407, 290.402354854, 1.50246576834, 0.201199621765, -6.5291956056, 2.07916487367, 128845.410135, 292.783121695
0.108394648829, 97.1774946381, 125261.055614, 290.414331588, 1.50254879677, 0.19869394935, -6.24200321495, 2.09197539502, 128771.961905, 292.738666584
0.109227424749, 96.0530343273, 125292.436058, 290.439404318, 1.50279884656, 0.196347951773, -6.10512606239, 2.10572782736, 128726.042376, 292.712266172
0.110060200669, 94.9350731515, 125345.929048, 290.478783105, 1.50323819068, 0.194045877315, -6.10317804908, 2.11908440143, 128705.716301, 292.70224234
0.110892976589, 93.7568631968, 125424.163761, 290.534477096, 1.5038885223, 0.191637168105, -6.22024671943, 2.1327907597, 128708.01362, 292.706816123
0.111725752508, 92.4060592433, 125532.002443, 290.609355481, 1.50479358772, 0.188889942392, -6.43124649669, 2.14542115427, 128728.917677, 292.722845337
0.112558528428, 90.7051375616, 125672.16016, 290.706843925, 1.50596750149, 0.185497004409, -6.72409496507, 2.16238296997, 128758.362334, 292.745237175
0.113391304348, 88.1747272433, 125807.550853, 290.793037001, 1.50714047835, 0.181415731778, -6.9080560156, 2.15130630381, 128756.241196, 292.738831007
0.114224080268, 83.858358531, 125900.819599, 290.869192017, 1.50786045569, 0.177690745977, -7.28303268362, 2.2007163006, 128725.973071, 292.732828414
0.115056856187, 83.8626452258, 125980.13684, 290.937174321, 1.50845551289, 0.174597240139, -7.44407533241, 2.2534473183, 128705.22935, 292.734493811
0.115889632107, 83.8535331237, 126051.206116, 290.992579422, 1.50901781969, 0.171874885372, -7.56082426137, 2.28265374812, 128688.535503, 292.731694467
0.116722408027, 83.8249560215, 126106.084148, 291.03494543, 1.50945553922, 0.169864319534, -7.61512799249, 2.304279554, 128679.100945, 292.731316404
0.117555183946, 83.8415107248, 126142.379739, 291.06560003, 1.50973233164, 0.168535346238, -7.64988354734, 2.32786104881, 128673.231105, 292.733875606
0.118387959866, 83.8500590644, 126164.429903, 291.084559509, 1.50989933381, 0.167643888193, -7.65495479806, 2.34342527106, 128667.725125, 292.734449943
0.119220735786, 83.8500921055, 126179.640715, 291.097503893, 1.51001540277, 0.167048991161, -7.66521467445, 2.35379381106, 128664.716352, 292.735201342
0.120053511706, 83.848847714, 126189.149404, 291.106582578, 1.51008305234, 0.166640620671, -7.67798357906, 2.3637703261, 128661.940021, 292.736050877
0.120886287625, 83.8483660706, 126196.302561, 291.113626345, 1.51013291206, 0.166334662909, -7.68869170076, 2.37212264683, 128659.992515, 292.736987961
0.121719063545, 83.8479005625, 126202.55385, 291.120117913, 1.51017473496, 0.166070118342, -7.68890975311, 2.38070158196, 128658.226636, 292.738103082
0.122551839465, 83.8481178091, 126209.436186, 291.12598807, 1.51022717044, 0.165810754449, -7.66298485412, 2.38579143265, 128656.853152, 292.738443247
0.123384615385, 83.8447329092, 126216.724263, 291.132335794, 1.51028168793, 0.165566226117, -7.62494529878, 2.39167315092, 128655.879777, 292.73927819
0.124217391304, 83.8497333217, 126222.848255, 291.137222643, 1.51032932483, 0.165403924709, -7.58400844027, 2.39519110124, 128655.480091, 292.739847059
0.125050167224, 83.833579851, 126220.727844, 291.111152807, 1.51043100438, 0.164777039431, -7.57092383726, 2.31136821582, 128632.594224, 292.700439589
0.125882943144, 83.827817961, 126224.742016, 291.111970163, 1.51047480943, 0.16476100334, -7.57523714077, 2.30505553527, 128635.888468, 292.70074185
0.126715719064, 83.8302373591, 126224.383157, 291.111780323, 1.51047129674, 0.164799349211, -7.57519607405, 2.30529153438, 128636.427125, 292.701165718
0.127548494983, 83.8315758731, 126221.776013, 291.110481018, 1.51044646716, 0.164887909617, -7.57179259916, 2.30687403877, 128636.368339, 292.701614386
0.128381270903, 83.831525806, 126217.347313, 291.107775465, 1.51040695676, 0.165037137126, -7.56497504144, 2.30780062299, 128636.530189, 292.702040526
0.129214046823, 83.8309838064, 126209.935386, 291.103002287, 1.51034228463, 0.165274047432, -7.55416315911, 2.30844173972, 128636.689736, 292.702417414
0.130046822742, 83.8303116049, 126198.090749, 291.095238122, 1.51023986244, 0.165637719562, -7.53759542162, 2.3089175968, 128636.761961, 292.702741782
0.130879598662, 83.8304010618, 126179.62006, 291.083166158, 1.5100802403, 0.166188205173, -7.51398506131, 2.30967531761, 128636.602524, 292.703074375
0.131712374582, 83.8283915381, 126151.83572, 291.064872023, 1.5098411844, 0.167010084399, -7.48206159133, 2.31024527016, 128636.38942, 292.703423278
0.132545150502, 83.8258065622, 126109.183735, 291.036979037, 1.50947371801, 0.168257266738, -7.43845016558, 2.31158374127, 128635.449404, 292.703679281
0.133377926421, 83.8234569701, 126044.962766, 290.994176368, 1.50892547281, 0.170199262671, -7.3830579406, 2.31053429411, 128635.07153, 292.703834306
0.134210702341, 83.8264549726, 125943.309566, 290.92684492, 1.50805707167, 0.173402743341, -7.30314014108, 2.30979350149, 128633.911351, 292.703904431
0.135043478261, 85.0894422049, 125776.686454, 290.817151103, 1.50663312327, 0.179282912592, -7.10883733199, 2.30987080467, 128631.368319, 292.703806776
0.135876254181, 90.4487443141, 125568.094788, 290.681050635, 1.50484272988, 0.18617201473, -6.9991916493, 2.31467790026, 128626.093834, 292.703847089
0.1367090301, 93.7277946525, 125363.718613, 290.547180191, 1.50308713907, 0.192322650973, -7.05753740387, 2.31898921402, 128620.535256, 292.703855358
0.13754180602, 96.5565503861, 125160.831035, 290.413880131, 1.50134312727, 0.198121948568, -7.22130376943, 2.32298116827, 128614.659869, 292.703822587
0.13837458194, 99.1621896581, 124955.626455, 290.278847289, 1.49957722789, 0.20375058439, -7.4728445497, 2.32732625553, 128608.187263, 292.703792535
0.13920735786, 101.634826166, 124744.730468, 290.139931163, 1.49775996692, 0.209321292833, -7.80634684641, 2.33237541679, 128600.826037, 292.703737731
0.140040133779, 104.019662263, 124525.588791, 289.995164583, 1.49587041322, 0.214915083435, -8.22179691564, 2.33732290853, 128592.805415, 292.70365349
0.140872909699, 106.340035345, 124296.578424, 289.842935679, 1.49389690637, 0.220585935211, -8.72113767234, 2.34050363922, 128584.719202, 292.703531814
0.141705685619, 108.607230965, 124054.661016, 289.68169741, 1.49181008227, 0.226376526042, -9.30327053632, 2.34382890339, 128575.550085, 292.703377644
0.142538461538, 110.814872525, 123797.678391, 289.510235642, 1.48958925811, 0.232308155233, -9.97150989105, 2.3484477617, 128564.5465, 292.703161808
0.143371237458, 112.945719905, 123524.892125, 289.32793256, 1.48722751941, 0.238382404728, -10.7332215891, 2.35435599211, 128551.555483, 292.702903456
0.144204013378, 114.979518244, 123236.747358, 289.134526334, 1.48473043383, 0.24459297228, -11.5939580167, 2.35998180035, 128537.110808, 292.702601026
0.145036789298, 116.903291394, 122931.167401, 288.929229311, 1.48207573764, 0.250954369277, -12.5575713426, 2.36791975156, 128519.847097, 292.70225516
0.145869565217, 118.710689965, 122608.802247, 288.711739089, 1.47927175114, 0.257474612116, -13.6295673069, 2.37597827916, 128500.641606, 292.701899002
0.146702341137, 120.405280221, 122270.165649, 288.481929066, 1.47632448881, 0.264161836137, -14.8092354661, 2.38281300782, 128479.877786, 292.701467437
0.147535117057, 121.994401749, 121914.637979, 288.240102379, 1.47322425524, 0.271017161008, -16.0853783468, 2.39118545643, 128456.31389, 292.700993197
0.148367892977, 123.475577657, 121543.845226, 287.987481176, 1.46998427988, 0.278016684983, -17.4488070298, 2.4016057717, 128429.800239, 292.700491304
0.149200668896, 124.840238142, 121160.605553, 287.72568283, 1.46663062933, 0.285128329622, -18.8901205122, 2.41297531311, 128400.950907, 292.699951694
0.150033444816, 126.080287396, 120766.734629, 287.456114192, 1.46317861061, 0.292328639472, -20.3988709904, 2.42574988642, 128369.734693, 292.699371035
0.150866220736, 127.191246483, 120363.564933, 287.179520943, 1.45964121806, 0.299610453207, -21.9658829327, 2.4391381836, 128336.640901, 292.698752918
0.151698996656, 128.174322409, 119949.840421, 286.895048064, 1.45600730456, 0.306999137964, -23.5802262642, 2.45321898961, 128301.552228, 292.698102105
0.152531772575, 129.033625552, 119521.993576, 286.600175558, 1.45224509487, 0.3145502029, -25.2335262075, 2.4681741933, 128264.028944, 292.697419296
0.153364548495, 129.770008902, 119076.21926, 286.29217393, 1.44832040442, 0.322320022256, -26.9238654616, 2.48425558349, 128223.522221, 292.69669771
0.154197324415, 130.381577286, 118610.336241, 285.969372815, 1.44421388653, 0.330342168851, -28.6478424878, 2.50129851218, 128179.811926, 292.695943049
0.155030100334, 130.864185335, 118121.772556, 285.630048555, 1.43990158663, 0.338648396925, -30.4010326381, 2.5199939221, 128132.255045, 292.6951473
0.155862876254, 131.21216581, 117607.887169, 285.272086578, 1.4353600494, 0.347276127569, -32.1799544763, 2.53998530117, 128080.593586, 292.694321586
0.156695652174, 131.41857781, 117065.736607, 284.893246096, 1.43056250308, 0.356263363068, -33.9813621748, 2.56138826293, 128024.301448, 292.69346462
0.157528428094, 131.4784428, 116491.80779, 284.490901012, 1.42547668302, 0.365654554213, -35.8019270383, 2.58448221969, 127962.682199, 292.692578153
0.158361204013, 131.387506222, 115882.76445, 284.062411813, 1.42007219247, 0.375491678934, -37.6379634727, 2.60918925656, 127895.140835, 292.691660706
0.159193979933, 131.139734424, 115235.506215, 283.605470127, 1.41431977973, 0.385808893222, -39.4850886267, 2.63608770653, 127820.82576, 292.690709293
0.160026755853, 130.728140132, 114548.374866, 283.118683866, 1.40820373103, 0.396622256993, -41.3379771218, 2.66521082998, 127739.285006, 292.689734816
0.160859531773, 130.146993979, 113820.376301, 282.601182063, 1.40171414171, 0.407936802766, -43.1894152119, 2.69672357688, 127650.088032, 292.688740075
0.161692307692, 129.393554855, 113050.843095, 282.052370981, 1.39484357259, 0.419748914826, -45.0302331006, 2.73094931548, 127552.733907, 292.687718573
0.162525083612, 128.460134617, 112240.611349, 281.472698781, 1.387598513, 0.43203316929, -46.8508359382, 2.76795104433, 127447.037897, 292.68667679
0.163357859532, 127.342685316, 111391.601666, 280.863432447, 1.37999511449, 0.444749549881, -48.6414054221, 2.80781622829, 127332.975262, 292.685622987
0.164190635452, 126.046162571, 110506.374546, 280.226291663, 1.37205583052, 0.457852427126, -50.3916391013, 2.85034985395, 127210.763925, 292.684566928
0.165023411371, 124.57438444, 109589.200459, 279.564449893, 1.36381815513, 0.471270102517, -52.0923270859, 2.89578266746, 127080.745634, 292.683509695
0.165856187291, 122.931002412, 108650.793243, 278.886254598, 1.35537914955, 0.484849674906, -53.7347140635, 2.94405853856, 126944.666841, 292.68245755
0.166688963211, 121.131567415, 107705.326909, 278.202736122, 1.34686862188, 0.498398642869, -55.3082848439, 2.99475153974, 126805.264631, 292.681418418
0.16752173913, 119.209986008, 106764.927202, 277.523222362, 1.33839747183, 0.511752926987, -56.8019882619, 3.0475979176, 126664.824596, 292.680418587
0.16835451505, 117.211775567, 105833.988695, 276.850489385, 1.33000594211, 0.524852710762, -58.2079520109, 3.10180700293, 126524.163904, 292.679493905
0.16918729097, 115.154354496, 104911.82233, 276.183686632, 1.3216844732, 0.537689653142, -59.5256256062, 3.15830598386, 126382.139774, 292.678674528
0.17002006689, 113.046666451, 104000.569238, 275.524266774, 1.31344942544, 0.550220030776, -60.7569688997, 3.21783646102, 126238.07292, 292.677923213
0.170852842809, 110.922207571, 103100.436277, 274.871688538, 1.30530331829, 0.562452386549, -61.9027138946, 3.27906415924, 126092.102599, 292.677227583
0.171685618729, 108.848871089, 102208.121856, 274.223470837, 1.29721370621, 0.574432829312, -62.9550122306, 3.34331660191, 125942.818688, 292.676557046
0.172518394649, 106.854080026, 101328.784233, 273.583651137, 1.28922291363, 0.586074736427, -63.9058308129, 3.41223045905, 125789.691365, 292.675864333
0.173351170569, 104.932491144, 100483.858766, 272.968570485, 1.28152277369, 0.597082864233, -64.7493779292, 3.48607491089, 125635.54367, 292.675119996
0.174183946488, 103.060161005, 99710.1917801, 272.406718764, 1.27444485355, 0.60696538066, -65.4805465319, 3.56580745067, 125485.833977, 292.674286536
0.175016722408, 101.258771779, 99063.9466169, 271.942794198, 1.26848983266, 0.614980481471, -66.0883441137, 3.65801561837, 125347.565746, 292.673307835
0.175849498328, 99.4652513461, 98617.6335124, 271.62908255, 1.26433113066, 0.620290491635, -66.5868348442, 3.75217897784, 125237.96948, 292.672246152
0.176682274247, 97.5009333592, 98432.5247384, 271.507665465, 1.26256696184, 0.622337070295, -67.0314763776, 3.82525460129, 125181.102834, 292.67173934
0.177515050167, 94.9379220744, 98555.4532908, 271.680520546, 1.2633501469, 0.619562167423, -67.5065178704, 4.10506405032, 125101.51602, 292.668892009
0.178347826087, 90.5787238314, 98772.478538, 271.781055147, 1.26565015396, 0.617434380921, -68.4505196674, 3.84886015382, 125229.072072, 292.663412138
0.179180602007, 83.8880341375, 98766.7534708, 271.893060632, 1.2650380416, 0.614384929569, -69.4292078383, 4.24132911706, 125051.968948, 292.655896566
0.180013377926, 83.8439824255, 98905.7893593, 272.0662782, 1.26600006838, 0.611698954472, -70.0214804213, 4.45956713349, 124986.303468, 292.655820929
0.180846153846, 83.8071735618, 99064.9416861, 272.235101085, 1.26727048496, 0.60979027149, -70.2925628604, 4.62956261364, 124963.59344, 292.657510006
0.181678929766, 83.8008783187, 99169.9926009, 272.351627967, 1.26810194895, 0.608605189085, -70.4188825222, 4.76395976421, 124950.713026, 292.662395868
0.182511705686, 83.8063422961, 99234.9811658, 272.427702417, 1.26860582291, 0.607852395943, -70.4850383913, 4.86145518588, 124940.938245, 292.666892886
0.183344481605, 83.8103492943, 99276.3009556, 272.475697514, 1.26893154959, 0.607385062511, -70.5258296097, 4.92095904463, 124936.408801, 292.670159049
0.184177257525, 83.8161617721, 99305.4719792, 272.50043198, 1.26920472289, 0.607190850143, -70.5564201665, 4.92802872509, 124945.893316, 292.672529566
0.185010033445, 83.825200227, 99328.3289711, 272.509031359, 1.26946827054, 0.60719476462, -70.5816531238, 4.8929185498, 124967.689207, 292.674134942
0.185842809365, 83.8345531808, 99347.0710585, 272.512496942, 1.26970076194, 0.607244597285, -70.6006775373, 4.85061064672, 124990.2256, 292.675148843
0.186675585284, 83.8395573165, 99361.1500854, 272.518684269, 1.26985871249, 0.607225109344, -70.6121040213, 4.83181580677, 125002.497963, 292.675937589
0.187508361204, 83.8430238738, 99369.9479548, 272.527518225, 1.26993414879, 0.60714140234, -70.6160944301, 4.83762795973, 125004.126408, 292.676896403
0.188341137124, 83.8442075962, 99374.8100966, 272.536479147, 1.26995613578, 0.607036890189, -70.6157168644, 4.8546084837, 125000.389823, 292.678138104
0.189173913043, 83.8438876036, 99377.2983487, 272.543910949, 1.2699532518, 0.606941163495, -70.6134715216, 4.87221649835, 124995.48802, 292.679500481
0.190006688963, 83.8431793929, 99378.7569833, 272.549492079, 1.26994515435, 0.606865094674, -70.6109478059, 4.88568122208, 124991.639832, 292.680878706
0.190839464883, 83.8419371726, 99380.3595083, 272.55411692, 1.26994341124, 0.606800082704, -70.6089922851, 4.89526041661, 124989.191265, 292.682198409
0.191672240803, 83.8403384102, 99382.7355687, 272.558713119, 1.26995238803, 0.606736289129, -70.6078072485, 4.90280246724, 124987.795447, 292.68346149
0.192505016722, 83.8389372717, 99386.1989158, 272.563747281, 1.26997408775, 0.606669136289, -70.6072675095, 4.90925807756, 124987.25159, 292.684659277
0.193337792642, 83.8380390689, 99390.8035346, 272.569256262, 1.27000903046, 0.606598822817, -70.6071709389, 4.9146572615, 124987.541186, 292.685771506
0.194170568562, 83.837644892, 99396.3708366, 272.575070788, 1.27005544941, 0.606527365763, -70.6072840183, 4.9188714517, 124988.577751, 292.686766001
0.195003344482, 83.8375931694, 99402.5646441, 272.580909448, 1.27011011189, 0.6064581322, -70.6073926985, 4.92178079642, 124990.267192, 292.687653365
0.195836120401, 83.8376037609, 99409.0495858, 272.586867753, 1.27016807548, 0.606388622833, -70.6071673579, 4.92458867646, 124992.06783, 292.688474558
0.196668896321, 83.8370905435, 99415.5232881, 272.59298682, 1.27022506436, 0.606316892672, -70.606420829, 4.92820487348, 124993.550993, 292.689274582
0.197501672241, 83.8361596747, 99421.7205989, 272.599077846, 1.27027835693, 0.606245037336, -70.6050475334, 4.93257121335, 124994.651289, 292.690077146
0.198334448161, 83.8352998074, 99427.5335167, 272.60468491, 1.27032863478, 0.606178758893, -70.6030833789, 4.93623326333, 124995.783585, 292.690840186
0.19916722408, 83.8352765628, 99432.9574059, 272.609298158, 1.27037815067, 0.606124617072, -70.6006608787, 4.93728052082, 124997.524448, 292.691479587
0.2, 83.8358543655, 99438.0792964, 272.613614807, 1.2704249701, 0.606073050384, -70.5977053933, 4.93809631725, 124999.129902, 292.69203308
