z	mom_ax	p	T	p_tot	T_tot	dS	alpha
   +1.157358e-01	   +1.019133e+02	   +1.233562e+05	   +2.891076e+02	   +1.270442e+05	   +2.915771e+02	   +1.951751e+00	   +1.048599e+01
   +1.169699e-01	   +1.012655e+02	   +1.235394e+05	   +2.891333e+02	   +1.271801e+05	   +2.915677e+02	   +1.615511e+00	   +1.063517e+01
   +1.182040e-01	   +1.006183e+02	   +1.237734e+05	   +2.891668e+02	   +1.273641e+05	   +2.915634e+02	   +1.188306e+00	   +1.075106e+01
   +1.194381e-01	   +1.009504e+02	   +1.236507e+05	   +2.891458e+02	   +1.272682e+05	   +2.915625e+02	   +1.400079e+00	   +1.071764e+01
   +1.206722e-01	   +1.014276e+02	   +1.234766e+05	   +2.891170e+02	   +1.271318e+05	   +2.915622e+02	   +1.704302e+00	   +1.066247e+01
   +1.219064e-01	   +1.012158e+02	   +1.235480e+05	   +2.891290e+02	   +1.271871e+05	   +2.915621e+02	   +1.579955e+00	   +1.069153e+01
   +1.231405e-01	   +1.008704e+02	   +1.236676e+05	   +2.891489e+02	   +1.272800e+05	   +2.915620e+02	   +1.371564e+00	   +1.073716e+01
   +1.243746e-01	   +1.010077e+02	   +1.236259e+05	   +2.891410e+02	   +1.272491e+05	   +2.915620e+02	   +1.440684e+00	   +1.071969e+01
   +1.256087e-01	   +1.012623e+02	   +1.235452e+05	   +2.891263e+02	   +1.271883e+05	   +2.915620e+02	   +1.576882e+00	   +1.068698e+01
   +1.268428e-01	   +1.011703e+02	   +1.235669e+05	   +2.891310e+02	   +1.272035e+05	   +2.915620e+02	   +1.542943e+00	   +1.070433e+01
   +1.280769e-01	   +1.009754e+02	   +1.236192e+05	   +2.891416e+02	   +1.272412e+05	   +2.915619e+02	   +1.458331e+00	   +1.073663e+01
   +1.293110e-01	   +1.010404e+02	   +1.236094e+05	   +2.891382e+02	   +1.272362e+05	   +2.915620e+02	   +1.469437e+00	   +1.072917e+01
   +1.305452e-01	   +1.011976e+02	   +1.235776e+05	   +2.891299e+02	   +1.272161e+05	   +2.915620e+02	   +1.514508e+00	   +1.070761e+01
   +1.317793e-01	   +1.011498e+02	   +1.235793e+05	   +2.891332e+02	   +1.272130e+05	   +2.915620e+02	   +1.521638e+00	   +1.066204e+01
   +1.330134e-01	   +1.010160e+02	   +1.235952e+05	   +2.891412e+02	   +1.272170e+05	   +2.915619e+02	   +1.512868e+00	   +1.060625e+01
   +1.342475e-01	   +1.011076e+02	   +1.235619e+05	   +2.891292e+02	   +1.272009e+05	   +2.915620e+02	   +1.548426e+00	   +1.090663e+01
   +1.354816e-01	   +1.032067e+02	   +1.234195e+05	   +2.890240e+02	   +1.272124e+05	   +2.915617e+02	   +1.513835e+00	   +1.063894e+01
   +1.367157e-01	   +1.084740e+02	   +1.231189e+05	   +2.887844e+02	   +1.272619e+05	   +2.915610e+02	   +1.381024e+00	   +9.256671e+00
   +1.379498e-01	   +1.155785e+02	   +1.225288e+05	   +2.884206e+02	   +1.271965e+05	   +2.915601e+02	   +1.493783e+00	   +7.582791e+00
   +1.391839e-01	   +1.214740e+02	   +1.220499e+05	   +2.881033e+02	   +1.271735e+05	   +2.915592e+02	   +1.512006e+00	   +5.987720e+00
   +1.404181e-01	   +1.266001e+02	   +1.216312e+05	   +2.878215e+02	   +1.271582e+05	   +2.915585e+02	   +1.514993e+00	   +4.456116e+00
   +1.416522e-01	   +1.307009e+02	   +1.212505e+05	   +2.875754e+02	   +1.271271e+05	   +2.915579e+02	   +1.555544e+00	   +2.916566e+00
   +1.428863e-01	   +1.346204e+02	   +1.208943e+05	   +2.873256e+02	   +1.271257e+05	   +2.915574e+02	   +1.526964e+00	   +1.321582e+00
   +1.441204e-01	   +1.384368e+02	   +1.205588e+05	   +2.870794e+02	   +1.271398e+05	   +2.915569e+02	   +1.463113e+00	   -2.667281e-01
   +1.453545e-01	   +1.415044e+02	   +1.201941e+05	   +2.868468e+02	   +1.271005e+05	   +2.915565e+02	   +1.519179e+00	   -2.063929e+00
   +1.465886e-01	   +1.444597e+02	   +1.198377e+05	   +2.866240e+02	   +1.270552e+05	   +2.915562e+02	   +1.590105e+00	   -3.829614e+00
   +1.478227e-01	   +1.467785e+02	   +1.195412e+05	   +2.864122e+02	   +1.270546e+05	   +2.915559e+02	   +1.559020e+00	   -5.620509e+00
   +1.490569e-01	   +1.490527e+02	   +1.192570e+05	   +2.862071e+02	   +1.270571e+05	   +2.915556e+02	   +1.522033e+00	   -7.362853e+00
   +1.502910e-01	   +1.512693e+02	   +1.188936e+05	   +2.859491e+02	   +1.270511e+05	   +2.915553e+02	   +1.493060e+00	   -9.469022e+00
   +1.515251e-01	   +1.534728e+02	   +1.185211e+05	   +2.856853e+02	   +1.270434e+05	   +2.915550e+02	   +1.466465e+00	   -1.160765e+01
   +1.527592e-01	   +1.552425e+02	   +1.181129e+05	   +2.853967e+02	   +1.270317e+05	   +2.915548e+02	   +1.442042e+00	   -1.401306e+01
   +1.539933e-01	   +1.566025e+02	   +1.176694e+05	   +2.850835e+02	   +1.270162e+05	   +2.915546e+02	   +1.419438e+00	   -1.667760e+01
   +1.552274e-01	   +1.578647e+02	   +1.172267e+05	   +2.847715e+02	   +1.269992e+05	   +2.915544e+02	   +1.399756e+00	   -1.932106e+01
   +1.564615e-01	   +1.579231e+02	   +1.167030e+05	   +2.844098e+02	   +1.269612e+05	   +2.915544e+02	   +1.411397e+00	   -2.224749e+01
   +1.576957e-01	   +1.579815e+02	   +1.161797e+05	   +2.840485e+02	   +1.269232e+05	   +2.915544e+02	   +1.423029e+00	   -2.517176e+01
   +1.589298e-01	   +1.576179e+02	   +1.155659e+05	   +2.836082e+02	   +1.268952e+05	   +2.915544e+02	   +1.387619e+00	   -2.812878e+01
   +1.601639e-01	   +1.569295e+02	   +1.148777e+05	   +2.831037e+02	   +1.268747e+05	   +2.915545e+02	   +1.315514e+00	   -3.113270e+01
   +1.613980e-01	   +1.561420e+02	   +1.141641e+05	   +2.825852e+02	   +1.268448e+05	   +2.915547e+02	   +1.259244e+00	   -3.414755e+01
   +1.626321e-01	   +1.542627e+02	   +1.132235e+05	   +2.819505e+02	   +1.267127e+05	   +2.915549e+02	   +1.385601e+00	   -3.704126e+01
   +1.638662e-01	   +1.523834e+02	   +1.122597e+05	   +2.813002e+02	   +1.265774e+05	   +2.915551e+02	   +1.515074e+00	   -4.000634e+01
   +1.651003e-01	   +1.500435e+02	   +1.112202e+05	   +2.805463e+02	   +1.264839e+05	   +2.915554e+02	   +1.496116e+00	   -4.275837e+01
   +1.663344e-01	   +1.475266e+02	   +1.101264e+05	   +2.797331e+02	   +1.264051e+05	   +2.915557e+02	   +1.417032e+00	   -4.548835e+01
   +1.675686e-01	   +1.443668e+02	   +1.089395e+05	   +2.789049e+02	   +1.262202e+05	   +2.915561e+02	   +1.554952e+00	   -4.805344e+01
   +1.688027e-01	   +1.406567e+02	   +1.076461e+05	   +2.780477e+02	   +1.259348e+05	   +2.915566e+02	   +1.893578e+00	   -5.051460e+01
   +1.700368e-01	   +1.371726e+02	   +1.063970e+05	   +2.771296e+02	   +1.257660e+05	   +2.915571e+02	   +1.921235e+00	   -5.277584e+01
   +1.712709e-01	   +1.338811e+02	   +1.051845e+05	   +2.761525e+02	   +1.257037e+05	   +2.915575e+02	   +1.663124e+00	   -5.486090e+01
   +1.725050e-01	   +1.299236e+02	   +1.038600e+05	   +2.752529e+02	   +1.253691e+05	   +2.915581e+02	   +2.035893e+00	   -5.674021e+01
   +1.737391e-01	   +1.257671e+02	   +1.024700e+05	   +2.743546e+02	   +1.249402e+05	   +2.915587e+02	   +2.611869e+00	   -5.858421e+01
   +1.749732e-01	   +1.224042e+02	   +1.015759e+05	   +2.735298e+02	   +1.249842e+05	   +2.915591e+02	   +2.108682e+00	   -6.007171e+01
   +1.762074e-01	   +1.184149e+02	   +1.005962e+05	   +2.728068e+02	   +1.247704e+05	   +2.915596e+02	   +2.239782e+00	   -6.153212e+01
   +1.774415e-01	   +1.133675e+02	   +9.972192e+04	   +2.722850e+02	   +1.244016e+05	   +2.915602e+02	   +2.822143e+00	   -6.305245e+01
   +1.786756e-01	   +1.055797e+02	   +9.982975e+04	   +2.723959e+02	   +1.243856e+05	   +2.915610e+02	   +2.920002e+00	   -6.498369e+01
   +1.799097e-01	   +1.021656e+02	   +1.000259e+05	   +2.725416e+02	   +1.244309e+05	   +2.915618e+02	   +2.893072e+00	   -6.580029e+01
   +1.811438e-01	   +1.009468e+02	   +1.001279e+05	   +2.725999e+02	   +1.244772e+05	   +2.915621e+02	   +2.816414e+00	   -6.609708e+01
   +1.823779e-01	   +1.008246e+02	   +1.001438e+05	   +2.725938e+02	   +1.245036e+05	   +2.915621e+02	   +2.751135e+00	   -6.613578e+01
   +1.836120e-01	   +1.009502e+02	   +1.000771e+05	   +2.725705e+02	   +1.244515e+05	   +2.915621e+02	   +2.858106e+00	   -6.610260e+01
   +1.848462e-01	   +1.009739e+02	   +1.000520e+05	   +2.725557e+02	   +1.244392e+05	   +2.915621e+02	   +2.877768e+00	   -6.609796e+01
   +1.860803e-01	   +1.008976e+02	   +1.000675e+05	   +2.725494e+02	   +1.244658e+05	   +2.915621e+02	   +2.811922e+00	   -6.612126e+01
   +1.873144e-01	   +1.008983e+02	   +1.000520e+05	   +2.725371e+02	   +1.244621e+05	   +2.915621e+02	   +2.813253e+00	   -6.612117e+01
   +1.885485e-01	   +1.009424e+02	   +1.000188e+05	   +2.725215e+02	   +1.244411e+05	   +2.915621e+02	   +2.852560e+00	   -6.610785e+01
   +1.897826e-01	   +1.009497e+02	   +1.000018e+05	   +2.725094e+02	   +1.244356e+05	   +2.915621e+02	   +2.858173e+00	   -6.610469e+01
   +1.910167e-01	   +1.009250e+02	   +9.999874e+04	   +2.725001e+02	   +1.244433e+05	   +2.915621e+02	   +2.834587e+00	   -6.611032e+01
   +1.922508e-01	   +1.009068e+02	   +9.999298e+04	   +2.724906e+02	   +1.244482e+05	   +2.915621e+02	   +2.817519e+00	   -6.611390e+01
   +1.934849e-01	   +1.009199e+02	   +9.997418e+04	   +2.724795e+02	   +1.244391e+05	   +2.915621e+02	   +2.832101e+00	   -6.610756e+01
   +1.947191e-01	   +1.009331e+02	   +9.995538e+04	   +2.724685e+02	   +1.244300e+05	   +2.915621e+02	   +2.846680e+00	   -6.610122e+01
   +1.959532e-01	   +1.009362e+02	   +9.994282e+04	   +2.724589e+02	   +1.244266e+05	   +2.915621e+02	   +2.848805e+00	   -6.609783e+01
   +1.971873e-01	   +1.009301e+02	   +9.993602e+04	   +2.724508e+02	   +1.244286e+05	   +2.915621e+02	   +2.839393e+00	   -6.609717e+01
   +1.984214e-01	   +1.009241e+02	   +9.992923e+04	   +2.724427e+02	   +1.244305e+05	   +2.915621e+02	   +2.829980e+00	   -6.609651e+01
   +1.996555e-01	   +1.009223e+02	   +9.992016e+04	   +2.724352e+02	   +1.244288e+05	   +2.915621e+02	   +2.829494e+00	   -6.609439e+01
   +2.008896e-01	   +1.009241e+02	   +9.990922e+04	   +2.724283e+02	   +1.244241e+05	   +2.915621e+02	   +2.836275e+00	   -6.609108e+01
   +2.021237e-01	   +1.009259e+02	   +9.989829e+04	   +2.724213e+02	   +1.244194e+05	   +2.915621e+02	   +2.843056e+00	   -6.608778e+01
   +2.033579e-01	   +1.009276e+02	   +9.988893e+04	   +2.724149e+02	   +1.244161e+05	   +2.915621e+02	   +2.846925e+00	   -6.608480e+01
   +2.045920e-01	   +1.009286e+02	   +9.988463e+04	   +2.724099e+02	   +1.244172e+05	   +2.915621e+02	   +2.841397e+00	   -6.608287e+01
   +2.058261e-01	   +1.009296e+02	   +9.988033e+04	   +2.724049e+02	   +1.244183e+05	   +2.915621e+02	   +2.835869e+00	   -6.608094e+01
   +2.070602e-01	   +1.009307e+02	   +9.987603e+04	   +2.723999e+02	   +1.244194e+05	   +2.915621e+02	   +2.830342e+00	   -6.607901e+01
   +2.082943e-01	   +1.009295e+02	   +9.987160e+04	   +2.723964e+02	   +1.244184e+05	   +2.915621e+02	   +2.830645e+00	   -6.607778e+01
   +2.095284e-01	   +1.009265e+02	   +9.986707e+04	   +2.723942e+02	   +1.244156e+05	   +2.915621e+02	   +2.835890e+00	   -6.607715e+01
   +2.107625e-01	   +1.009234e+02	   +9.986253e+04	   +2.723919e+02	   +1.244128e+05	   +2.915621e+02	   +2.841134e+00	   -6.607651e+01
   +2.119967e-01	   +1.009204e+02	   +9.985799e+04	   +2.723897e+02	   +1.244099e+05	   +2.915621e+02	   +2.846380e+00	   -6.607587e+01
   +2.132308e-01	   +1.009207e+02	   +9.985589e+04	   +2.723881e+02	   +1.244093e+05	   +2.915621e+02	   +2.846923e+00	   -6.607511e+01
   +2.144649e-01	   +1.009254e+02	   +9.985703e+04	   +2.723875e+02	   +1.244116e+05	   +2.915621e+02	   +2.841193e+00	   -6.607418e+01
   +2.156990e-01	   +1.009302e+02	   +9.985818e+04	   +2.723869e+02	   +1.244139e+05	   +2.915621e+02	   +2.835465e+00	   -6.607325e+01
   +2.169331e-01	   +1.009349e+02	   +9.985933e+04	   +2.723863e+02	   +1.244161e+05	   +2.915620e+02	   +2.829737e+00	   -6.607231e+01
   +2.181672e-01	   +1.009396e+02	   +9.986047e+04	   +2.723857e+02	   +1.244184e+05	   +2.915620e+02	   +2.824009e+00	   -6.607138e+01
   +2.194013e-01	   +1.009348e+02	   +9.986242e+04	   +2.723886e+02	   +1.244171e+05	   +2.915621e+02	   +2.828959e+00	   -6.607334e+01
   +2.206355e-01	   +1.009283e+02	   +9.986450e+04	   +2.723921e+02	   +1.244152e+05	   +2.915621e+02	   +2.835675e+00	   -6.607579e+01
   +2.218696e-01	   +1.009219e+02	   +9.986658e+04	   +2.723955e+02	   +1.244133e+05	   +2.915622e+02	   +2.842391e+00	   -6.607823e+01
   +2.231037e-01	   +1.009154e+02	   +9.986866e+04	   +2.723990e+02	   +1.244113e+05	   +2.915623e+02	   +2.849109e+00	   -6.608067e+01
   +2.243378e-01	   +1.009090e+02	   +9.987074e+04	   +2.724025e+02	   +1.244094e+05	   +2.915623e+02	   +2.855827e+00	   -6.608311e+01
   +2.255719e-01	   +1.009141e+02	   +9.987780e+04	   +2.724067e+02	   +1.244128e+05	   +2.915623e+02	   +2.850484e+00	   -6.608406e+01
   +2.268060e-01	   +1.009224e+02	   +9.988622e+04	   +2.724112e+02	   +1.244175e+05	   +2.915622e+02	   +2.841866e+00	   -6.608461e+01
   +2.280401e-01	   +1.009308e+02	   +9.989463e+04	   +2.724157e+02	   +1.244223e+05	   +2.915621e+02	   +2.833251e+00	   -6.608516e+01
   +2.292742e-01	   +1.009391e+02	   +9.990304e+04	   +2.724202e+02	   +1.244271e+05	   +2.915621e+02	   +2.824636e+00	   -6.608571e+01
   +2.305084e-01	   +1.009474e+02	   +9.991145e+04	   +2.724247e+02	   +1.244318e+05	   +2.915620e+02	   +2.816023e+00	   -6.608626e+01
   +2.317425e-01	   +1.009526e+02	   +9.991999e+04	   +2.724301e+02	   +1.244356e+05	   +2.915619e+02	   +2.810326e+00	   -6.608747e+01
   +2.329766e-01	   +1.009420e+02	   +9.992922e+04	   +2.724399e+02	   +1.244341e+05	   +2.915618e+02	   +2.819254e+00	   -6.609203e+01
   +2.342107e-01	   +1.009314e+02	   +9.993846e+04	   +2.724497e+02	   +1.244326e+05	   +2.915617e+02	   +2.828184e+00	   -6.609659e+01
   +2.354448e-01	   +1.009208e+02	   +9.994770e+04	   +2.724595e+02	   +1.244312e+05	   +2.915615e+02	   +2.837115e+00	   -6.610115e+01
   +2.366789e-01	   +1.009102e+02	   +9.995693e+04	   +2.724693e+02	   +1.244297e+05	   +2.915614e+02	   +2.846049e+00	   -6.610572e+01
   +2.379130e-01	   +1.008996e+02	   +9.996618e+04	   +2.724792e+02	   +1.244283e+05	   +2.915613e+02	   +2.854984e+00	   -6.611028e+01
   +2.391472e-01	   +1.008890e+02	   +9.997542e+04	   +2.724890e+02	   +1.244268e+05	   +2.915611e+02	   +2.863922e+00	   -6.611485e+01
   +2.403813e-01	   +1.009009e+02	   +9.999093e+04	   +2.724993e+02	   +1.244337e+05	   +2.915615e+02	   +2.855087e+00	   -6.611301e+01
   +2.416154e-01	   +1.009142e+02	   +1.000068e+05	   +2.725096e+02	   +1.244411e+05	   +2.915619e+02	   +2.845231e+00	   -6.611080e+01
   +2.428495e-01	   +1.009274e+02	   +1.000227e+05	   +2.725199e+02	   +1.244484e+05	   +2.915623e+02	   +2.835378e+00	   -6.610859e+01
   +2.440836e-01	   +1.009406e+02	   +1.000385e+05	   +2.725302e+02	   +1.244558e+05	   +2.915627e+02	   +2.825527e+00	   -6.610638e+01
   +2.453177e-01	   +1.009539e+02	   +1.000544e+05	   +2.725405e+02	   +1.244632e+05	   +2.915632e+02	   +2.815679e+00	   -6.610417e+01
   +2.465518e-01	   +1.009671e+02	   +1.000702e+05	   +2.725508e+02	   +1.244705e+05	   +2.915636e+02	   +2.805833e+00	   -6.610196e+01
   +2.477860e-01	   +1.009782e+02	   +1.000858e+05	   +2.725613e+02	   +1.244773e+05	   +2.915640e+02	   +2.797573e+00	   -6.609957e+01
   +2.490201e-01	   +1.009610e+02	   +1.000983e+05	   +2.725750e+02	   +1.244768e+05	   +2.915652e+02	   +2.810945e+00	   -6.609459e+01
   +2.502542e-01	   +1.009438e+02	   +1.001108e+05	   +2.725887e+02	   +1.244762e+05	   +2.915663e+02	   +2.824322e+00	   -6.608961e+01
   +2.514883e-01	   +1.009266e+02	   +1.001233e+05	   +2.726024e+02	   +1.244756e+05	   +2.915675e+02	   +2.837703e+00	   -6.608463e+01
   +2.527224e-01	   +1.009094e+02	   +1.001357e+05	   +2.726161e+02	   +1.244750e+05	   +2.915686e+02	   +2.851089e+00	   -6.607965e+01
   +2.539565e-01	   +1.008921e+02	   +1.001482e+05	   +2.726298e+02	   +1.244744e+05	   +2.915698e+02	   +2.864479e+00	   -6.607467e+01
   +2.551906e-01	   +1.008749e+02	   +1.001607e+05	   +2.726435e+02	   +1.244738e+05	   +2.915709e+02	   +2.877874e+00	   -6.606968e+01
   +2.564247e-01	   +1.008577e+02	   +1.001732e+05	   +2.726572e+02	   +1.244732e+05	   +2.915721e+02	   +2.891274e+00	   -6.606470e+01
   +2.576589e-01	   +1.008608e+02	   +1.001821e+05	   +2.726602e+02	   +1.244773e+05	   +2.915687e+02	   +2.874526e+00	   -6.604616e+01
   +2.588930e-01	   +1.008864e+02	   +1.001870e+05	   +2.726512e+02	   +1.244866e+05	   +2.915603e+02	   +2.824230e+00	   -6.601255e+01
   +2.601271e-01	   +1.009121e+02	   +1.001918e+05	   +2.726422e+02	   +1.244958e+05	   +2.915519e+02	   +2.773960e+00	   -6.597895e+01
   +2.613612e-01	   +1.009378e+02	   +1.001967e+05	   +2.726332e+02	   +1.245051e+05	   +2.915434e+02	   +2.723715e+00	   -6.594538e+01
   +2.625953e-01	   +1.009634e+02	   +1.002016e+05	   +2.726242e+02	   +1.245143e+05	   +2.915350e+02	   +2.673496e+00	   -6.591182e+01
   +2.638294e-01	   +1.009891e+02	   +1.002064e+05	   +2.726153e+02	   +1.245236e+05	   +2.915266e+02	   +2.623302e+00	   -6.587828e+01
   +2.650635e-01	   +1.010148e+02	   +1.002113e+05	   +2.726063e+02	   +1.245328e+05	   +2.915182e+02	   +2.573134e+00	   -6.584475e+01
   +2.662977e-01	   +1.010404e+02	   +1.002162e+05	   +2.725973e+02	   +1.245421e+05	   +2.915098e+02	   +2.522992e+00	   -6.581124e+01
   +2.675318e-01	   +1.010597e+02	   +1.002172e+05	   +2.725879e+02	   +1.245507e+05	   +2.915043e+02	   +2.482300e+00	   -6.576850e+01
   +2.687659e-01	   +1.010175e+02	   +1.001818e+05	   +2.725742e+02	   +1.245539e+05	   +2.915256e+02	   +2.532347e+00	   -6.563674e+01
   +2.700000e-01	   +1.009752e+02	   +1.001464e+05	   +2.725605e+02	   +1.245571e+05	   +2.915470e+02	   +2.582435e+00	   -6.550487e+01
