z	mom_ax	p	T	p_tot	T_tot	dS	alpha
   -5.704013e-02	   +1.013104e+02	   +1.520113e+05	   +3.062912e+02	   +1.549796e+05	   +3.080000e+02	   -1.332207e-04	   -3.165583e-09
   -5.580602e-02	   +1.013103e+02	   +1.520113e+05	   +3.062912e+02	   +1.549796e+05	   +3.080000e+02	   -1.075774e-04	   -2.506363e-09
   -5.457191e-02	   +1.013103e+02	   +1.520113e+05	   +3.062912e+02	   +1.549796e+05	   +3.080000e+02	   -7.394005e-05	   -1.653805e-09
   -5.333779e-02	   +1.013102e+02	   +1.520112e+05	   +3.062912e+02	   +1.549796e+05	   +3.080000e+02	   -4.030267e-05	   -8.012457e-10
   -5.210368e-02	   +1.013101e+02	   +1.520112e+05	   +3.062912e+02	   +1.549796e+05	   +3.080000e+02	   -6.665254e-06	   +5.131440e-11
   -5.086957e-02	   +1.013101e+02	   +1.520112e+05	   +3.062911e+02	   +1.549795e+05	   +3.080000e+02	   +2.697219e-05	   +9.038753e-10
   -4.963545e-02	   +1.013100e+02	   +1.520112e+05	   +3.062911e+02	   +1.549795e+05	   +3.080000e+02	   +6.060968e-05	   +1.756437e-09
   -4.840134e-02	   +1.013100e+02	   +1.520112e+05	   +3.062911e+02	   +1.549795e+05	   +3.080000e+02	   +6.448727e-05	   +3.606956e-09
   -4.716722e-02	   +1.013101e+02	   +1.520112e+05	   +3.062911e+02	   +1.549795e+05	   +3.080000e+02	   +2.330010e-05	   +6.968653e-09
   -4.593311e-02	   +1.013102e+02	   +1.520112e+05	   +3.062911e+02	   +1.549796e+05	   +3.080000e+02	   -1.788701e-05	   +1.033035e-08
   -4.469900e-02	   +1.013103e+02	   +1.520112e+05	   +3.062911e+02	   +1.549796e+05	   +3.080000e+02	   -5.907405e-05	   +1.369203e-08
   -4.346488e-02	   +1.013104e+02	   +1.520112e+05	   +3.062911e+02	   +1.549796e+05	   +3.080000e+02	   -1.002610e-04	   +1.705371e-08
   -4.223077e-02	   +1.013104e+02	   +1.520112e+05	   +3.062911e+02	   +1.549796e+05	   +3.080000e+02	   -1.414479e-04	   +2.041539e-08
   -4.099666e-02	   +1.013104e+02	   +1.520112e+05	   +3.062911e+02	   +1.549796e+05	   +3.080000e+02	   -1.174502e-04	   +1.099405e-08
   -3.976254e-02	   +1.013103e+02	   +1.520111e+05	   +3.062911e+02	   +1.549796e+05	   +3.080000e+02	   -6.142742e-05	   -4.707559e-09
   -3.852843e-02	   +1.013101e+02	   +1.520111e+05	   +3.062911e+02	   +1.549796e+05	   +3.080000e+02	   -5.404506e-06	   -2.040921e-08
   -3.729431e-02	   +1.013100e+02	   +1.520110e+05	   +3.062911e+02	   +1.549795e+05	   +3.080000e+02	   +5.061854e-05	   -3.611090e-08
   -3.606020e-02	   +1.013099e+02	   +1.520110e+05	   +3.062910e+02	   +1.549795e+05	   +3.080000e+02	   +1.066417e-04	   -5.181263e-08
   -3.482609e-02	   +1.013099e+02	   +1.520110e+05	   +3.062910e+02	   +1.549795e+05	   +3.080000e+02	   +6.998343e-05	   -5.844839e-08
   -3.359197e-02	   +1.013101e+02	   +1.520110e+05	   +3.062910e+02	   +1.549796e+05	   +3.080000e+02	   -2.851767e-05	   -5.903475e-08
   -3.235786e-02	   +1.013103e+02	   +1.520110e+05	   +3.062910e+02	   +1.549796e+05	   +3.080000e+02	   -1.270184e-04	   -5.962110e-08
   -3.112375e-02	   +1.013105e+02	   +1.520110e+05	   +3.062910e+02	   +1.549797e+05	   +3.080000e+02	   -2.255188e-04	   -6.020745e-08
   -2.988963e-02	   +1.013106e+02	   +1.520110e+05	   +3.062909e+02	   +1.549797e+05	   +3.080000e+02	   -2.939587e-04	   -4.033733e-08
   -2.865552e-02	   +1.013103e+02	   +1.520109e+05	   +3.062909e+02	   +1.549796e+05	   +3.080000e+02	   -1.366969e-04	   +1.331271e-07
   -2.742140e-02	   +1.013101e+02	   +1.520108e+05	   +3.062909e+02	   +1.549795e+05	   +3.080000e+02	   +2.056570e-05	   +3.065924e-07
   -2.618729e-02	   +1.013098e+02	   +1.520106e+05	   +3.062909e+02	   +1.549795e+05	   +3.080000e+02	   +1.778292e-04	   +4.800587e-07
   -2.495318e-02	   +1.013096e+02	   +1.520105e+05	   +3.062908e+02	   +1.549794e+05	   +3.080000e+02	   +2.704380e-04	   +5.528914e-07
   -2.371906e-02	   +1.013100e+02	   +1.520106e+05	   +3.062908e+02	   +1.549795e+05	   +3.080000e+02	   +2.994077e-05	   +1.072541e-07
   -2.248495e-02	   +1.013104e+02	   +1.520106e+05	   +3.062907e+02	   +1.549796e+05	   +3.080000e+02	   -2.105545e-04	   -3.383796e-07
   -2.125084e-02	   +1.013108e+02	   +1.520106e+05	   +3.062907e+02	   +1.549798e+05	   +3.080000e+02	   -4.510478e-04	   -7.840097e-07
   -2.001672e-02	   +1.013105e+02	   +1.520104e+05	   +3.062906e+02	   +1.549797e+05	   +3.080000e+02	   -2.892993e-04	   -1.456844e-06
   -1.878261e-02	   +1.013099e+02	   +1.520102e+05	   +3.062906e+02	   +1.549795e+05	   +3.080000e+02	   +6.210217e-05	   -2.236811e-06
   -1.754849e-02	   +1.013093e+02	   +1.520099e+05	   +3.062905e+02	   +1.549793e+05	   +3.080000e+02	   +4.135078e-04	   -3.016787e-06
   -1.631438e-02	   +1.013096e+02	   +1.520099e+05	   +3.062904e+02	   +1.549794e+05	   +3.080000e+02	   +2.355196e-04	   +1.423039e-06
   -1.508027e-02	   +1.013105e+02	   +1.520099e+05	   +3.062903e+02	   +1.549797e+05	   +3.080000e+02	   -2.685424e-04	   +9.077888e-06
   -1.384615e-02	   +1.013114e+02	   +1.520100e+05	   +3.062902e+02	   +1.549799e+05	   +3.080000e+02	   -7.725955e-04	   +1.673260e-05
   -1.261204e-02	   +1.013102e+02	   +1.520095e+05	   +3.062901e+02	   +1.549796e+05	   +3.080000e+02	   -9.205472e-05	   +3.743954e-06
   -1.137793e-02	   +1.013089e+02	   +1.520090e+05	   +3.062901e+02	   +1.549792e+05	   +3.080000e+02	   +6.703480e-04	   -1.067129e-05
   -1.014381e-02	   +1.013095e+02	   +1.520089e+05	   +3.062899e+02	   +1.549794e+05	   +3.080000e+02	   +3.048686e-04	   -4.505728e-05
   -8.909699e-03	   +1.013115e+02	   +1.520091e+05	   +3.062897e+02	   +1.549800e+05	   +3.080000e+02	   -8.483656e-04	   -9.339032e-05
   -7.675585e-03	   +1.013108e+02	   +1.520087e+05	   +3.062895e+02	   +1.549797e+05	   +3.080000e+02	   -4.333628e-04	   +7.601767e-05
   -6.441472e-03	   +1.013077e+02	   +1.520076e+05	   +3.062895e+02	   +1.549788e+05	   +3.080000e+02	   +1.303632e-03	   +4.289849e-04
   -5.207358e-03	   +1.013106e+02	   +1.520079e+05	   +3.062892e+02	   +1.549796e+05	   +3.080000e+02	   -2.788528e-04	   -6.078145e-06
   -3.973244e-03	   +1.013130e+02	   +1.520080e+05	   +3.062889e+02	   +1.549802e+05	   +3.080000e+02	   -1.374157e-03	   -9.805155e-04
   -2.739130e-03	   +1.013077e+02	   +1.520056e+05	   +3.062888e+02	   +1.549780e+05	   +3.080000e+02	   +2.772958e-03	   -2.982062e-03
   -1.505017e-03	   +1.013132e+02	   +1.519866e+05	   +3.062879e+02	   +1.549602e+05	   +3.080000e+02	   +3.573556e-02	   +1.250980e-02
   -2.709030e-04	   +1.035969e+02	   +1.518990e+05	   +3.062080e+02	   +1.550102e+05	   +3.080000e+02	   -6.056436e-02	   -2.020420e-02
   +9.632107e-04	   +1.067276e+02	   +1.515946e+05	   +3.060921e+02	   +1.549016e+05	   +3.080000e+02	   +1.348582e-01	   -4.064729e-02
   +2.197324e-03	   +1.139017e+02	   +1.512990e+05	   +3.058173e+02	   +1.550783e+05	   +3.080000e+02	   -2.072538e-01	   -2.782331e-01
   +3.431438e-03	   +1.188894e+02	   +1.507559e+05	   +3.056131e+02	   +1.548766e+05	   +3.080000e+02	   +1.544865e-01	   -5.623374e-01
   +4.665552e-03	   +1.230383e+02	   +1.504871e+05	   +3.054362e+02	   +1.549082e+05	   +3.080000e+02	   +8.439243e-02	   -9.503421e-01
   +5.899666e-03	   +1.275325e+02	   +1.503245e+05	   +3.052421e+02	   +1.550778e+05	   +3.080000e+02	   -2.433795e-01	   -1.466516e+00
   +7.133779e-03	   +1.325083e+02	   +1.496785e+05	   +3.049997e+02	   +1.548313e+05	   +3.080000e+02	   +1.949744e-01	   -2.152181e+00
   +8.367893e-03	   +1.363461e+02	   +1.494024e+05	   +3.048109e+02	   +1.548733e+05	   +3.080000e+02	   +1.019545e-01	   -3.067743e+00
   +9.602007e-03	   +1.397391e+02	   +1.492648e+05	   +3.046457e+02	   +1.550170e+05	   +3.080000e+02	   -1.783658e-01	   -4.043410e+00
   +1.083612e-02	   +1.427397e+02	   +1.488696e+05	   +3.044666e+02	   +1.549156e+05	   +3.080000e+02	   -6.870356e-03	   -5.188860e+00
   +1.207023e-02	   +1.457078e+02	   +1.484692e+05	   +3.042932e+02	   +1.547990e+05	   +3.080000e+02	   +1.931980e-01	   -6.304926e+00
   +1.330435e-02	   +1.482841e+02	   +1.482091e+05	   +3.041207e+02	   +1.548255e+05	   +3.080000e+02	   +1.266801e-01	   -7.733959e+00
   +1.453846e-02	   +1.507155e+02	   +1.480029e+05	   +3.039518e+02	   +1.549016e+05	   +3.080000e+02	   -3.190348e-02	   -9.245853e+00
   +1.577258e-02	   +1.531470e+02	   +1.478033e+05	   +3.037882e+02	   +1.549753e+05	   +3.080000e+02	   -1.854515e-01	   -1.070974e+01
   +1.700669e-02	   +1.548863e+02	   +1.474295e+05	   +3.035617e+02	   +1.549719e+05	   +3.080000e+02	   -2.063204e-01	   -1.317087e+01
   +1.824080e-02	   +1.565838e+02	   +1.470530e+05	   +3.033361e+02	   +1.549642e+05	   +3.080000e+02	   -2.190430e-01	   -1.564068e+01
   +1.947492e-02	   +1.582812e+02	   +1.466846e+05	   +3.031153e+02	   +1.549566e+05	   +3.080000e+02	   -2.314928e-01	   -1.805752e+01
   +2.070903e-02	   +1.591985e+02	   +1.462899e+05	   +3.028743e+02	   +1.549531e+05	   +3.080000e+02	   -2.566008e-01	   -2.064669e+01
   +2.194314e-02	   +1.590687e+02	   +1.458510e+05	   +3.026010e+02	   +1.549548e+05	   +3.080000e+02	   -2.990297e-01	   -2.352492e+01
   +2.317726e-02	   +1.589389e+02	   +1.454114e+05	   +3.023273e+02	   +1.549566e+05	   +3.080000e+02	   -3.415279e-01	   -2.640784e+01
   +2.441137e-02	   +1.588091e+02	   +1.449710e+05	   +3.020531e+02	   +1.549584e+05	   +3.080000e+02	   -3.840956e-01	   -2.929548e+01
   +2.564548e-02	   +1.576246e+02	   +1.443621e+05	   +3.017017e+02	   +1.549041e+05	   +3.080000e+02	   -3.414869e-01	   -3.223000e+01
   +2.687960e-02	   +1.558845e+02	   +1.436516e+05	   +3.013026e+02	   +1.548188e+05	   +3.080000e+02	   -2.523635e-01	   -3.524217e+01
   +2.811371e-02	   +1.541445e+02	   +1.429251e+05	   +3.008944e+02	   +1.547316e+05	   +3.080000e+02	   -1.612280e-01	   -3.832236e+01
   +2.934783e-02	   +1.520878e+02	   +1.421205e+05	   +3.004360e+02	   +1.546364e+05	   +3.080000e+02	   -7.137720e-02	   -4.121344e+01
   +3.058194e-02	   +1.496468e+02	   +1.412155e+05	   +2.999134e+02	   +1.545309e+05	   +3.080000e+02	   +1.701458e-02	   -4.387080e+01
   +3.181605e-02	   +1.472059e+02	   +1.402806e+05	   +2.993734e+02	   +1.544220e+05	   +3.080000e+02	   +1.083377e-01	   -4.661630e+01
   +3.305017e-02	   +1.437857e+02	   +1.393450e+05	   +2.988291e+02	   +1.543008e+05	   +3.080000e+02	   +2.064471e-01	   -4.901869e+01
   +3.428428e-02	   +1.402891e+02	   +1.383659e+05	   +2.982591e+02	   +1.541730e+05	   +3.080000e+02	   +3.096920e-01	   -5.150447e+01
   +3.551839e-02	   +1.364679e+02	   +1.374404e+05	   +2.976982e+02	   +1.540741e+05	   +3.080000e+02	   +3.486661e-01	   -5.365745e+01
   +3.675251e-02	   +1.325719e+02	   +1.364912e+05	   +2.971263e+02	   +1.539625e+05	   +3.080000e+02	   +4.049008e-01	   -5.578743e+01
   +3.798662e-02	   +1.285246e+02	   +1.355587e+05	   +2.965933e+02	   +1.537928e+05	   +3.080000e+02	   +5.709910e-01	   -5.764970e+01
   +3.922074e-02	   +1.254856e+02	   +1.346851e+05	   +2.960410e+02	   +1.537137e+05	   +3.080000e+02	   +5.549129e-01	   -5.917050e+01
   +4.045485e-02	   +1.223875e+02	   +1.338616e+05	   +2.955187e+02	   +1.536344e+05	   +3.080000e+02	   +5.427137e-01	   -6.056982e+01
   +4.168896e-02	   +1.169824e+02	   +1.332532e+05	   +2.951864e+02	   +1.534836e+05	   +3.080000e+02	   +7.201768e-01	   -6.225167e+01
   +4.292308e-02	   +1.073261e+02	   +1.333197e+05	   +2.953174e+02	   +1.533455e+05	   +3.080000e+02	   +1.021228e+00	   -6.460269e+01
   +4.415719e-02	   +1.014115e+02	   +1.337816e+05	   +2.955516e+02	   +1.534907e+05	   +3.080000e+02	   +8.236042e-01	   -6.594459e+01
   +4.539130e-02	   +1.011424e+02	   +1.338205e+05	   +2.955553e+02	   +1.535285e+05	   +3.080000e+02	   +7.537294e-01	   -6.601815e+01
   +4.662542e-02	   +1.014294e+02	   +1.337238e+05	   +2.955362e+02	   +1.534487e+05	   +3.080000e+02	   +8.964059e-01	   -6.595018e+01
   +4.785953e-02	   +1.013042e+02	   +1.337476e+05	   +2.955377e+02	   +1.534732e+05	   +3.080000e+02	   +8.509568e-01	   -6.598517e+01
   +4.909365e-02	   +1.012166e+02	   +1.337684e+05	   +2.955377e+02	   +1.534966e+05	   +3.080001e+02	   +8.069651e-01	   -6.601128e+01
   +5.032776e-02	   +1.014042e+02	   +1.337240e+05	   +2.955248e+02	   +1.534668e+05	   +3.080001e+02	   +8.583232e-01	   -6.596952e+01
   +5.156187e-02	   +1.012816e+02	   +1.337328e+05	   +2.955277e+02	   +1.534709e+05	   +3.079995e+02	   +8.498695e-01	   -6.599813e+01
   +5.279599e-02	   +1.012536e+02	   +1.337375e+05	   +2.955258e+02	   +1.534800e+05	   +3.080001e+02	   +8.337579e-01	   -6.600800e+01
   +5.403010e-02	   +1.014086e+02	   +1.337270e+05	   +2.955147e+02	   +1.534898e+05	   +3.080023e+02	   +8.180515e-01	   -6.598001e+01
   +5.526421e-02	   +1.012598e+02	   +1.337184e+05	   +2.955212e+02	   +1.534655e+05	   +3.080002e+02	   +8.597228e-01	   -6.600719e+01
   +5.649833e-02	   +1.012743e+02	   +1.337219e+05	   +2.955233e+02	   +1.534531e+05	   +3.079920e+02	   +8.592168e-01	   -6.599362e+01
   +5.773244e-02	   +1.014338e+02	   +1.337303e+05	   +2.955189e+02	   +1.534559e+05	   +3.079829e+02	   +8.255397e-01	   -6.594972e+01
   +5.896656e-02	   +1.012317e+02	   +1.336231e+05	   +2.954869e+02	   +1.535033e+05	   +3.080586e+02	   +9.483689e-01	   -6.608555e+01
   +6.020067e-02	   +1.054843e+02	   +1.334026e+05	   +2.953101e+02	   +1.534520e+05	   +3.080018e+02	   +8.216369e-01	   -6.503663e+01
   +6.143478e-02	   +1.127875e+02	   +1.331219e+05	   +2.950580e+02	   +1.533376e+05	   +3.078696e+02	   +5.681759e-01	   -6.335633e+01
   +6.266890e-02	   +1.215422e+02	   +1.323816e+05	   +2.946440e+02	   +1.529409e+05	   +3.077273e+02	   +7.602257e-01	   -6.118379e+01
   +6.390301e-02	   +1.289985e+02	   +1.318150e+05	   +2.943194e+02	   +1.526180e+05	   +3.075982e+02	   +8.824715e-01	   -5.947159e+01
   +6.513712e-02	   +1.337311e+02	   +1.314520e+05	   +2.940934e+02	   +1.523664e+05	   +3.074692e+02	   +9.036487e-01	   -5.825961e+01
   +6.637124e-02	   +1.374709e+02	   +1.311828e+05	   +2.939234e+02	   +1.521465e+05	   +3.073495e+02	   +9.111060e-01	   -5.729127e+01
   +6.760535e-02	   +1.400900e+02	   +1.310028e+05	   +2.938065e+02	   +1.519528e+05	   +3.072357e+02	   +9.045299e-01	   -5.654633e+01
   +6.883946e-02	   +1.424010e+02	   +1.308597e+05	   +2.937124e+02	   +1.517275e+05	   +3.070982e+02	   +8.953912e-01	   -5.582116e+01
   +7.007358e-02	   +1.443270e+02	   +1.307584e+05	   +2.936438e+02	   +1.514612e+05	   +3.069302e+02	   +8.830559e-01	   -5.510793e+01
   +7.130769e-02	   +1.460197e+02	   +1.306747e+05	   +2.935900e+02	   +1.511943e+05	   +3.067640e+02	   +8.822555e-01	   -5.444829e+01
   +7.254181e-02	   +1.468677e+02	   +1.306465e+05	   +2.935838e+02	   +1.509047e+05	   +3.065917e+02	   +9.218987e-01	   -5.392557e+01
   +7.377592e-02	   +1.477158e+02	   +1.306186e+05	   +2.935776e+02	   +1.506184e+05	   +3.064213e+02	   +9.610868e-01	   -5.340884e+01
   +7.501003e-02	   +1.481970e+02	   +1.306571e+05	   +2.936004e+02	   +1.502767e+05	   +3.061967e+02	   +9.537118e-01	   -5.284071e+01
   +7.624415e-02	   +1.485699e+02	   +1.307149e+05	   +2.936317e+02	   +1.499196e+05	   +3.059568e+02	   +9.327625e-01	   -5.225893e+01
   +7.747826e-02	   +1.489367e+02	   +1.307687e+05	   +2.936613e+02	   +1.495602e+05	   +3.057167e+02	   +9.152390e-01	   -5.167377e+01
   +7.871237e-02	   +1.492532e+02	   +1.307913e+05	   +2.936790e+02	   +1.491682e+05	   +3.054668e+02	   +9.254302e-01	   -5.103898e+01
   +7.994649e-02	   +1.495697e+02	   +1.308139e+05	   +2.936967e+02	   +1.487780e+05	   +3.052179e+02	   +9.355782e-01	   -5.040688e+01
   +8.118060e-02	   +1.498813e+02	   +1.308319e+05	   +2.937104e+02	   +1.483651e+05	   +3.049539e+02	   +9.425054e-01	   -4.972628e+01
   +8.241472e-02	   +1.501764e+02	   +1.308347e+05	   +2.937113e+02	   +1.478731e+05	   +3.046369e+02	   +9.388069e-01	   -4.887780e+01
   +8.364883e-02	   +1.504714e+02	   +1.308374e+05	   +2.937122e+02	   +1.473830e+05	   +3.043212e+02	   +9.351229e-01	   -4.803265e+01
   +8.488294e-02	   +1.508374e+02	   +1.308266e+05	   +2.937007e+02	   +1.468780e+05	   +3.039930e+02	   +9.193389e-01	   -4.712031e+01
   +8.611706e-02	   +1.514887e+02	   +1.307613e+05	   +2.936402e+02	   +1.463091e+05	   +3.036121e+02	   +8.551913e-01	   -4.593206e+01
   +8.735117e-02	   +1.521400e+02	   +1.306965e+05	   +2.935801e+02	   +1.457450e+05	   +3.032344e+02	   +7.915928e-01	   -4.475398e+01
   +8.858528e-02	   +1.526300e+02	   +1.306282e+05	   +2.935220e+02	   +1.451530e+05	   +3.028432e+02	   +7.423781e-01	   -4.354515e+01
   +8.981940e-02	   +1.518242e+02	   +1.305263e+05	   +2.934748e+02	   +1.442957e+05	   +3.023159e+02	   +8.049840e-01	   -4.200397e+01
   +9.105351e-02	   +1.510184e+02	   +1.304232e+05	   +2.934272e+02	   +1.434292e+05	   +3.017830e+02	   +8.682580e-01	   -4.044635e+01
   +9.228763e-02	   +1.501443e+02	   +1.303197e+05	   +2.933773e+02	   +1.425558e+05	   +3.012437e+02	   +9.250873e-01	   -3.886167e+01
   +9.352174e-02	   +1.483088e+02	   +1.302230e+05	   +2.933024e+02	   +1.417020e+05	   +3.006851e+02	   +8.813244e-01	   -3.710042e+01
   +9.475585e-02	   +1.464732e+02	   +1.301239e+05	   +2.932256e+02	   +1.408268e+05	   +3.001124e+02	   +8.364647e-01	   -3.529502e+01
   +9.598997e-02	   +1.445739e+02	   +1.300039e+05	   +2.931417e+02	   +1.399413e+05	   +2.995401e+02	   +8.137503e-01	   -3.345437e+01
   +9.722408e-02	   +1.423250e+02	   +1.297777e+05	   +2.930269e+02	   +1.390963e+05	   +2.990341e+02	   +9.201022e-01	   -3.161897e+01
   +9.845819e-02	   +1.400762e+02	   +1.295442e+05	   +2.929083e+02	   +1.382242e+05	   +2.985118e+02	   +1.029869e+00	   -2.972463e+01
   +9.969231e-02	   +1.373917e+02	   +1.293371e+05	   +2.927871e+02	   +1.373948e+05	   +2.979953e+02	   +1.072651e+00	   -2.777144e+01
   +1.009264e-01	   +1.341738e+02	   +1.291638e+05	   +2.926622e+02	   +1.366184e+05	   +2.974848e+02	   +1.028576e+00	   -2.573605e+01
   +1.021605e-01	   +1.309560e+02	   +1.289819e+05	   +2.925311e+02	   +1.358038e+05	   +2.969491e+02	   +9.823351e-01	   -2.360064e+01
   +1.033946e-01	   +1.277969e+02	   +1.286453e+05	   +2.923356e+02	   +1.349784e+05	   +2.964443e+02	   +1.060998e+00	   -2.117075e+01
   +1.046288e-01	   +1.246398e+02	   +1.282864e+05	   +2.921280e+02	   +1.341122e+05	   +2.959160e+02	   +1.148295e+00	   -1.861089e+01
   +1.058629e-01	   +1.217477e+02	   +1.278665e+05	   +2.918475e+02	   +1.332741e+05	   +2.953716e+02	   +1.124524e+00	   -1.560479e+01
   +1.070970e-01	   +1.189679e+02	   +1.274081e+05	   +2.915266e+02	   +1.324276e+05	   +2.948062e+02	   +1.049533e+00	   -1.231969e+01
   +1.083311e-01	   +1.166903e+02	   +1.267994e+05	   +2.911510e+02	   +1.315329e+05	   +2.942548e+02	   +1.130201e+00	   -8.838418e+00
   +1.095652e-01	   +1.146931e+02	   +1.260955e+05	   +2.907392e+02	   +1.306006e+05	   +2.937059e+02	   +1.303991e+00	   -5.205336e+00
   +1.107993e-01	   +1.126504e+02	   +1.254534e+05	   +2.902981e+02	   +1.297858e+05	   +2.931615e+02	   +1.244286e+00	   -1.418351e+00
   +1.120334e-01	   +1.104481e+02	   +1.248145e+05	   +2.898393e+02	   +1.289824e+05	   +2.926040e+02	   +1.119188e+00	   +2.537584e+00
   +1.132676e-01	   +1.054845e+02	   +1.241345e+05	   +2.894128e+02	   +1.280210e+05	   +2.920009e+02	   +1.208578e+00	   +7.175227e+00
   +1.145017e-01	   +1.025676e+02	   +1.236248e+05	   +2.891516e+02	   +1.273400e+05	   +2.916342e+02	   +1.480634e+00	   +1.001219e+01
