z	mom_ax	p	T	p_tot	T_tot	dS	alpha
   -7.925418e-02	   +1.013151e+02	   +1.520109e+05	   +3.062910e+02	   +1.549795e+05	   +3.080000e+02	   -3.589141e-05	   -9.840541e-11
   -7.802007e-02	   +1.013150e+02	   +1.520109e+05	   +3.062910e+02	   +1.549794e+05	   +3.080000e+02	   +2.176853e-05	   -1.026851e-10
   -7.678595e-02	   +1.013149e+02	   +1.520108e+05	   +3.062910e+02	   +1.549794e+05	   +3.080000e+02	   +7.942856e-05	   -1.069649e-10
   -7.555184e-02	   +1.013149e+02	   +1.520108e+05	   +3.062910e+02	   +1.549794e+05	   +3.080000e+02	   +9.422658e-05	   -7.615916e-11
   -7.431773e-02	   +1.013150e+02	   +1.520109e+05	   +3.062910e+02	   +1.549794e+05	   +3.080000e+02	   +1.379000e-05	   +3.260241e-11
   -7.308361e-02	   +1.013152e+02	   +1.520109e+05	   +3.062910e+02	   +1.549795e+05	   +3.080000e+02	   -6.664636e-05	   +1.413637e-10
   -7.184950e-02	   +1.013153e+02	   +1.520109e+05	   +3.062910e+02	   +1.549795e+05	   +3.080000e+02	   -1.470825e-04	   +2.501247e-10
   -7.061538e-02	   +1.013154e+02	   +1.520110e+05	   +3.062910e+02	   +1.549796e+05	   +3.080000e+02	   -2.275185e-04	   +3.588854e-10
   -6.938127e-02	   +1.013156e+02	   +1.520110e+05	   +3.062910e+02	   +1.549796e+05	   +3.080000e+02	   -3.079542e-04	   +4.676458e-10
   -6.814716e-02	   +1.013157e+02	   +1.520110e+05	   +3.062910e+02	   +1.549796e+05	   +3.080000e+02	   -3.883896e-04	   +5.764059e-10
   -6.691304e-02	   +1.013158e+02	   +1.520111e+05	   +3.062910e+02	   +1.549797e+05	   +3.080000e+02	   -4.688249e-04	   +6.851657e-10
   -6.567893e-02	   +1.013159e+02	   +1.520111e+05	   +3.062910e+02	   +1.549797e+05	   +3.080000e+02	   -5.244947e-04	   +7.553784e-10
   -6.444482e-02	   +1.013157e+02	   +1.520110e+05	   +3.062910e+02	   +1.549797e+05	   +3.080000e+02	   -4.143745e-04	   +5.675406e-10
   -6.321070e-02	   +1.013155e+02	   +1.520110e+05	   +3.062910e+02	   +1.549796e+05	   +3.080000e+02	   -3.042538e-04	   +3.797020e-10
   -6.197659e-02	   +1.013153e+02	   +1.520109e+05	   +3.062910e+02	   +1.549795e+05	   +3.080000e+02	   -1.941325e-04	   +1.918627e-10
   -6.074247e-02	   +1.013151e+02	   +1.520109e+05	   +3.062910e+02	   +1.549795e+05	   +3.080000e+02	   -8.401093e-05	   +4.022588e-12
   -5.950836e-02	   +1.013149e+02	   +1.520108e+05	   +3.062910e+02	   +1.549794e+05	   +3.080000e+02	   +2.611119e-05	   -1.838184e-10
   -5.827425e-02	   +1.013147e+02	   +1.520108e+05	   +3.062910e+02	   +1.549793e+05	   +3.080000e+02	   +1.362337e-04	   -3.716600e-10
   -5.704013e-02	   +1.013144e+02	   +1.520107e+05	   +3.062910e+02	   +1.549793e+05	   +3.080000e+02	   +2.463568e-04	   -5.595025e-10
   -5.580602e-02	   +1.013147e+02	   +1.520108e+05	   +3.062910e+02	   +1.549794e+05	   +3.080000e+02	   +1.109119e-04	   -1.204144e-09
   -5.457191e-02	   +1.013150e+02	   +1.520108e+05	   +3.062910e+02	   +1.549794e+05	   +3.080000e+02	   -6.569084e-05	   -1.925344e-09
   -5.333779e-02	   +1.013153e+02	   +1.520109e+05	   +3.062909e+02	   +1.549795e+05	   +3.080000e+02	   -2.422925e-04	   -2.646539e-09
   -5.210368e-02	   +1.013156e+02	   +1.520110e+05	   +3.062909e+02	   +1.549796e+05	   +3.080000e+02	   -4.188931e-04	   -3.367730e-09
   -5.086957e-02	   +1.013159e+02	   +1.520110e+05	   +3.062909e+02	   +1.549797e+05	   +3.080000e+02	   -5.954925e-04	   -4.088916e-09
   -4.963545e-02	   +1.013163e+02	   +1.520111e+05	   +3.062909e+02	   +1.549798e+05	   +3.080000e+02	   -7.720909e-04	   -4.810098e-09
   -4.840134e-02	   +1.013163e+02	   +1.520111e+05	   +3.062909e+02	   +1.549798e+05	   +3.080000e+02	   -7.756041e-04	   -3.738333e-09
   -4.716722e-02	   +1.013158e+02	   +1.520110e+05	   +3.062909e+02	   +1.549797e+05	   +3.080000e+02	   -5.170180e-04	   +4.847269e-11
   -4.593311e-02	   +1.013153e+02	   +1.520109e+05	   +3.062909e+02	   +1.549795e+05	   +3.080000e+02	   -2.584294e-04	   +3.835314e-09
   -4.469900e-02	   +1.013149e+02	   +1.520107e+05	   +3.062909e+02	   +1.549794e+05	   +3.080000e+02	   +1.615632e-07	   +7.622190e-09
   -4.346488e-02	   +1.013144e+02	   +1.520106e+05	   +3.062909e+02	   +1.549793e+05	   +3.080000e+02	   +2.587549e-04	   +1.140910e-08
   -4.223077e-02	   +1.013139e+02	   +1.520105e+05	   +3.062909e+02	   +1.549791e+05	   +3.080000e+02	   +5.173506e-04	   +1.519605e-08
   -4.099666e-02	   +1.013142e+02	   +1.520105e+05	   +3.062909e+02	   +1.549792e+05	   +3.080000e+02	   +3.548584e-04	   +1.503905e-08
   -3.976254e-02	   +1.013149e+02	   +1.520107e+05	   +3.062909e+02	   +1.549794e+05	   +3.080000e+02	   -1.450916e-05	   +1.294443e-08
   -3.852843e-02	   +1.013156e+02	   +1.520108e+05	   +3.062909e+02	   +1.549796e+05	   +3.080000e+02	   -3.838717e-04	   +1.084983e-08
   -3.729431e-02	   +1.013163e+02	   +1.520110e+05	   +3.062908e+02	   +1.549798e+05	   +3.080000e+02	   -7.532292e-04	   +8.755266e-09
   -3.606020e-02	   +1.013170e+02	   +1.520111e+05	   +3.062908e+02	   +1.549800e+05	   +3.080000e+02	   -1.122582e-03	   +6.660728e-09
   -3.482609e-02	   +1.013167e+02	   +1.520110e+05	   +3.062908e+02	   +1.549799e+05	   +3.080000e+02	   -9.406681e-04	   -1.624732e-08
   -3.359197e-02	   +1.013156e+02	   +1.520107e+05	   +3.062908e+02	   +1.549796e+05	   +3.080000e+02	   -3.909082e-04	   -5.304406e-08
   -3.235786e-02	   +1.013146e+02	   +1.520105e+05	   +3.062908e+02	   +1.549793e+05	   +3.080000e+02	   +1.588627e-04	   -8.984154e-08
   -3.112375e-02	   +1.013136e+02	   +1.520102e+05	   +3.062908e+02	   +1.549790e+05	   +3.080000e+02	   +7.086447e-04	   -1.266398e-07
   -2.988963e-02	   +1.013129e+02	   +1.520100e+05	   +3.062908e+02	   +1.549788e+05	   +3.080000e+02	   +1.100763e-03	   -1.430624e-07
   -2.865552e-02	   +1.013143e+02	   +1.520103e+05	   +3.062907e+02	   +1.549793e+05	   +3.080000e+02	   +3.090273e-04	   -6.495516e-09
   -2.742140e-02	   +1.013158e+02	   +1.520106e+05	   +3.062907e+02	   +1.549797e+05	   +3.080000e+02	   -4.826855e-04	   +1.300674e-07
   -2.618729e-02	   +1.013173e+02	   +1.520109e+05	   +3.062906e+02	   +1.549801e+05	   +3.080000e+02	   -1.274375e-03	   +2.666263e-07
   -2.495318e-02	   +1.013182e+02	   +1.520110e+05	   +3.062905e+02	   +1.549804e+05	   +3.080000e+02	   -1.751540e-03	   +3.807703e-07
   -2.371906e-02	   +1.013160e+02	   +1.520104e+05	   +3.062906e+02	   +1.549798e+05	   +3.080000e+02	   -6.083405e-04	   +3.794501e-07
   -2.248495e-02	   +1.013139e+02	   +1.520098e+05	   +3.062906e+02	   +1.549791e+05	   +3.080000e+02	   +5.349069e-04	   +3.781298e-07
   -2.125084e-02	   +1.013118e+02	   +1.520093e+05	   +3.062906e+02	   +1.549785e+05	   +3.080000e+02	   +1.678202e-03	   +3.768095e-07
   -2.001672e-02	   +1.013132e+02	   +1.520095e+05	   +3.062905e+02	   +1.549789e+05	   +3.080000e+02	   +9.151752e-04	   -7.736428e-07
   -1.878261e-02	   +1.013162e+02	   +1.520101e+05	   +3.062903e+02	   +1.549798e+05	   +3.080000e+02	   -7.465797e-04	   -2.465805e-06
   -1.754849e-02	   +1.013193e+02	   +1.520107e+05	   +3.062902e+02	   +1.549807e+05	   +3.080000e+02	   -2.408234e-03	   -4.157864e-06
   -1.631438e-02	   +1.013177e+02	   +1.520102e+05	   +3.062901e+02	   +1.549802e+05	   +3.080000e+02	   -1.569788e-03	   -9.906204e-07
   -1.508027e-02	   +1.013134e+02	   +1.520090e+05	   +3.062902e+02	   +1.549790e+05	   +3.080000e+02	   +8.087141e-04	   +5.170090e-06
   -1.384615e-02	   +1.013090e+02	   +1.520078e+05	   +3.062902e+02	   +1.549777e+05	   +3.080000e+02	   +3.187422e-03	   +1.133133e-05
   -1.261204e-02	   +1.013145e+02	   +1.520089e+05	   +3.062899e+02	   +1.549793e+05	   +3.080000e+02	   +1.927474e-04	   +1.061223e-05
   -1.137793e-02	   +1.013207e+02	   +1.520102e+05	   +3.062897e+02	   +1.549811e+05	   +3.080000e+02	   -3.172778e-03	   +9.417884e-06
   -1.014381e-02	   +1.013181e+02	   +1.520094e+05	   +3.062896e+02	   +1.549803e+05	   +3.080000e+02	   -1.768614e-03	   -3.690816e-05
   -8.909699e-03	   +1.013093e+02	   +1.520070e+05	   +3.062897e+02	   +1.549778e+05	   +3.080000e+02	   +2.967438e-03	   -1.147677e-04
   -7.675585e-03	   +1.013120e+02	   +1.520074e+05	   +3.062895e+02	   +1.549785e+05	   +3.080000e+02	   +1.554486e-03	   +3.304668e-05
   -6.441472e-03	   +1.013243e+02	   +1.520100e+05	   +3.062889e+02	   +1.549821e+05	   +3.080000e+02	   -5.041013e-03	   +3.710370e-04
   -5.207358e-03	   +1.013141e+02	   +1.520072e+05	   +3.062890e+02	   +1.549791e+05	   +3.080000e+02	   +4.586486e-04	   +1.567958e-04
   -3.973244e-03	   +1.013065e+02	   +1.520049e+05	   +3.062890e+02	   +1.549768e+05	   +3.080000e+02	   +4.781915e-03	   -8.115930e-04
   -2.739130e-03	   +1.013319e+02	   +1.520099e+05	   +3.062880e+02	   +1.549836e+05	   +3.080000e+02	   -7.924851e-03	   -3.802768e-03
   -1.505017e-03	   +1.013023e+02	   +1.519836e+05	   +3.062881e+02	   +1.549566e+05	   +3.080000e+02	   +4.217872e-02	   +1.351355e-02
   -2.709030e-04	   +1.036181e+02	   +1.519013e+05	   +3.062073e+02	   +1.550137e+05	   +3.080000e+02	   -6.744149e-02	   -2.195644e-02
   +9.632107e-04	   +1.067158e+02	   +1.515923e+05	   +3.060925e+02	   +1.548986e+05	   +3.080000e+02	   +1.403767e-01	   -3.946655e-02
   +2.197324e-03	   +1.139187e+02	   +1.512978e+05	   +3.058166e+02	   +1.550784e+05	   +3.080000e+02	   -2.077349e-01	   -2.785714e-01
   +3.431438e-03	   +1.188946e+02	   +1.507558e+05	   +3.056129e+02	   +1.548768e+05	   +3.080000e+02	   +1.538370e-01	   -5.629846e-01
   +4.665552e-03	   +1.230372e+02	   +1.504878e+05	   +3.054363e+02	   +1.549089e+05	   +3.080000e+02	   +8.295227e-02	   -9.514467e-01
   +5.899666e-03	   +1.275427e+02	   +1.503247e+05	   +3.052416e+02	   +1.550788e+05	   +3.080000e+02	   -2.454295e-01	   -1.468035e+00
   +7.133779e-03	   +1.325199e+02	   +1.496730e+05	   +3.049990e+02	   +1.548270e+05	   +3.080000e+02	   +2.028031e-01	   -2.152331e+00
   +8.367893e-03	   +1.363517e+02	   +1.494014e+05	   +3.048106e+02	   +1.548727e+05	   +3.080000e+02	   +1.027036e-01	   -3.066341e+00
   +9.602007e-03	   +1.397359e+02	   +1.492719e+05	   +3.046461e+02	   +1.550236e+05	   +3.080000e+02	   -1.906069e-01	   -4.040539e+00
   +1.083612e-02	   +1.427458e+02	   +1.488701e+05	   +3.044661e+02	   +1.549170e+05	   +3.080000e+02	   -9.707349e-03	   -5.198773e+00
   +1.207023e-02	   +1.457247e+02	   +1.484623e+05	   +3.042916e+02	   +1.547945e+05	   +3.080000e+02	   +2.011191e-01	   -6.328084e+00
   +1.330435e-02	   +1.482965e+02	   +1.482041e+05	   +3.041197e+02	   +1.548221e+05	   +3.080000e+02	   +1.326762e-01	   -7.750274e+00
   +1.453846e-02	   +1.507178e+02	   +1.480030e+05	   +3.039518e+02	   +1.549016e+05	   +3.080000e+02	   -3.224859e-02	   -9.248638e+00
   +1.577258e-02	   +1.531391e+02	   +1.478082e+05	   +3.037892e+02	   +1.549787e+05	   +3.080000e+02	   -1.919581e-01	   -1.069962e+01
   +1.700669e-02	   +1.548852e+02	   +1.474298e+05	   +3.035622e+02	   +1.549714e+05	   +3.080000e+02	   -2.055382e-01	   -1.315838e+01
   +1.824080e-02	   +1.565904e+02	   +1.470484e+05	   +3.033360e+02	   +1.549594e+05	   +3.080000e+02	   -2.103337e-01	   -1.562624e+01
   +1.947492e-02	   +1.582956e+02	   +1.466751e+05	   +3.031146e+02	   +1.549476e+05	   +3.080000e+02	   -2.150259e-01	   -1.804093e+01
   +2.070903e-02	   +1.592155e+02	   +1.462801e+05	   +3.028737e+02	   +1.549438e+05	   +3.080000e+02	   -2.396641e-01	   -2.062981e+01
   +2.194314e-02	   +1.590810e+02	   +1.458470e+05	   +3.026011e+02	   +1.549505e+05	   +3.080000e+02	   -2.912442e-01	   -2.351056e+01
   +2.317726e-02	   +1.589466e+02	   +1.454131e+05	   +3.023280e+02	   +1.549573e+05	   +3.080000e+02	   -3.429115e-01	   -2.639618e+01
   +2.441137e-02	   +1.588122e+02	   +1.449785e+05	   +3.020544e+02	   +1.549640e+05	   +3.080000e+02	   -3.946662e-01	   -2.928668e+01
   +2.564548e-02	   +1.576287e+02	   +1.443684e+05	   +3.017024e+02	   +1.549098e+05	   +3.080000e+02	   -3.521728e-01	   -3.222489e+01
   +2.687960e-02	   +1.558924e+02	   +1.436533e+05	   +3.013018e+02	   +1.548218e+05	   +3.080000e+02	   -2.582966e-01	   -3.524110e+01
   +2.811371e-02	   +1.541561e+02	   +1.429221e+05	   +3.008922e+02	   +1.547319e+05	   +3.080000e+02	   -1.623056e-01	   -3.832525e+01
   +2.934783e-02	   +1.521002e+02	   +1.421159e+05	   +3.004331e+02	   +1.546363e+05	   +3.080000e+02	   -7.187422e-02	   -4.121869e+01
   +3.058194e-02	   +1.496565e+02	   +1.412134e+05	   +2.999106e+02	   +1.545334e+05	   +3.080000e+02	   +1.170263e-02	   -4.387659e+01
   +3.181605e-02	   +1.472128e+02	   +1.402810e+05	   +2.993707e+02	   +1.544270e+05	   +3.080000e+02	   +9.805414e-02	   -4.662273e+01
   +3.305017e-02	   +1.437921e+02	   +1.393450e+05	   +2.988265e+02	   +1.543050e+05	   +3.080000e+02	   +1.977323e-01	   -4.902391e+01
   +3.428428e-02	   +1.402951e+02	   +1.383650e+05	   +2.982567e+02	   +1.541760e+05	   +3.080000e+02	   +3.031633e-01	   -5.150827e+01
   +3.551839e-02	   +1.364736e+02	   +1.374396e+05	   +2.976959e+02	   +1.540771e+05	   +3.080000e+02	   +3.422470e-01	   -5.366046e+01
   +3.675251e-02	   +1.325779e+02	   +1.364908e+05	   +2.971240e+02	   +1.539659e+05	   +3.080000e+02	   +3.977177e-01	   -5.578989e+01
   +3.798662e-02	   +1.285329e+02	   +1.355589e+05	   +2.965903e+02	   +1.537979e+05	   +3.080000e+02	   +5.603015e-01	   -5.765232e+01
   +3.922074e-02	   +1.254892e+02	   +1.346828e+05	   +2.960393e+02	   +1.537138e+05	   +3.080000e+02	   +5.539197e-01	   -5.917160e+01
   +4.045485e-02	   +1.223935e+02	   +1.338580e+05	   +2.955176e+02	   +1.536322e+05	   +3.080000e+02	   +5.462143e-01	   -6.056900e+01
   +4.168896e-02	   +1.169939e+02	   +1.332533e+05	   +2.951840e+02	   +1.534875e+05	   +3.080000e+02	   +7.117393e-01	   -6.225128e+01
   +4.292308e-02	   +1.073221e+02	   +1.333238e+05	   +2.953147e+02	   +1.533547e+05	   +3.080000e+02	   +1.003051e+00	   -6.460771e+01
   +4.415719e-02	   +1.014193e+02	   +1.337795e+05	   +2.955496e+02	   +1.534917e+05	   +3.080000e+02	   +8.209578e-01	   -6.594445e+01
   +4.539130e-02	   +1.011458e+02	   +1.338176e+05	   +2.955538e+02	   +1.535276e+05	   +3.080000e+02	   +7.546940e-01	   -6.601839e+01
   +4.662542e-02	   +1.014424e+02	   +1.337250e+05	   +2.955344e+02	   +1.534531e+05	   +3.080000e+02	   +8.873660e-01	   -6.594913e+01
   +4.785953e-02	   +1.013055e+02	   +1.337477e+05	   +2.955363e+02	   +1.534754e+05	   +3.080000e+02	   +8.461003e-01	   -6.598625e+01
   +4.909365e-02	   +1.012145e+02	   +1.337674e+05	   +2.955365e+02	   +1.534974e+05	   +3.080000e+02	   +8.048182e-01	   -6.601290e+01
   +5.032776e-02	   +1.014251e+02	   +1.337246e+05	   +2.955226e+02	   +1.534714e+05	   +3.080002e+02	   +8.490753e-01	   -6.596691e+01
   +5.156187e-02	   +1.012813e+02	   +1.337322e+05	   +2.955263e+02	   +1.534724e+05	   +3.079996e+02	   +8.465556e-01	   -6.599955e+01
   +5.279599e-02	   +1.012506e+02	   +1.337368e+05	   +2.955247e+02	   +1.534806e+05	   +3.079998e+02	   +8.314043e-01	   -6.600951e+01
   +5.403010e-02	   +1.014353e+02	   +1.337286e+05	   +2.955127e+02	   +1.534935e+05	   +3.080014e+02	   +8.076391e-01	   -6.597482e+01
   +5.526421e-02	   +1.012566e+02	   +1.337171e+05	   +2.955191e+02	   +1.534702e+05	   +3.080020e+02	   +8.551352e-01	   -6.601167e+01
   +5.649833e-02	   +1.012720e+02	   +1.337212e+05	   +2.955219e+02	   +1.534550e+05	   +3.079923e+02	   +8.558839e-01	   -6.599576e+01
   +5.773244e-02	   +1.014602e+02	   +1.337336e+05	   +2.955190e+02	   +1.534521e+05	   +3.079781e+02	   +8.184432e-01	   -6.593908e+01
   +5.896656e-02	   +1.012283e+02	   +1.336278e+05	   +2.954857e+02	   +1.535114e+05	   +3.080589e+02	   +9.337651e-01	   -6.608887e+01
   +6.020067e-02	   +1.054796e+02	   +1.334011e+05	   +2.953079e+02	   +1.534563e+05	   +3.080034e+02	   +8.174357e-01	   -6.504084e+01
   +6.143478e-02	   +1.128001e+02	   +1.331107e+05	   +2.950554e+02	   +1.533294e+05	   +3.078699e+02	   +5.833837e-01	   -6.335398e+01
   +6.266890e-02	   +1.215556e+02	   +1.323763e+05	   +2.946416e+02	   +1.529395e+05	   +3.077277e+02	   +7.631619e-01	   -6.118274e+01
   +6.390301e-02	   +1.290098e+02	   +1.318143e+05	   +2.943174e+02	   +1.526207e+05	   +3.075984e+02	   +8.769936e-01	   -5.947136e+01
   +6.513712e-02	   +1.337340e+02	   +1.314542e+05	   +2.940924e+02	   +1.523691e+05	   +3.074682e+02	   +8.950386e-01	   -5.825943e+01
   +6.637124e-02	   +1.374727e+02	   +1.311855e+05	   +2.939225e+02	   +1.521496e+05	   +3.073484e+02	   +9.016858e-01	   -5.729136e+01
   +6.760535e-02	   +1.400988e+02	   +1.310034e+05	   +2.938047e+02	   +1.519567e+05	   +3.072359e+02	   +8.966873e-01	   -5.654709e+01
   +6.883946e-02	   +1.424114e+02	   +1.308591e+05	   +2.937104e+02	   +1.517304e+05	   +3.070984e+02	   +8.897712e-01	   -5.582156e+01
   +7.007358e-02	   +1.443323e+02	   +1.307573e+05	   +2.936424e+02	   +1.514607e+05	   +3.069291e+02	   +8.804609e-01	   -5.510663e+01
   +7.130769e-02	   +1.460224e+02	   +1.306735e+05	   +2.935889e+02	   +1.511921e+05	   +3.067623e+02	   +8.808283e-01	   -5.444599e+01
   +7.254181e-02	   +1.468766e+02	   +1.306469e+05	   +2.935822e+02	   +1.509069e+05	   +3.065911e+02	   +9.152084e-01	   -5.392491e+01
   +7.377592e-02	   +1.477308e+02	   +1.306207e+05	   +2.935755e+02	   +1.506250e+05	   +3.064218e+02	   +9.491909e-01	   -5.340986e+01
   +7.501003e-02	   +1.482067e+02	   +1.306586e+05	   +2.935987e+02	   +1.502813e+05	   +3.061967e+02	   +9.443332e-01	   -5.284151e+01
   +7.624415e-02	   +1.485710e+02	   +1.307151e+05	   +2.936305e+02	   +1.499202e+05	   +3.059558e+02	   +9.281483e-01	   -5.225889e+01
   +7.747826e-02	   +1.489313e+02	   +1.307680e+05	   +2.936607e+02	   +1.495576e+05	   +3.057150e+02	   +9.144147e-01	   -5.167289e+01
   +7.871237e-02	   +1.492584e+02	   +1.307915e+05	   +2.936777e+02	   +1.491687e+05	   +3.054656e+02	   +9.204825e-01	   -5.103774e+01
   +7.994649e-02	   +1.495855e+02	   +1.308149e+05	   +2.936947e+02	   +1.487814e+05	   +3.052174e+02	   +9.265237e-01	   -5.040538e+01
   +8.118060e-02	   +1.499025e+02	   +1.308333e+05	   +2.937081e+02	   +1.483702e+05	   +3.049537e+02	   +9.312830e-01	   -4.972461e+01
   +8.241472e-02	   +1.501861e+02	   +1.308352e+05	   +2.937097e+02	   +1.478747e+05	   +3.046359e+02	   +9.318357e-01	   -4.887595e+01
   +8.364883e-02	   +1.504696e+02	   +1.308371e+05	   +2.937112e+02	   +1.473812e+05	   +3.043193e+02	   +9.323864e-01	   -4.803049e+01
   +8.488294e-02	   +1.508287e+02	   +1.308253e+05	   +2.937002e+02	   +1.468737e+05	   +3.039906e+02	   +9.200200e-01	   -4.711796e+01
   +8.611706e-02	   +1.514915e+02	   +1.307588e+05	   +2.936389e+02	   +1.463063e+05	   +3.036108e+02	   +8.560703e-01	   -4.593057e+01
   +8.735117e-02	   +1.521543e+02	   +1.306928e+05	   +2.935781e+02	   +1.457439e+05	   +3.032343e+02	   +7.926777e-01	   -4.475353e+01
   +8.858528e-02	   +1.526534e+02	   +1.306237e+05	   +2.935194e+02	   +1.451537e+05	   +3.028442e+02	   +7.432594e-01	   -4.354610e+01
   +8.981940e-02	   +1.518382e+02	   +1.305248e+05	   +2.934732e+02	   +1.442985e+05	   +3.023170e+02	   +8.022972e-01	   -4.200781e+01
   +9.105351e-02	   +1.510229e+02	   +1.304248e+05	   +2.934264e+02	   +1.434339e+05	   +3.017842e+02	   +8.619724e-01	   -4.045292e+01
   +9.228763e-02	   +1.501404e+02	   +1.303240e+05	   +2.933773e+02	   +1.425622e+05	   +3.012448e+02	   +9.153840e-01	   -3.887022e+01
   +9.352174e-02	   +1.483110e+02	   +1.302262e+05	   +2.933015e+02	   +1.417064e+05	   +3.006848e+02	   +8.711747e-01	   -3.710276e+01
   +9.475585e-02	   +1.464817e+02	   +1.301260e+05	   +2.932239e+02	   +1.408293e+05	   +3.001108e+02	   +8.258611e-01	   -3.529115e+01
   +9.598997e-02	   +1.445871e+02	   +1.300047e+05	   +2.931393e+02	   +1.399419e+05	   +2.995374e+02	   +8.033790e-01	   -3.344552e+01
   +9.722408e-02	   +1.423349e+02	   +1.297770e+05	   +2.930247e+02	   +1.390956e+05	   +2.990318e+02	   +9.138398e-01	   -3.161185e+01
   +9.845819e-02	   +1.400826e+02	   +1.295420e+05	   +2.929063e+02	   +1.382220e+05	   +2.985099e+02	   +1.027853e+00	   -2.971921e+01
   +9.969231e-02	   +1.373968e+02	   +1.293358e+05	   +2.927853e+02	   +1.373935e+05	   +2.979935e+02	   +1.069137e+00	   -2.776654e+01
   +1.009264e-01	   +1.341804e+02	   +1.291664e+05	   +2.926603e+02	   +1.366209e+05	   +2.974827e+02	   +1.016096e+00	   -2.573026e+01
   +1.021605e-01	   +1.309641e+02	   +1.289887e+05	   +2.925292e+02	   +1.358105e+05	   +2.969468e+02	   +9.604497e-01	   -2.359396e+01
   +1.033946e-01	   +1.278025e+02	   +1.286473e+05	   +2.923341e+02	   +1.349805e+05	   +2.964427e+02	   +1.051196e+00	   -2.116760e+01
   +1.046288e-01	   +1.246429e+02	   +1.282829e+05	   +2.921269e+02	   +1.341092e+05	   +2.959152e+02	   +1.151993e+00	   -1.861152e+01
   +1.058629e-01	   +1.217536e+02	   +1.278650e+05	   +2.918462e+02	   +1.332732e+05	   +2.953707e+02	   +1.123035e+00	   -1.560454e+01
   +1.070970e-01	   +1.189789e+02	   +1.274122e+05	   +2.915249e+02	   +1.324324e+05	   +2.948049e+02	   +1.034214e+00	   -1.231668e+01
   +1.083311e-01	   +1.166982e+02	   +1.268009e+05	   +2.911484e+02	   +1.315348e+05	   +2.942523e+02	   +1.117609e+00	   -8.828197e+00
   +1.095652e-01	   +1.146935e+02	   +1.260893e+05	   +2.907351e+02	   +1.305943e+05	   +2.937019e+02	   +1.303988e+00	   -5.184680e+00
   +1.107993e-01	   +1.126559e+02	   +1.254513e+05	   +2.902977e+02	   +1.297840e+05	   +2.931612e+02	   +1.247259e+00	   -1.424385e+00
   +1.120334e-01	   +1.104617e+02	   +1.248199e+05	   +2.898436e+02	   +1.289887e+05	   +2.926088e+02	   +1.121327e+00	   +2.496144e+00
   +1.132676e-01	   +1.054891e+02	   +1.241364e+05	   +2.894098e+02	   +1.280238e+05	   +2.919985e+02	   +1.193716e+00	   +7.186708e+00
   +1.145017e-01	   +1.025713e+02	   +1.236234e+05	   +2.891456e+02	   +1.273396e+05	   +2.916287e+02	   +1.462714e+00	   +1.004468e+01
