z	mom_ax	p	T	p_tot	T_tot	dS	alpha
   +1.145017e-01	   +1.025690e+02	   +1.236242e+05	   +2.891489e+02	   +1.273399e+05	   +2.916318e+02	   +1.472659e+00	   +1.002746e+01
   +1.157358e-01	   +1.019186e+02	   +1.233544e+05	   +2.891060e+02	   +1.270430e+05	   +2.915758e+02	   +1.950280e+00	   +1.049207e+01
   +1.169699e-01	   +1.012658e+02	   +1.235398e+05	   +2.891323e+02	   +1.271807e+05	   +2.915668e+02	   +1.610906e+00	   +1.063978e+01
   +1.182040e-01	   +1.006128e+02	   +1.237765e+05	   +2.891663e+02	   +1.273669e+05	   +2.915627e+02	   +1.179445e+00	   +1.075502e+01
   +1.194381e-01	   +1.009525e+02	   +1.236508e+05	   +2.891450e+02	   +1.272685e+05	   +2.915618e+02	   +1.396985e+00	   +1.072015e+01
   +1.206722e-01	   +1.014392e+02	   +1.234728e+05	   +2.891156e+02	   +1.271290e+05	   +2.915615e+02	   +1.708350e+00	   +1.066343e+01
   +1.219064e-01	   +1.012197e+02	   +1.235474e+05	   +2.891280e+02	   +1.271869e+05	   +2.915614e+02	   +1.578058e+00	   +1.069361e+01
   +1.231405e-01	   +1.008633e+02	   +1.236717e+05	   +2.891487e+02	   +1.272837e+05	   +2.915613e+02	   +1.361105e+00	   +1.074088e+01
   +1.243746e-01	   +1.010069e+02	   +1.236271e+05	   +2.891403e+02	   +1.272503e+05	   +2.915613e+02	   +1.435658e+00	   +1.072247e+01
   +1.256087e-01	   +1.012720e+02	   +1.235417e+05	   +2.891250e+02	   +1.271856e+05	   +2.915613e+02	   +1.580644e+00	   +1.068820e+01
   +1.268428e-01	   +1.011756e+02	   +1.235658e+05	   +2.891300e+02	   +1.272027e+05	   +2.915613e+02	   +1.542247e+00	   +1.070531e+01
   +1.280769e-01	   +1.009719e+02	   +1.236225e+05	   +2.891412e+02	   +1.272443e+05	   +2.915613e+02	   +1.449216e+00	   +1.073777e+01
   +1.293110e-01	   +1.010393e+02	   +1.236109e+05	   +2.891376e+02	   +1.272377e+05	   +2.915613e+02	   +1.463808e+00	   +1.073297e+01
   +1.305452e-01	   +1.012032e+02	   +1.235749e+05	   +2.891288e+02	   +1.272141e+05	   +2.915613e+02	   +1.516581e+00	   +1.071495e+01
   +1.317793e-01	   +1.011544e+02	   +1.235782e+05	   +2.891322e+02	   +1.272122e+05	   +2.915613e+02	   +1.520972e+00	   +1.066508e+01
   +1.330134e-01	   +1.010164e+02	   +1.235978e+05	   +2.891408e+02	   +1.272195e+05	   +2.915613e+02	   +1.505073e+00	   +1.060168e+01
   +1.342475e-01	   +1.011087e+02	   +1.235631e+05	   +2.891285e+02	   +1.272022e+05	   +2.915613e+02	   +1.543354e+00	   +1.090608e+01
   +1.354816e-01	   +1.032092e+02	   +1.234188e+05	   +2.890231e+02	   +1.272121e+05	   +2.915610e+02	   +1.512288e+00	   +1.064340e+01
   +1.367157e-01	   +1.084759e+02	   +1.231191e+05	   +2.887836e+02	   +1.272623e+05	   +2.915603e+02	   +1.377696e+00	   +9.259164e+00
   +1.379498e-01	   +1.155817e+02	   +1.225273e+05	   +2.884197e+02	   +1.271953e+05	   +2.915594e+02	   +1.494039e+00	   +7.584465e+00
   +1.391839e-01	   +1.214772e+02	   +1.220501e+05	   +2.881025e+02	   +1.271739e+05	   +2.915586e+02	   +1.508825e+00	   +5.989208e+00
   +1.404181e-01	   +1.266027e+02	   +1.216327e+05	   +2.878208e+02	   +1.271599e+05	   +2.915578e+02	   +1.508916e+00	   +4.457286e+00
   +1.416522e-01	   +1.307026e+02	   +1.212502e+05	   +2.875747e+02	   +1.271270e+05	   +2.915573e+02	   +1.553596e+00	   +2.916548e+00
   +1.428863e-01	   +1.346229e+02	   +1.208940e+05	   +2.873248e+02	   +1.271257e+05	   +2.915567e+02	   +1.524798e+00	   +1.322320e+00
   +1.441204e-01	   +1.384413e+02	   +1.205595e+05	   +2.870786e+02	   +1.271408e+05	   +2.915562e+02	   +1.458476e+00	   -2.641978e-01
   +1.453545e-01	   +1.415076e+02	   +1.201943e+05	   +2.868460e+02	   +1.271009e+05	   +2.915559e+02	   +1.515895e+00	   -2.063132e+00
   +1.465886e-01	   +1.444611e+02	   +1.198371e+05	   +2.866232e+02	   +1.270547e+05	   +2.915555e+02	   +1.588663e+00	   -3.831031e+00
   +1.478227e-01	   +1.467813e+02	   +1.195415e+05	   +2.864113e+02	   +1.270552e+05	   +2.915552e+02	   +1.555267e+00	   -5.621907e+00
   +1.490569e-01	   +1.490572e+02	   +1.192583e+05	   +2.862062e+02	   +1.270589e+05	   +2.915549e+02	   +1.515759e+00	   -7.364046e+00
   +1.502910e-01	   +1.512724e+02	   +1.188937e+05	   +2.859483e+02	   +1.270515e+05	   +2.915546e+02	   +1.489857e+00	   -9.468828e+00
   +1.515251e-01	   +1.534738e+02	   +1.185195e+05	   +2.856846e+02	   +1.270419e+05	   +2.915543e+02	   +1.467479e+00	   -1.160590e+01
   +1.527592e-01	   +1.552443e+02	   +1.181113e+05	   +2.853959e+02	   +1.270304e+05	   +2.915541e+02	   +1.442707e+00	   -1.401113e+01
   +1.539933e-01	   +1.566078e+02	   +1.176695e+05	   +2.850825e+02	   +1.270168e+05	   +2.915539e+02	   +1.415590e+00	   -1.667662e+01
   +1.552274e-01	   +1.578728e+02	   +1.172282e+05	   +2.847704e+02	   +1.270015e+05	   +2.915537e+02	   +1.392114e+00	   -1.932076e+01
   +1.564615e-01	   +1.579262e+02	   +1.167034e+05	   +2.844092e+02	   +1.269617e+05	   +2.915537e+02	   +1.407851e+00	   -2.224629e+01
   +1.576957e-01	   +1.579797e+02	   +1.161790e+05	   +2.840482e+02	   +1.269220e+05	   +2.915537e+02	   +1.423578e+00	   -2.516983e+01
   +1.589298e-01	   +1.576174e+02	   +1.155653e+05	   +2.836077e+02	   +1.268942e+05	   +2.915538e+02	   +1.387496e+00	   -2.812709e+01
   +1.601639e-01	   +1.569352e+02	   +1.148779e+05	   +2.831027e+02	   +1.268756e+05	   +2.915539e+02	   +1.311028e+00	   -3.113171e+01
   +1.613980e-01	   +1.561528e+02	   +1.141651e+05	   +2.825837e+02	   +1.268473e+05	   +2.915540e+02	   +1.251168e+00	   -3.414695e+01
   +1.626321e-01	   +1.542668e+02	   +1.132233e+05	   +2.819496e+02	   +1.267129e+05	   +2.915542e+02	   +1.382863e+00	   -3.704044e+01
   +1.638662e-01	   +1.523808e+02	   +1.122581e+05	   +2.812999e+02	   +1.265752e+05	   +2.915545e+02	   +1.517817e+00	   -4.000556e+01
   +1.651003e-01	   +1.500445e+02	   +1.112194e+05	   +2.805453e+02	   +1.264833e+05	   +2.915548e+02	   +1.494966e+00	   -4.275822e+01
   +1.663344e-01	   +1.475350e+02	   +1.101270e+05	   +2.797312e+02	   +1.264078e+05	   +2.915551e+02	   +1.408133e+00	   -4.548880e+01
   +1.675686e-01	   +1.443742e+02	   +1.089401e+05	   +2.789029e+02	   +1.262226e+05	   +2.915555e+02	   +1.546527e+00	   -4.805397e+01
   +1.688027e-01	   +1.406559e+02	   +1.076448e+05	   +2.780466e+02	   +1.259339e+05	   +2.915559e+02	   +1.893169e+00	   -5.051515e+01
   +1.700368e-01	   +1.371719e+02	   +1.063958e+05	   +2.771285e+02	   +1.257651e+05	   +2.915564e+02	   +1.920620e+00	   -5.277635e+01
   +1.712709e-01	   +1.338879e+02	   +1.051851e+05	   +2.761506e+02	   +1.257061e+05	   +2.915568e+02	   +1.654739e+00	   -5.486094e+01
   +1.725050e-01	   +1.299290e+02	   +1.038596e+05	   +2.752507e+02	   +1.253708e+05	   +2.915574e+02	   +2.028932e+00	   -5.674049e+01
   +1.737391e-01	   +1.257680e+02	   +1.024676e+05	   +2.743523e+02	   +1.249397e+05	   +2.915580e+02	   +2.609942e+00	   -5.858511e+01
   +1.749732e-01	   +1.224042e+02	   +1.015755e+05	   +2.735291e+02	   +1.249838e+05	   +2.915584e+02	   +2.107174e+00	   -6.007177e+01
   +1.762074e-01	   +1.184191e+02	   +1.005950e+05	   +2.728054e+02	   +1.247700e+05	   +2.915589e+02	   +2.238038e+00	   -6.153145e+01
   +1.774415e-01	   +1.133758e+02	   +9.971921e+04	   +2.722816e+02	   +1.244019e+05	   +2.915596e+02	   +2.817484e+00	   -6.305176e+01
   +1.786756e-01	   +1.055714e+02	   +9.983388e+04	   +2.723941e+02	   +1.243923e+05	   +2.915603e+02	   +2.901407e+00	   -6.498773e+01
   +1.799097e-01	   +1.021693e+02	   +1.000244e+05	   +2.725397e+02	   +1.244309e+05	   +2.915611e+02	   +2.890015e+00	   -6.580012e+01
   +1.811438e-01	   +1.009514e+02	   +1.001262e+05	   +2.725984e+02	   +1.244764e+05	   +2.915614e+02	   +2.815507e+00	   -6.609622e+01
   +1.823779e-01	   +1.008229e+02	   +1.001454e+05	   +2.725929e+02	   +1.245060e+05	   +2.915614e+02	   +2.743177e+00	   -6.613684e+01
   +1.836120e-01	   +1.009539e+02	   +1.000764e+05	   +2.725692e+02	   +1.244515e+05	   +2.915614e+02	   +2.855449e+00	   -6.610203e+01
   +1.848462e-01	   +1.009781e+02	   +1.000511e+05	   +2.725544e+02	   +1.244390e+05	   +2.915614e+02	   +2.875532e+00	   -6.609722e+01
   +1.860803e-01	   +1.008976e+02	   +1.000686e+05	   +2.725484e+02	   +1.244676e+05	   +2.915614e+02	   +2.805331e+00	   -6.612180e+01
   +1.873144e-01	   +1.008988e+02	   +1.000527e+05	   +2.725361e+02	   +1.244635e+05	   +2.915614e+02	   +2.807410e+00	   -6.612154e+01
   +1.885485e-01	   +1.009461e+02	   +1.000180e+05	   +2.725203e+02	   +1.244410e+05	   +2.915614e+02	   +2.850351e+00	   -6.610724e+01
   +1.897826e-01	   +1.009537e+02	   +1.000009e+05	   +2.725081e+02	   +1.244353e+05	   +2.915614e+02	   +2.856115e+00	   -6.610399e+01
   +1.910167e-01	   +1.009268e+02	   +9.999904e+04	   +2.724990e+02	   +1.244443e+05	   +2.915614e+02	   +2.829661e+00	   -6.611031e+01
   +1.922508e-01	   +1.009070e+02	   +9.999413e+04	   +2.724896e+02	   +1.244501e+05	   +2.915614e+02	   +2.810599e+00	   -6.611439e+01
   +1.934849e-01	   +1.009215e+02	   +9.997442e+04	   +2.724785e+02	   +1.244400e+05	   +2.915614e+02	   +2.827433e+00	   -6.610759e+01
   +1.947191e-01	   +1.009359e+02	   +9.995470e+04	   +2.724673e+02	   +1.244299e+05	   +2.915614e+02	   +2.844263e+00	   -6.610080e+01
   +1.959532e-01	   +1.009394e+02	   +9.994205e+04	   +2.724577e+02	   +1.244265e+05	   +2.915614e+02	   +2.846549e+00	   -6.609732e+01
   +1.971873e-01	   +1.009327e+02	   +9.993594e+04	   +2.724497e+02	   +1.244292e+05	   +2.915614e+02	   +2.835362e+00	   -6.609692e+01
   +1.984214e-01	   +1.009260e+02	   +9.992983e+04	   +2.724416e+02	   +1.244319e+05	   +2.915614e+02	   +2.824174e+00	   -6.609651e+01
   +1.996555e-01	   +1.009240e+02	   +9.992078e+04	   +2.724341e+02	   +1.244302e+05	   +2.915614e+02	   +2.823718e+00	   -6.609444e+01
   +2.008896e-01	   +1.009259e+02	   +9.990933e+04	   +2.724272e+02	   +1.244249e+05	   +2.915614e+02	   +2.831999e+00	   -6.609103e+01
   +2.021237e-01	   +1.009278e+02	   +9.989788e+04	   +2.724203e+02	   +1.244196e+05	   +2.915614e+02	   +2.840280e+00	   -6.608762e+01
   +2.033579e-01	   +1.009295e+02	   +9.988822e+04	   +2.724138e+02	   +1.244159e+05	   +2.915614e+02	   +2.844985e+00	   -6.608456e+01
   +2.045920e-01	   +1.009309e+02	   +9.988433e+04	   +2.724088e+02	   +1.244175e+05	   +2.915614e+02	   +2.838154e+00	   -6.608262e+01
   +2.058261e-01	   +1.009323e+02	   +9.988043e+04	   +2.724037e+02	   +1.244191e+05	   +2.915614e+02	   +2.831323e+00	   -6.608068e+01
   +2.070602e-01	   +1.009337e+02	   +9.987654e+04	   +2.723987e+02	   +1.244208e+05	   +2.915614e+02	   +2.824492e+00	   -6.607874e+01
   +2.082943e-01	   +1.009323e+02	   +9.987212e+04	   +2.723952e+02	   +1.244197e+05	   +2.915614e+02	   +2.824876e+00	   -6.607755e+01
   +2.095284e-01	   +1.009286e+02	   +9.986725e+04	   +2.723931e+02	   +1.244164e+05	   +2.915614e+02	   +2.831374e+00	   -6.607701e+01
   +2.107625e-01	   +1.009249e+02	   +9.986238e+04	   +2.723909e+02	   +1.244131e+05	   +2.915614e+02	   +2.837872e+00	   -6.607647e+01
   +2.119967e-01	   +1.009212e+02	   +9.985751e+04	   +2.723888e+02	   +1.244098e+05	   +2.915615e+02	   +2.844371e+00	   -6.607593e+01
   +2.132308e-01	   +1.009215e+02	   +9.985535e+04	   +2.723872e+02	   +1.244091e+05	   +2.915615e+02	   +2.845103e+00	   -6.607515e+01
   +2.144649e-01	   +1.009272e+02	   +9.985679e+04	   +2.723865e+02	   +1.244118e+05	   +2.915614e+02	   +2.838142e+00	   -6.607406e+01
   +2.156990e-01	   +1.009328e+02	   +9.985822e+04	   +2.723858e+02	   +1.244146e+05	   +2.915614e+02	   +2.831182e+00	   -6.607296e+01
   +2.169331e-01	   +1.009385e+02	   +9.985966e+04	   +2.723851e+02	   +1.244174e+05	   +2.915613e+02	   +2.824223e+00	   -6.607186e+01
   +2.181672e-01	   +1.009442e+02	   +9.986110e+04	   +2.723844e+02	   +1.244201e+05	   +2.915613e+02	   +2.817264e+00	   -6.607077e+01
   +2.194013e-01	   +1.009385e+02	   +9.986286e+04	   +2.723874e+02	   +1.244184e+05	   +2.915614e+02	   +2.823123e+00	   -6.607289e+01
   +2.206355e-01	   +1.009309e+02	   +9.986468e+04	   +2.723910e+02	   +1.244160e+05	   +2.915614e+02	   +2.831102e+00	   -6.607555e+01
   +2.218696e-01	   +1.009233e+02	   +9.986650e+04	   +2.723946e+02	   +1.244136e+05	   +2.915615e+02	   +2.839081e+00	   -6.607820e+01
   +2.231037e-01	   +1.009157e+02	   +9.986831e+04	   +2.723982e+02	   +1.244112e+05	   +2.915616e+02	   +2.847062e+00	   -6.608086e+01
   +2.243378e-01	   +1.009081e+02	   +9.987013e+04	   +2.724017e+02	   +1.244088e+05	   +2.915616e+02	   +2.855045e+00	   -6.608352e+01
   +2.255719e-01	   +1.009140e+02	   +9.987734e+04	   +2.724060e+02	   +1.244124e+05	   +2.915616e+02	   +2.849050e+00	   -6.608430e+01
   +2.268060e-01	   +1.009237e+02	   +9.988600e+04	   +2.724104e+02	   +1.244176e+05	   +2.915616e+02	   +2.839263e+00	   -6.608457e+01
   +2.280401e-01	   +1.009333e+02	   +9.989467e+04	   +2.724148e+02	   +1.244229e+05	   +2.915615e+02	   +2.829478e+00	   -6.608484e+01
   +2.292742e-01	   +1.009429e+02	   +9.990333e+04	   +2.724192e+02	   +1.244281e+05	   +2.915614e+02	   +2.819694e+00	   -6.608511e+01
   +2.305084e-01	   +1.009525e+02	   +9.991199e+04	   +2.724235e+02	   +1.244334e+05	   +2.915614e+02	   +2.809913e+00	   -6.608539e+01
   +2.317425e-01	   +1.009586e+02	   +9.992071e+04	   +2.724289e+02	   +1.244374e+05	   +2.915613e+02	   +2.803434e+00	   -6.608642e+01
   +2.329766e-01	   +1.009465e+02	   +9.992972e+04	   +2.724388e+02	   +1.244355e+05	   +2.915612e+02	   +2.813520e+00	   -6.609131e+01
   +2.342107e-01	   +1.009345e+02	   +9.993874e+04	   +2.724487e+02	   +1.244336e+05	   +2.915610e+02	   +2.823609e+00	   -6.609620e+01
   +2.354448e-01	   +1.009225e+02	   +9.994775e+04	   +2.724587e+02	   +1.244317e+05	   +2.915609e+02	   +2.833700e+00	   -6.610110e+01
   +2.366789e-01	   +1.009105e+02	   +9.995677e+04	   +2.724686e+02	   +1.244298e+05	   +2.915608e+02	   +2.843793e+00	   -6.610599e+01
   +2.379130e-01	   +1.008984e+02	   +9.996579e+04	   +2.724785e+02	   +1.244279e+05	   +2.915607e+02	   +2.853889e+00	   -6.611088e+01
   +2.391472e-01	   +1.008864e+02	   +9.997481e+04	   +2.724885e+02	   +1.244260e+05	   +2.915606e+02	   +2.863988e+00	   -6.611578e+01
   +2.403813e-01	   +1.008997e+02	   +9.999047e+04	   +2.724985e+02	   +1.244333e+05	   +2.915608e+02	   +2.853733e+00	   -6.611363e+01
   +2.416154e-01	   +1.009145e+02	   +1.000065e+05	   +2.725085e+02	   +1.244411e+05	   +2.915611e+02	   +2.842308e+00	   -6.611108e+01
   +2.428495e-01	   +1.009292e+02	   +1.000225e+05	   +2.725185e+02	   +1.244489e+05	   +2.915614e+02	   +2.830887e+00	   -6.610853e+01
   +2.440836e-01	   +1.009440e+02	   +1.000385e+05	   +2.725286e+02	   +1.244567e+05	   +2.915617e+02	   +2.819469e+00	   -6.610598e+01
   +2.453177e-01	   +1.009587e+02	   +1.000546e+05	   +2.725386e+02	   +1.244645e+05	   +2.915619e+02	   +2.808054e+00	   -6.610343e+01
   +2.465518e-01	   +1.009735e+02	   +1.000706e+05	   +2.725486e+02	   +1.244723e+05	   +2.915622e+02	   +2.796643e+00	   -6.610088e+01
   +2.477860e-01	   +1.009859e+02	   +1.000863e+05	   +2.725589e+02	   +1.244794e+05	   +2.915626e+02	   +2.787092e+00	   -6.609817e+01
   +2.490201e-01	   +1.009671e+02	   +1.000988e+05	   +2.725732e+02	   +1.244783e+05	   +2.915640e+02	   +2.802925e+00	   -6.609330e+01
   +2.502542e-01	   +1.009483e+02	   +1.001112e+05	   +2.725875e+02	   +1.244772e+05	   +2.915655e+02	   +2.818763e+00	   -6.608843e+01
   +2.514883e-01	   +1.009295e+02	   +1.001236e+05	   +2.726018e+02	   +1.244761e+05	   +2.915670e+02	   +2.834607e+00	   -6.608356e+01
   +2.527224e-01	   +1.009107e+02	   +1.001360e+05	   +2.726162e+02	   +1.244750e+05	   +2.915684e+02	   +2.850457e+00	   -6.607868e+01
   +2.539565e-01	   +1.008919e+02	   +1.001484e+05	   +2.726305e+02	   +1.244739e+05	   +2.915699e+02	   +2.866314e+00	   -6.607381e+01
   +2.551906e-01	   +1.008730e+02	   +1.001609e+05	   +2.726448e+02	   +1.244728e+05	   +2.915713e+02	   +2.882176e+00	   -6.606893e+01
   +2.564247e-01	   +1.008542e+02	   +1.001733e+05	   +2.726591e+02	   +1.244717e+05	   +2.915728e+02	   +2.898044e+00	   -6.606405e+01
   +2.576589e-01	   +1.008570e+02	   +1.001822e+05	   +2.726622e+02	   +1.244757e+05	   +2.915694e+02	   +2.881676e+00	   -6.604565e+01
   +2.588930e-01	   +1.008839e+02	   +1.001870e+05	   +2.726527e+02	   +1.244853e+05	   +2.915608e+02	   +2.829436e+00	   -6.601223e+01
   +2.601271e-01	   +1.009109e+02	   +1.001919e+05	   +2.726432e+02	   +1.244950e+05	   +2.915521e+02	   +2.777223e+00	   -6.597883e+01
   +2.613612e-01	   +1.009378e+02	   +1.001968e+05	   +2.726336e+02	   +1.245046e+05	   +2.915434e+02	   +2.725038e+00	   -6.594544e+01
   +2.625953e-01	   +1.009647e+02	   +1.002017e+05	   +2.726241e+02	   +1.245142e+05	   +2.915347e+02	   +2.672881e+00	   -6.591207e+01
   +2.638294e-01	   +1.009916e+02	   +1.002065e+05	   +2.726146e+02	   +1.245238e+05	   +2.915261e+02	   +2.620752e+00	   -6.587872e+01
   +2.650635e-01	   +1.010185e+02	   +1.002114e+05	   +2.726051e+02	   +1.245334e+05	   +2.915174e+02	   +2.568650e+00	   -6.584538e+01
   +2.662977e-01	   +1.010454e+02	   +1.002162e+05	   +2.725957e+02	   +1.245430e+05	   +2.915087e+02	   +2.516576e+00	   -6.581207e+01
   +2.675318e-01	   +1.010657e+02	   +1.002173e+05	   +2.725858e+02	   +1.245520e+05	   +2.915029e+02	   +2.474160e+00	   -6.576948e+01
   +2.687659e-01	   +1.010230e+02	   +1.001817e+05	   +2.725720e+02	   +1.245551e+05	   +2.915243e+02	   +2.524447e+00	   -6.563743e+01
   +2.700000e-01	   +1.009803e+02	   +1.001461e+05	   +2.725582e+02	   +1.245582e+05	   +2.915457e+02	   +2.574777e+00	   -6.550527e+01
