z	mom_ax	p	T	p_tot	T_tot	dS	alpha
   -7.925418e-02	   +1.013184e+02	   +1.520105e+05	   +3.062908e+02	   +1.549793e+05	   +3.080000e+02	   -1.714567e-05	   -1.421632e-10
   -7.802007e-02	   +1.013182e+02	   +1.520105e+05	   +3.062908e+02	   +1.549793e+05	   +3.080000e+02	   +1.021888e-04	   -1.661179e-10
   -7.678595e-02	   +1.013180e+02	   +1.520104e+05	   +3.062909e+02	   +1.549792e+05	   +3.080000e+02	   +2.215237e-04	   -1.900727e-10
   -7.555184e-02	   +1.013180e+02	   +1.520104e+05	   +3.062909e+02	   +1.549792e+05	   +3.080000e+02	   +2.495499e-04	   -1.868357e-10
   -7.431773e-02	   +1.013183e+02	   +1.520105e+05	   +3.062908e+02	   +1.549793e+05	   +3.080000e+02	   +7.469819e-05	   -1.231816e-10
   -7.308361e-02	   +1.013186e+02	   +1.520106e+05	   +3.062908e+02	   +1.549794e+05	   +3.080000e+02	   -1.001525e-04	   -5.952796e-11
   -7.184950e-02	   +1.013189e+02	   +1.520106e+05	   +3.062908e+02	   +1.549795e+05	   +3.080000e+02	   -2.750022e-04	   +4.125318e-12
   -7.061538e-02	   +1.013192e+02	   +1.520107e+05	   +3.062908e+02	   +1.549795e+05	   +3.079999e+02	   -4.498509e-04	   +6.777822e-11
   -6.938127e-02	   +1.013195e+02	   +1.520108e+05	   +3.062908e+02	   +1.549796e+05	   +3.079999e+02	   -6.246985e-04	   +1.314307e-10
   -6.814716e-02	   +1.013198e+02	   +1.520109e+05	   +3.062908e+02	   +1.549797e+05	   +3.079999e+02	   -7.995449e-04	   +1.950829e-10
   -6.691304e-02	   +1.013201e+02	   +1.520109e+05	   +3.062908e+02	   +1.549798e+05	   +3.079999e+02	   -9.743905e-04	   +2.587346e-10
   -6.567893e-02	   +1.013203e+02	   +1.520110e+05	   +3.062908e+02	   +1.549799e+05	   +3.079999e+02	   -1.093571e-03	   +3.265986e-10
   -6.444482e-02	   +1.013198e+02	   +1.520109e+05	   +3.062908e+02	   +1.549798e+05	   +3.079999e+02	   -8.401094e-04	   +4.226637e-10
   -6.321070e-02	   +1.013194e+02	   +1.520108e+05	   +3.062908e+02	   +1.549796e+05	   +3.079999e+02	   -5.866457e-04	   +5.187295e-10
   -6.197659e-02	   +1.013189e+02	   +1.520107e+05	   +3.062908e+02	   +1.549795e+05	   +3.079999e+02	   -3.331797e-04	   +6.147963e-10
   -6.074247e-02	   +1.013185e+02	   +1.520105e+05	   +3.062908e+02	   +1.549793e+05	   +3.079999e+02	   -7.971151e-05	   +7.108639e-10
   -5.950836e-02	   +1.013180e+02	   +1.520104e+05	   +3.062908e+02	   +1.549792e+05	   +3.079999e+02	   +1.737590e-04	   +8.069324e-10
   -5.827425e-02	   +1.013176e+02	   +1.520103e+05	   +3.062908e+02	   +1.549791e+05	   +3.079999e+02	   +4.272316e-04	   +9.030017e-10
   -5.704013e-02	   +1.013171e+02	   +1.520102e+05	   +3.062909e+02	   +1.549789e+05	   +3.080000e+02	   +6.807066e-04	   +9.990718e-10
   -5.580602e-02	   +1.013176e+02	   +1.520103e+05	   +3.062908e+02	   +1.549791e+05	   +3.079999e+02	   +4.019214e-04	   +1.888090e-10
   -5.457191e-02	   +1.013183e+02	   +1.520105e+05	   +3.062908e+02	   +1.549793e+05	   +3.079999e+02	   +3.392996e-05	   -7.733498e-10
   -5.333779e-02	   +1.013190e+02	   +1.520106e+05	   +3.062908e+02	   +1.549795e+05	   +3.079999e+02	   -3.340567e-04	   -1.735496e-09
   -5.210368e-02	   +1.013196e+02	   +1.520108e+05	   +3.062908e+02	   +1.549797e+05	   +3.079999e+02	   -7.020387e-04	   -2.697630e-09
   -5.086957e-02	   +1.013203e+02	   +1.520109e+05	   +3.062907e+02	   +1.549799e+05	   +3.079999e+02	   -1.070016e-03	   -3.659752e-09
   -4.963545e-02	   +1.013209e+02	   +1.520111e+05	   +3.062907e+02	   +1.549801e+05	   +3.079999e+02	   -1.437988e-03	   -4.621861e-09
   -4.840134e-02	   +1.013209e+02	   +1.520111e+05	   +3.062907e+02	   +1.549801e+05	   +3.079999e+02	   -1.450413e-03	   -4.526229e-09
   -4.716722e-02	   +1.013200e+02	   +1.520108e+05	   +3.062907e+02	   +1.549798e+05	   +3.079999e+02	   -9.244383e-04	   -2.828876e-09
   -4.593311e-02	   +1.013190e+02	   +1.520106e+05	   +3.062908e+02	   +1.549795e+05	   +3.079999e+02	   -3.984535e-04	   -1.131491e-09
   -4.469900e-02	   +1.013181e+02	   +1.520104e+05	   +3.062908e+02	   +1.549792e+05	   +3.079999e+02	   +1.275410e-04	   +5.659267e-10
   -4.346488e-02	   +1.013171e+02	   +1.520101e+05	   +3.062908e+02	   +1.549789e+05	   +3.079999e+02	   +6.535455e-04	   +2.263376e-09
   -4.223077e-02	   +1.013161e+02	   +1.520099e+05	   +3.062908e+02	   +1.549787e+05	   +3.079999e+02	   +1.179560e-03	   +3.960857e-09
   -4.099666e-02	   +1.013168e+02	   +1.520100e+05	   +3.062908e+02	   +1.549788e+05	   +3.079999e+02	   +8.527858e-04	   +8.473479e-09
   -3.976254e-02	   +1.013181e+02	   +1.520103e+05	   +3.062907e+02	   +1.549792e+05	   +3.080000e+02	   +1.070537e-04	   +1.436902e-08
   -3.852843e-02	   +1.013195e+02	   +1.520106e+05	   +3.062907e+02	   +1.549797e+05	   +3.080000e+02	   -6.386581e-04	   +2.026440e-08
   -3.729431e-02	   +1.013209e+02	   +1.520109e+05	   +3.062906e+02	   +1.549801e+05	   +3.080000e+02	   -1.384350e-03	   +2.615962e-08
   -3.606020e-02	   +1.013223e+02	   +1.520112e+05	   +3.062906e+02	   +1.549805e+05	   +3.080000e+02	   -2.130021e-03	   +3.205468e-08
   -3.482609e-02	   +1.013216e+02	   +1.520111e+05	   +3.062906e+02	   +1.549803e+05	   +3.080000e+02	   -1.793010e-03	   +1.080381e-08
   -3.359197e-02	   +1.013196e+02	   +1.520106e+05	   +3.062906e+02	   +1.549797e+05	   +3.080000e+02	   -7.335414e-04	   -2.856173e-08
   -3.235786e-02	   +1.013177e+02	   +1.520100e+05	   +3.062907e+02	   +1.549791e+05	   +3.079999e+02	   +3.259689e-04	   -6.792881e-08
   -3.112375e-02	   +1.013157e+02	   +1.520095e+05	   +3.062907e+02	   +1.549785e+05	   +3.079999e+02	   +1.385521e-03	   -1.072974e-07
   -2.988963e-02	   +1.013142e+02	   +1.520092e+05	   +3.062907e+02	   +1.549781e+05	   +3.079999e+02	   +2.140192e-03	   -1.343124e-07
   -2.865552e-02	   +1.013171e+02	   +1.520098e+05	   +3.062906e+02	   +1.549790e+05	   +3.079999e+02	   +6.054696e-04	   -6.856263e-08
   -2.742140e-02	   +1.013199e+02	   +1.520104e+05	   +3.062905e+02	   +1.549798e+05	   +3.079999e+02	   -9.291663e-04	   -2.816591e-09
   -2.618729e-02	   +1.013228e+02	   +1.520110e+05	   +3.062904e+02	   +1.549806e+05	   +3.079999e+02	   -2.463716e-03	   +6.292575e-08
   -2.495318e-02	   +1.013245e+02	   +1.520114e+05	   +3.062903e+02	   +1.549811e+05	   +3.079999e+02	   -3.389063e-03	   +1.584624e-07
   -2.371906e-02	   +1.013204e+02	   +1.520103e+05	   +3.062904e+02	   +1.549799e+05	   +3.079999e+02	   -1.176082e-03	   +4.075295e-07
   -2.248495e-02	   +1.013164e+02	   +1.520093e+05	   +3.062904e+02	   +1.549787e+05	   +3.080000e+02	   +1.037076e-03	   +6.566166e-07
   -2.125084e-02	   +1.013123e+02	   +1.520082e+05	   +3.062905e+02	   +1.549775e+05	   +3.080000e+02	   +3.250412e-03	   +9.057235e-07
   -2.001672e-02	   +1.013149e+02	   +1.520088e+05	   +3.062904e+02	   +1.549783e+05	   +3.080000e+02	   +1.832976e-03	   -2.518971e-07
   -1.878261e-02	   +1.013207e+02	   +1.520100e+05	   +3.062902e+02	   +1.549800e+05	   +3.080000e+02	   -1.296060e-03	   -2.072598e-06
   -1.754849e-02	   +1.013264e+02	   +1.520113e+05	   +3.062899e+02	   +1.549817e+05	   +3.080000e+02	   -4.424741e-03	   -3.893092e-06
   -1.631438e-02	   +1.013236e+02	   +1.520105e+05	   +3.062899e+02	   +1.549808e+05	   +3.080000e+02	   -2.899964e-03	   -2.033998e-06
   -1.508027e-02	   +1.013155e+02	   +1.520084e+05	   +3.062901e+02	   +1.549785e+05	   +3.080000e+02	   +1.491522e-03	   +2.091978e-06
   -1.384615e-02	   +1.013074e+02	   +1.520063e+05	   +3.062902e+02	   +1.549761e+05	   +3.080000e+02	   +5.883710e-03	   +6.218614e-06
   -1.261204e-02	   +1.013175e+02	   +1.520085e+05	   +3.062898e+02	   +1.549790e+05	   +3.080000e+02	   +4.200799e-04	   +1.336264e-05
   -1.137793e-02	   +1.013289e+02	   +1.520110e+05	   +3.062894e+02	   +1.549824e+05	   +3.080000e+02	   -5.723172e-03	   +2.071351e-05
   -1.014381e-02	   +1.013242e+02	   +1.520097e+05	   +3.062894e+02	   +1.549810e+05	   +3.080000e+02	   -3.173790e-03	   -2.930959e-05
   -8.909699e-03	   +1.013082e+02	   +1.520056e+05	   +3.062897e+02	   +1.549763e+05	   +3.080000e+02	   +5.448530e-03	   -1.194279e-04
   -7.675585e-03	   +1.013130e+02	   +1.520065e+05	   +3.062894e+02	   +1.549777e+05	   +3.080000e+02	   +2.874800e-03	   +5.959292e-06
   -6.441472e-03	   +1.013352e+02	   +1.520115e+05	   +3.062886e+02	   +1.549842e+05	   +3.080000e+02	   -9.134200e-03	   +3.129194e-04
   -5.207358e-03	   +1.013168e+02	   +1.520067e+05	   +3.062889e+02	   +1.549788e+05	   +3.080000e+02	   +7.965608e-04	   +2.633170e-04
   -3.973244e-03	   +1.013028e+02	   +1.520029e+05	   +3.062890e+02	   +1.549746e+05	   +3.080000e+02	   +8.611478e-03	   -6.810556e-04
   -2.739130e-03	   +1.013472e+02	   +1.520125e+05	   +3.062876e+02	   +1.549870e+05	   +3.080000e+02	   -1.440751e-02	   -4.344377e-03
   -1.505017e-03	   +1.012963e+02	   +1.519817e+05	   +3.062883e+02	   +1.549544e+05	   +3.080000e+02	   +4.608980e-02	   +1.414121e-02
   -2.709030e-04	   +1.036310e+02	   +1.519026e+05	   +3.062069e+02	   +1.550158e+05	   +3.079999e+02	   -7.160664e-02	   -2.298507e-02
   +9.632107e-04	   +1.067093e+02	   +1.515908e+05	   +3.060927e+02	   +1.548967e+05	   +3.079999e+02	   +1.435747e-01	   -3.875266e-02
   +2.197324e-03	   +1.139292e+02	   +1.512971e+05	   +3.058161e+02	   +1.550786e+05	   +3.080000e+02	   -2.081894e-01	   -2.787722e-01
   +3.431438e-03	   +1.188979e+02	   +1.507557e+05	   +3.056127e+02	   +1.548769e+05	   +3.080000e+02	   +1.534226e-01	   -5.633465e-01
   +4.665552e-03	   +1.230370e+02	   +1.504882e+05	   +3.054362e+02	   +1.549092e+05	   +3.080000e+02	   +8.207023e-02	   -9.519820e-01
   +5.899666e-03	   +1.275497e+02	   +1.503248e+05	   +3.052413e+02	   +1.550793e+05	   +3.079999e+02	   -2.467635e-01	   -1.468835e+00
   +7.133779e-03	   +1.325269e+02	   +1.496697e+05	   +3.049985e+02	   +1.548243e+05	   +3.080000e+02	   +2.074568e-01	   -2.152827e+00
   +8.367893e-03	   +1.363553e+02	   +1.494008e+05	   +3.048104e+02	   +1.548724e+05	   +3.080000e+02	   +1.030989e-01	   -3.065427e+00
   +9.602007e-03	   +1.397348e+02	   +1.492761e+05	   +3.046464e+02	   +1.550275e+05	   +3.080000e+02	   -1.980421e-01	   -4.037909e+00
   +1.083612e-02	   +1.427500e+02	   +1.488704e+05	   +3.044658e+02	   +1.549178e+05	   +3.080000e+02	   -1.136656e-02	   -5.204348e+00
   +1.207023e-02	   +1.457350e+02	   +1.484581e+05	   +3.042907e+02	   +1.547917e+05	   +3.080000e+02	   +2.060560e-01	   -6.342230e+00
   +1.330435e-02	   +1.483040e+02	   +1.482011e+05	   +3.041190e+02	   +1.548200e+05	   +3.080000e+02	   +1.362737e-01	   -7.760299e+00
   +1.453846e-02	   +1.507192e+02	   +1.480031e+05	   +3.039518e+02	   +1.549018e+05	   +3.080000e+02	   -3.275152e-02	   -9.250306e+00
   +1.577258e-02	   +1.531345e+02	   +1.478115e+05	   +3.037898e+02	   +1.549811e+05	   +3.080000e+02	   -1.964450e-01	   -1.069331e+01
   +1.700669e-02	   +1.548847e+02	   +1.474301e+05	   +3.035624e+02	   +1.549712e+05	   +3.080000e+02	   -2.053185e-01	   -1.315073e+01
   +1.824080e-02	   +1.565946e+02	   +1.470454e+05	   +3.033359e+02	   +1.549563e+05	   +3.080000e+02	   -2.049958e-01	   -1.561751e+01
   +1.947492e-02	   +1.583046e+02	   +1.466690e+05	   +3.031142e+02	   +1.549418e+05	   +3.079999e+02	   -2.046801e-01	   -1.803100e+01
   +2.070903e-02	   +1.592258e+02	   +1.462739e+05	   +3.028732e+02	   +1.549379e+05	   +3.079999e+02	   -2.290022e-01	   -2.061968e+01
   +2.194314e-02	   +1.590883e+02	   +1.458445e+05	   +3.026011e+02	   +1.549478e+05	   +3.080000e+02	   -2.864593e-01	   -2.350177e+01
   +2.317726e-02	   +1.589508e+02	   +1.454144e+05	   +3.023285e+02	   +1.549578e+05	   +3.080000e+02	   -3.440158e-01	   -2.638884e+01
   +2.441137e-02	   +1.588133e+02	   +1.449835e+05	   +3.020554e+02	   +1.549678e+05	   +3.080000e+02	   -4.016720e-01	   -2.928091e+01
   +2.564548e-02	   +1.576306e+02	   +1.443727e+05	   +3.017028e+02	   +1.549135e+05	   +3.080000e+02	   -3.591150e-01	   -3.222136e+01
   +2.687960e-02	   +1.558972e+02	   +1.436544e+05	   +3.013014e+02	   +1.548236e+05	   +3.080000e+02	   -2.619720e-01	   -3.524006e+01
   +2.811371e-02	   +1.541638e+02	   +1.429199e+05	   +3.008909e+02	   +1.547318e+05	   +3.079999e+02	   -1.626444e-01	   -3.832664e+01
   +2.934783e-02	   +1.521083e+02	   +1.421128e+05	   +3.004314e+02	   +1.546359e+05	   +3.079999e+02	   -7.182815e-02	   -4.122153e+01
   +3.058194e-02	   +1.496621e+02	   +1.412123e+05	   +2.999090e+02	   +1.545348e+05	   +3.079999e+02	   +8.408913e-03	   -4.387984e+01
   +3.181605e-02	   +1.472159e+02	   +1.402818e+05	   +2.993692e+02	   +1.544304e+05	   +3.080000e+02	   +9.131246e-02	   -4.662649e+01
   +3.305017e-02	   +1.437956e+02	   +1.393452e+05	   +2.988250e+02	   +1.543077e+05	   +3.079999e+02	   +1.922668e-01	   -4.902687e+01
   +3.428428e-02	   +1.402994e+02	   +1.383644e+05	   +2.982552e+02	   +1.541777e+05	   +3.079999e+02	   +2.994253e-01	   -5.151025e+01
   +3.551839e-02	   +1.364772e+02	   +1.374392e+05	   +2.976946e+02	   +1.540788e+05	   +3.080000e+02	   +3.385403e-01	   -5.366203e+01
   +3.675251e-02	   +1.325811e+02	   +1.364908e+05	   +2.971228e+02	   +1.539679e+05	   +3.080000e+02	   +3.934689e-01	   -5.579119e+01
   +3.798662e-02	   +1.285386e+02	   +1.355592e+05	   +2.965886e+02	   +1.538009e+05	   +3.079999e+02	   +5.539136e-01	   -5.765357e+01
   +3.922074e-02	   +1.254918e+02	   +1.346816e+05	   +2.960383e+02	   +1.537140e+05	   +3.080000e+02	   +5.532355e-01	   -5.917205e+01
   +4.045485e-02	   +1.223972e+02	   +1.338560e+05	   +2.955170e+02	   +1.536309e+05	   +3.080000e+02	   +5.482260e-01	   -6.056838e+01
   +4.168896e-02	   +1.170014e+02	   +1.332535e+05	   +2.951828e+02	   +1.534898e+05	   +3.080000e+02	   +7.068533e-01	   -6.225074e+01
   +4.292308e-02	   +1.073202e+02	   +1.333264e+05	   +2.953133e+02	   +1.533599e+05	   +3.079999e+02	   +9.925579e-01	   -6.461037e+01
   +4.415719e-02	   +1.014252e+02	   +1.337785e+05	   +2.955485e+02	   +1.534922e+05	   +3.079999e+02	   +8.193400e-01	   -6.594400e+01
   +4.539130e-02	   +1.011477e+02	   +1.338159e+05	   +2.955530e+02	   +1.535270e+05	   +3.080000e+02	   +7.554823e-01	   -6.601845e+01
   +4.662542e-02	   +1.014514e+02	   +1.337258e+05	   +2.955334e+02	   +1.534558e+05	   +3.080000e+02	   +8.819480e-01	   -6.594814e+01
   +4.785953e-02	   +1.013069e+02	   +1.337478e+05	   +2.955357e+02	   +1.534766e+05	   +3.079999e+02	   +8.433433e-01	   -6.598665e+01
   +4.909365e-02	   +1.012134e+02	   +1.337669e+05	   +2.955359e+02	   +1.534977e+05	   +3.080000e+02	   +8.037933e-01	   -6.601369e+01
   +5.032776e-02	   +1.014386e+02	   +1.337252e+05	   +2.955213e+02	   +1.534741e+05	   +3.080002e+02	   +8.436349e-01	   -6.596494e+01
   +5.156187e-02	   +1.012817e+02	   +1.337319e+05	   +2.955256e+02	   +1.534734e+05	   +3.079996e+02	   +8.445517e-01	   -6.600024e+01
   +5.279599e-02	   +1.012490e+02	   +1.337365e+05	   +2.955242e+02	   +1.534808e+05	   +3.079997e+02	   +8.301897e-01	   -6.601022e+01
   +5.403010e-02	   +1.014521e+02	   +1.337295e+05	   +2.955117e+02	   +1.534949e+05	   +3.080006e+02	   +8.022495e-01	   -6.597103e+01
   +5.526421e-02	   +1.012554e+02	   +1.337165e+05	   +2.955179e+02	   +1.534733e+05	   +3.080032e+02	   +8.521853e-01	   -6.601421e+01
   +5.649833e-02	   +1.012711e+02	   +1.337209e+05	   +2.955211e+02	   +1.534563e+05	   +3.079925e+02	   +8.538253e-01	   -6.599696e+01
   +5.773244e-02	   +1.014763e+02	   +1.337354e+05	   +2.955192e+02	   +1.534489e+05	   +3.079750e+02	   +8.153153e-01	   -6.593220e+01
   +5.896656e-02	   +1.012272e+02	   +1.336309e+05	   +2.954850e+02	   +1.535163e+05	   +3.080591e+02	   +9.248372e-01	   -6.609052e+01
   +6.020067e-02	   +1.054773e+02	   +1.334004e+05	   +2.953068e+02	   +1.534588e+05	   +3.080043e+02	   +8.149748e-01	   -6.504313e+01
   +6.143478e-02	   +1.128072e+02	   +1.331039e+05	   +2.950541e+02	   +1.533238e+05	   +3.078701e+02	   +5.936280e-01	   -6.335239e+01
   +6.266890e-02	   +1.215636e+02	   +1.323735e+05	   +2.946403e+02	   +1.529389e+05	   +3.077281e+02	   +7.648289e-01	   -6.118212e+01
   +6.390301e-02	   +1.290167e+02	   +1.318143e+05	   +2.943164e+02	   +1.526228e+05	   +3.075986e+02	   +8.732818e-01	   -5.947129e+01
   +6.513712e-02	   +1.337357e+02	   +1.314554e+05	   +2.940919e+02	   +1.523704e+05	   +3.074676e+02	   +8.906223e-01	   -5.825917e+01
   +6.637124e-02	   +1.374738e+02	   +1.311868e+05	   +2.939220e+02	   +1.521511e+05	   +3.073479e+02	   +8.969443e-01	   -5.729127e+01
   +6.760535e-02	   +1.401045e+02	   +1.310040e+05	   +2.938037e+02	   +1.519595e+05	   +3.072362e+02	   +8.920041e-01	   -5.654765e+01
   +6.883946e-02	   +1.424180e+02	   +1.308589e+05	   +2.937092e+02	   +1.517327e+05	   +3.070988e+02	   +8.862379e-01	   -5.582199e+01
   +7.007358e-02	   +1.443352e+02	   +1.307565e+05	   +2.936416e+02	   +1.514603e+05	   +3.069287e+02	   +8.793949e-01	   -5.510591e+01
   +7.130769e-02	   +1.460234e+02	   +1.306726e+05	   +2.935883e+02	   +1.511904e+05	   +3.067613e+02	   +8.808446e-01	   -5.444461e+01
   +7.254181e-02	   +1.468822e+02	   +1.306471e+05	   +2.935812e+02	   +1.509083e+05	   +3.065909e+02	   +9.115280e-01	   -5.392459e+01
   +7.377592e-02	   +1.477410e+02	   +1.306219e+05	   +2.935742e+02	   +1.506296e+05	   +3.064225e+02	   +9.418546e-01	   -5.341062e+01
   +7.501003e-02	   +1.482133e+02	   +1.306594e+05	   +2.935976e+02	   +1.502844e+05	   +3.061970e+02	   +9.387594e-01	   -5.284214e+01
   +7.624415e-02	   +1.485716e+02	   +1.307152e+05	   +2.936299e+02	   +1.499207e+05	   +3.059555e+02	   +9.259142e-01	   -5.225899e+01
   +7.747826e-02	   +1.489272e+02	   +1.307673e+05	   +2.936604e+02	   +1.495558e+05	   +3.057140e+02	   +9.148451e-01	   -5.167247e+01
   +7.871237e-02	   +1.492612e+02	   +1.307914e+05	   +2.936770e+02	   +1.491690e+05	   +3.054651e+02	   +9.180907e-01	   -5.103726e+01
   +7.994649e-02	   +1.495952e+02	   +1.308155e+05	   +2.936936e+02	   +1.487839e+05	   +3.052173e+02	   +9.213218e-01	   -5.040489e+01
   +8.118060e-02	   +1.499159e+02	   +1.308342e+05	   +2.937068e+02	   +1.483737e+05	   +3.049539e+02	   +9.245653e-01	   -4.972415e+01
   +8.241472e-02	   +1.501919e+02	   +1.308355e+05	   +2.937088e+02	   +1.478761e+05	   +3.046356e+02	   +9.278854e-01	   -4.887544e+01
   +8.364883e-02	   +1.504679e+02	   +1.308369e+05	   +2.937107e+02	   +1.473803e+05	   +3.043184e+02	   +9.311933e-01	   -4.802983e+01
   +8.488294e-02	   +1.508224e+02	   +1.308245e+05	   +2.936999e+02	   +1.468711e+05	   +3.039893e+02	   +9.210400e-01	   -4.711722e+01
   +8.611706e-02	   +1.514928e+02	   +1.307571e+05	   +2.936382e+02	   +1.463048e+05	   +3.036102e+02	   +8.571551e-01	   -4.593033e+01
   +8.735117e-02	   +1.521632e+02	   +1.306904e+05	   +2.935769e+02	   +1.457434e+05	   +3.032345e+02	   +7.938332e-01	   -4.475389e+01
   +8.858528e-02	   +1.526684e+02	   +1.306209e+05	   +2.935179e+02	   +1.451544e+05	   +3.028451e+02	   +7.442428e-01	   -4.354732e+01
   +8.981940e-02	   +1.518465e+02	   +1.305239e+05	   +2.934723e+02	   +1.443004e+05	   +3.023181e+02	   +8.011053e-01	   -4.201109e+01
   +9.105351e-02	   +1.510246e+02	   +1.304258e+05	   +2.934261e+02	   +1.434372e+05	   +3.017853e+02	   +8.585867e-01	   -4.045813e+01
   +9.228763e-02	   +1.501363e+02	   +1.303268e+05	   +2.933776e+02	   +1.425665e+05	   +3.012459e+02	   +9.099159e-01	   -3.887687e+01
   +9.352174e-02	   +1.483116e+02	   +1.302282e+05	   +2.933012e+02	   +1.417094e+05	   +3.006849e+02	   +8.654451e-01	   -3.710522e+01
   +9.475585e-02	   +1.464869e+02	   +1.301272e+05	   +2.932229e+02	   +1.408309e+05	   +3.001100e+02	   +8.198663e-01	   -3.528943e+01
   +9.598997e-02	   +1.445959e+02	   +1.300051e+05	   +2.931379e+02	   +1.399423e+05	   +2.995359e+02	   +7.975455e-01	   -3.344049e+01
   +9.722408e-02	   +1.423412e+02	   +1.297765e+05	   +2.930234e+02	   +1.390952e+05	   +2.990306e+02	   +9.105722e-01	   -3.160824e+01
   +9.845819e-02	   +1.400866e+02	   +1.295405e+05	   +2.929053e+02	   +1.382208e+05	   +2.985091e+02	   +1.027237e+00	   -2.971700e+01
   +9.969231e-02	   +1.374001e+02	   +1.293349e+05	   +2.927843e+02	   +1.373928e+05	   +2.979927e+02	   +1.067604e+00	   -2.776480e+01
   +1.009264e-01	   +1.341850e+02	   +1.291680e+05	   +2.926593e+02	   +1.366226e+05	   +2.974817e+02	   +1.009003e+00	   -2.572787e+01
   +1.021605e-01	   +1.309699e+02	   +1.289929e+05	   +2.925282e+02	   +1.358146e+05	   +2.969456e+02	   +9.475246e-01	   -2.359093e+01
   +1.033946e-01	   +1.278066e+02	   +1.286484e+05	   +2.923332e+02	   +1.349818e+05	   +2.964419e+02	   +1.045682e+00	   -2.116672e+01
   +1.046288e-01	   +1.246451e+02	   +1.282807e+05	   +2.921262e+02	   +1.341073e+05	   +2.959149e+02	   +1.154764e+00	   -1.861293e+01
   +1.058629e-01	   +1.217572e+02	   +1.278641e+05	   +2.918455e+02	   +1.332728e+05	   +2.953704e+02	   +1.122759e+00	   -1.560593e+01
   +1.070970e-01	   +1.189854e+02	   +1.274148e+05	   +2.915242e+02	   +1.324355e+05	   +2.948044e+02	   +1.025654e+00	   -1.231714e+01
   +1.083311e-01	   +1.167033e+02	   +1.268019e+05	   +2.911469e+02	   +1.315361e+05	   +2.942511e+02	   +1.110462e+00	   -8.823763e+00
   +1.095652e-01	   +1.146946e+02	   +1.260855e+05	   +2.907327e+02	   +1.305905e+05	   +2.936995e+02	   +1.304029e+00	   -5.172682e+00
   +1.107993e-01	   +1.126598e+02	   +1.254500e+05	   +2.902974e+02	   +1.297828e+05	   +2.931612e+02	   +1.249279e+00	   -1.428944e+00
   +1.120334e-01	   +1.104699e+02	   +1.248232e+05	   +2.898464e+02	   +1.289925e+05	   +2.926118e+02	   +1.123208e+00	   +2.469310e+00
   +1.132676e-01	   +1.054935e+02	   +1.241374e+05	   +2.894081e+02	   +1.280253e+05	   +2.919971e+02	   +1.185444e+00	   +7.191839e+00
   +1.145017e-01	   +1.025751e+02	   +1.236224e+05	   +2.891420e+02	   +1.273392e+05	   +2.916256e+02	   +1.452554e+00	   +1.006251e+01
