"Iteration","CL","CD","CSF","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","AoA","Custom_ObjFunc","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
          38, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.66595407e+00, -2.48379035e+00, -2.81494790e+00, -2.04981475e+00, 8.63195966e-01, 5.0000000000, 8.0000000000, 0.1170458794
          39, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.66929451e+00, -2.43913773e+00, -2.81139183e+00, -2.05195512e+00, 8.63261470e-01, 5.0000000000, 8.0000000000, 0.1194980860
          40, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.67662657e+00, -2.39159901e+00, -2.80400849e+00, -2.05942530e+00, 8.59202226e-01, 5.0000000000, 8.0000000000, 0.1219774842
          41, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.68790412e+00, -2.34517598e+00, -2.79349714e+00, -2.07237916e+00, 8.50897237e-01, 5.0000000000, 8.0000000000, 0.1244417985
          42, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.70263306e+00, -2.30285638e+00, -2.78087759e+00, -2.09065614e+00, 8.38628967e-01, 5.0000000000, 8.0000000000, 0.1269207716
          43, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.71988063e+00, -2.26652848e+00, -2.76735377e+00, -2.11372882e+00, 8.23067921e-01, 5.0000000000, 8.0000000000, 0.1293342272
          44, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.73832005e+00, -2.23717941e+00, -2.75389576e+00, -2.14063594e+00, 8.05239407e-01, 5.0000000000, 8.0000000000, 0.1318019152
          45, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.75633849e+00, -2.21512503e+00, -2.74100039e+00, -2.16991711e+00, 7.86461483e-01, 5.0000000000, 8.0000000000, 0.1342618306
          46, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.77224009e+00, -2.20020310e+00, -2.72847514e+00, -2.19960996e+00, 7.68229011e-01, 5.0000000000, 8.0000000000, 0.1367280205
          47, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.78453105e+00, -2.19191734e+00, -2.71569622e+00, -2.22741435e+00, 7.52038081e-01, 5.0000000000, 8.0000000000, 0.1391975999
          48, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.79221842e+00, -2.18953560e+00, -2.70245338e+00, -2.25097654e+00, 7.39164355e-01, 5.0000000000, 8.0000000000, 0.1418163617
          49, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.79501234e+00, -2.19216199e+00, -2.68822415e+00, -2.26832245e+00, 7.30441013e-01, 5.0000000000, 8.0000000000, 0.1443193595
          50, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.79333033e+00, -2.19880598e+00, -2.67202199e+00, -2.27840321e+00, 7.26116176e-01, 5.0000000000, 8.0000000000, 0.1468139013
          51, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -4.78811029e+00, -2.20844111e+00, -2.65313496e+00, -2.28131844e+00, 7.25851056e-01, 5.0000000000, 8.0000000000, 0.1493272026
