"Point",	"x_coord",	"y_coord",	"z_coord",	"u",	"v"
217,	+2.6738825101766284e-01,	-1.9797139511829927e-02,	+1.5793457364360580e-01,	0.2413844827586207,	0.2413844827586207
218,	+2.6718608617332734e-01,	-2.2359515513734132e-02,	+1.6089863653362554e-01,	0.2758665517241380,	0.2413844827586207
219,	+2.6691162404254648e-01,	-2.5426173025218990e-02,	+1.6382780896314217e-01,	0.3103486206896552,	0.2413844827586207
220,	+2.6654704058667483e-01,	-2.8998861160851357e-02,	+1.6668178081918622e-01,	0.3448306896551725,	0.2413844827586207
221,	+2.6607440932615101e-01,	-3.3054682821757692e-02,	+1.6944258057464212e-01,	0.3793127586206897,	0.2413844827586207
222,	+2.6546584646967331e-01,	-3.7630224222440015e-02,	+1.7213453614702728e-01,	0.4137948275862069,	0.2413844827586207
223,	+2.6457521435248005e-01,	-4.3451658423540040e-02,	+1.7493225286434630e-01,	0.4482768965517242,	0.2413844827586207
224,	+2.6351458990203341e-01,	-4.9478623138065427e-02,	+1.7767279266703728e-01,	0.4827589655172415,	0.2413844827586207
225,	+2.6359972621948907e-01,	-4.9022828344976281e-02,	+1.7874670923651026e-01,	0.5172410344827587,	0.2413844827586207
226,	+2.6472653868759960e-01,	-4.2519544274514584e-02,	+1.7701882813976602e-01,	0.5517231034482759,	0.2413844827586207
227,	+2.6565945839103838e-01,	-3.6237385235171199e-02,	+1.7504905753170630e-01,	0.5862051724137931,	0.2413844827586207
228,	+2.6631531324276864e-01,	-3.1052998491829808e-02,	+1.7329510763903522e-01,	0.6206872413793104,	0.2413844827586207
229,	+2.6683439433796247e-01,	-2.6221806199353430e-02,	+1.7147520205636105e-01,	0.6551693103448276,	0.2413844827586207
230,	+2.6724685535914627e-01,	-2.1617678995197356e-02,	+1.6957207744225605e-01,	0.6896513793103449,	0.2413844827586207
231,	+2.6756816180828374e-01,	-1.7190464861387929e-02,	+1.6754042596832613e-01,	0.7241334482758621,	0.2413844827586207
232,	+2.6780855937289144e-01,	-1.2916901487869755e-02,	+1.6527941102453175e-01,	0.7586155172413794,	0.2413844827586207
233,	+2.6797403785899654e-01,	-8.8450652264011088e-03,	+1.6262333235483298e-01,	0.7930975862068966,	0.2413844827586207
234,	+2.6807069052971799e-01,	-5.1465587506465084e-03,	+1.5939924244972509e-01,	0.8275796551724138,	0.2413844827586207
235,	+2.6811167447182910e-01,	-2.1392375302613916e-03,	+1.5546563594401280e-01,	0.8620617241379311,	0.2413844827586207
236,	+2.6812021356629812e-01,	-2.7665916831778788e-04,	+1.5084335031112245e-01,	0.8965437931034483,	0.2413844827586207
237,	+2.6812046591024841e-01,	-1.7963522662811334e-04,	+1.4539062031167674e-01,	0.9310258620689656,	0.2413844827586207
238,	+2.6810835398398170e-01,	-2.5751434549424234e-03,	+1.3879037345719603e-01,	0.9655079310344828,	0.2413844827586207
239,	+2.6804701999810393e-01,	-6.2917215817499617e-03,	+1.3499593328024598e-01,	0.9999900000000000,	0.2413844827586207
240,	+2.7063365019969610e-01,	-6.2936526868848618e-03,	+1.3499591380808709e-01,	0.0000100000000000,	0.2758665517241380
241,	+2.7054643137190748e-01,	-9.3145579837899360e-03,	+1.3784744945475796e-01,	0.0344920689655173,	0.2758665517241380
242,	+2.7045540567976689e-01,	-1.1658992418020110e-02,	+1.4255528004346588e-01,	0.0689741379310345,	0.2758665517241380
243,	+2.7038717314260674e-01,	-1.3144554429131873e-02,	+1.4611246257001048e-01,	0.1034562068965517,	0.2758665517241380
244,	+2.7031978958253267e-01,	-1.4462553862776579e-02,	+1.4916146733278793e-01,	0.1379382758620690,	0.2758665517241380
245,	+2.7023674068826758e-01,	-1.5937743025500630e-02,	+1.5208447300725184e-01,	0.1724203448275863,	0.2758665517241380
246,	+2.7012802539154945e-01,	-1.7683574504493461e-02,	+1.5499220496854624e-01,	0.2069024137931035,	0.2758665517241380
247,	+2.6998123305060567e-01,	-1.9797553703229973e-02,	+1.5793467020592494e-01,	0.2413844827586207,	0.2758665517241380
248,	+2.6978099698671287e-01,	-2.2360095102558507e-02,	+1.6089877918961068e-01,	0.2758665517241380,	0.2758665517241380
249,	+2.6950914846360863e-01,	-2.5427024988276724e-02,	+1.6382796029376137e-01,	0.3103486206896552,	0.2758665517241380
250,	+2.6914803153005579e-01,	-2.9000121147049598e-02,	+1.6668190693412074e-01,	0.3448306896551725,	0.2758665517241380
251,	+2.6867989002761888e-01,	-3.3056509635067517e-02,	+1.6944268511342758e-01,	0.3793127586206897,	0.2758665517241380
252,	+2.6807710482495317e-01,	-3.7632827346661069e-02,	+1.7213467453692682e-01,	0.4137948275862069,	0.2758665517241380
253,	+2.6719491098420084e-01,	-4.3455567136297092e-02,	+1.7493238672438230e-01,	0.4482768965517242,	0.2758665517241380
254,	+2.6614430339872969e-01,	-4.9484348737925718e-02,	+1.7767281385607567e-01,	0.4827589655172415,	0.2758665517241380
255,	+2.6622863560789406e-01,	-4.9028413770699497e-02,	+1.7874671612254969e-01,	0.5172410344827587,	0.2758665517241380
256,	+2.6734479934937438e-01,	-4.2523259007256793e-02,	+1.7701889018121170e-01,	0.5517231034482759,	0.2758665517241380
257,	+2.6826887895308199e-01,	-3.6239766537199909e-02,	+1.7504914297386800e-01,	0.5862051724137931,	0.2758665517241380
258,	+2.6891850605906159e-01,	-3.1054580862004626e-02,	+1.7329518212936976e-01,	0.6206872413793104,	0.2758665517241380
259,	+2.6943265100694846e-01,	-2.6222846964519844e-02,	+1.7147525675495134e-01,	0.6551693103448276,	0.2758665517241380
260,	+2.6984118600098794e-01,	-2.1618347298205210e-02,	+1.6957212419167073e-01,	0.6896513793103449,	0.2758665517241380
261,	+2.7015943204053866e-01,	-1.7190875581491401e-02,	+1.6754048317112497e-01,	0.7241334482758621,	0.2758665517241380
262,	+2.7039753826568208e-01,	-1.2917135013492865e-02,	+1.6527949062306496e-01,	0.7586155172413794,	0.2758665517241380
263,	+2.7056143740179461e-01,	-8.8451901651452891e-03,	+1.6262342610831534e-01,	0.7930975862068966,	0.2758665517241380
264,	+2.7065716523407651e-01,	-5.1466297642615800e-03,	+1.5939933255476657e-01,	0.8275796551724138,	0.2758665517241380
265,	+2.7069775415356839e-01,	-2.1392859888220029e-03,	+1.5546571093163189e-01,	0.8620617241379311,	0.2758665517241380
266,	+2.7070620686524277e-01,	-2.7668552450722583e-04,	+1.5084340701477128e-01,	0.8965437931034483,	0.2758665517241380
267,	+2.7070645073644384e-01,	-1.7963118503340898e-04,	+1.4539065922188163e-01,	0.9310258620689656,	0.2758665517241380
268,	+2.7069444723346531e-01,	-2.5751336469492570e-03,	+1.3879038941430927e-01,	0.9655079310344828,	0.2758665517241380
269,	+2.7063369474840221e-01,	-6.2917325616690849e-03,	+1.3499593328158602e-01,	0.9999900000000000,	0.2758665517241380
270,	+2.7322031202718644e-01,	-6.2936633678304351e-03,	+1.3499591380655057e-01,	0.0000100000000000,	0.3103486206896552
271,	+2.7313391944144572e-01,	-9.3146526566059793e-03,	+1.3784743516397410e-01,	0.0344920689655173,	0.3103486206896552
272,	+2.7304375866070441e-01,	-1.1659139095332831e-02,	+1.4255526768763083e-01,	0.0689741379310345,	0.3103486206896552
273,	+2.7297617927090168e-01,	-1.3144640267378131e-02,	+1.4611248045390576e-01,	0.1034562068965517,	0.3103486206896552
274,	+2.7290943762341702e-01,	-1.4462646881354161e-02,	+1.4916150364892070e-01,	0.1379382758620690,	0.3103486206896552
275,	+2.7282717481661289e-01,	-1.5937922002607446e-02,	+1.5208451295769926e-01,	0.1724203448275863,	0.3103486206896552
276,	+2.7271948769128967e-01,	-1.7683855622621841e-02,	+1.5499225355994031e-01,	0.2069024137931035,	0.3103486206896552
277,	+2.7257408441441289e-01,	-1.9797940993470525e-02,	+1.5793475736667786e-01,	0.2413844827586207,	0.3103486206896552
278,	+2.7237574206757659e-01,	-2.2360630289612715e-02,	+1.6089891325653574e-01,	0.2758665517241380,	0.3103486206896552
279,	+2.7210645910135672e-01,	-2.5427817470507361e-02,	+1.6382809838397080e-01,	0.3103486206896552,	0.3103486206896552
280,	+2.7174874440245594e-01,	-2.9001308049547026e-02,	+1.6668200842397871e-01,	0.3448306896551725,	0.3103486206896552
281,	+2.7128500911888509e-01,	-3.3058247430853185e-02,	+1.6944275039453188e-01,	0.3793127586206897,	0.3103486206896552
282,	+2.7068789439608937e-01,	-3.7635316957577734e-02,	+1.7213476493149193e-01,	0.4137948275862069,	0.3103486206896552
283,	+2.6981398372604354e-01,	-4.3459315691708834e-02,	+1.7493248436091677e-01,	0.4482768965517242,	0.3103486206896552
284,	+2.6877321069920612e-01,	-4.9489848211917153e-02,	+1.7767283015000210e-01,	0.4827589655172415,	0.3103486206896552
285,	+2.6885675387832697e-01,	-4.9033776093681411e-02,	+1.7874672060880356e-01,	0.5172410344827587,	0.3103486206896552
286,	+2.6996246406505342e-01,	-4.2526812115128459e-02,	+1.7701893224040990e-01,	0.5517231034482759,	0.3103486206896552
287,	+2.7087786693490618e-01,	-3.6242027172507817e-02,	+1.7504920739400431e-01,	0.5862051724137931,	0.3103486206896552
288,	+2.7152138175656398e-01,	-3.1056066890324214e-02,	+1.7329524213840972e-01,	0.6206872413793104,	0.3103486206896552
289,	+2.7203068171182038e-01,	-2.6223812829567244e-02,	+1.7147529676117720e-01,	0.6551693103448276,	0.3103486206896552
290,	+2.7243536304008348e-01,	-2.1618959467683121e-02,	+1.6957215323424724e-01,	0.6896513793103449,	0.3103486206896552
291,	+2.7275060514537480e-01,	-1.7191244809287642e-02,	+1.6754052093892238e-01,	0.7241334482758621,	0.3103486206896552
292,	+2.7298646242335045e-01,	-1.2917336826867199e-02,	+1.6527955202344979e-01,	0.7586155172413794,	0.3103486206896552
293,	+2.7314881138822666e-01,	-8.8452907991137652e-03,	+1.6262350340004958e-01,	0.7930975862068966,	0.3103486206896552
294,	+2.7324363135753205e-01,	-5.1466833688733242e-03,	+1.5939940729955976e-01,	0.8275796551724138,	0.3103486206896552
295,	+2.7328383238607917e-01,	-2.1393233476052786e-03,	+1.5546577240355133e-01,	0.8620617241379311,	0.3103486206896552
296,	+2.7329220014730449e-01,	-2.7670368582333871e-04,	+1.5084345390702600e-01,	0.8965437931034483,	0.3103486206896552
297,	+2.7329243555725174e-01,	-1.7961859988256687e-04,	+1.4539069356034501e-01,	0.9310258620689656,	0.3103486206896552
298,	+2.7328053828299309e-01,	-2.5751195973768874e-03,	+1.3879040467298556e-01,	0.9655079310344828,	0.3103486206896552
299,	+2.7322035615448853e-01,	-6.2917432314545029e-03,	+1.3499593328322387e-01,	0.9999900000000000,	0.3103486206896552
300,	+2.7580696087774847e-01,	-6.2936737499964856e-03,	+1.3499591380477960e-01,	0.0000100000000000,	0.3448306896551725
301,	+2.7572137878302527e-01,	-9.3147565226824412e-03,	+1.3784741963436029e-01,	0.0344920689655173,	0.3448306896551725
302,	+2.7563206630030068e-01,	-1.1659304647307788e-02,	+1.4255525286104273e-01,	0.0689741379310345,	0.3448306896551725
303,	+2.7556512792627091e-01,	-1.3144741668361814e-02,	+1.4611249511950222e-01,	0.1034562068965517,	0.3448306896551725
304,	+2.7549901652576742e-01,	-1.4462747693213719e-02,	+1.4916153579303523e-01,	0.1379382758620690,	0.3448306896551725
305,	+2.7541752557774135e-01,	-1.5938099428633647e-02,	+1.5208454761580009e-01,	0.1724203448275863,	0.3448306896551725
306,	+2.7531084804400818e-01,	-1.7684124016280726e-02,	+1.5499229593695449e-01,	0.2069024137931035,	0.3448306896551725
307,	+2.7516680869190435e-01,	-1.9798302925180925e-02,	+1.5793483772157269e-01,	0.2413844827586207,	0.3448306896551725
308,	+2.7497032563311918e-01,	-2.2361126913290022e-02,	+1.6089903907475361e-01,	0.2758665517241380,	0.3448306896551725
309,	+2.7470356128150181e-01,	-2.5428558451929848e-02,	+1.6382822392752200e-01,	0.3103486206896552,	0.3448306896551725
310,	+2.7434918626400023e-01,	-2.9002429895902154e-02,	+1.6668208957626907e-01,	0.3448306896551725,	0.3448306896551725
311,	+2.7388977598983072e-01,	-3.3059903912904927e-02,	+1.6944278523508594e-01,	0.3793127586206897,	0.3448306896551725
312,	+2.7329822733276843e-01,	-3.7637702405678680e-02,	+1.7213481682838253e-01,	0.4137948275862069,	0.3448306896551725
313,	+2.7243244844974351e-01,	-4.3462917429368593e-02,	+1.7493255144624531e-01,	0.4482768965517242,	0.3448306896551725
314,	+2.7140133197215649e-01,	-4.9495139504416030e-02,	+1.7767284199641376e-01,	0.4827589655172415,	0.3448306896551725
315,	+2.7148410082668473e-01,	-4.9038932988970670e-02,	+1.7874672339599273e-01,	0.5172410344827587,	0.3448306896551725
316,	+2.7257954793364875e-01,	-4.2530216904826688e-02,	+1.7701895985669674e-01,	0.5517231034482759,	0.3448306896551725
317,	+2.7348643316433935e-01,	-3.6244178875301167e-02,	+1.7504925545251585e-01,	0.5862051724137931,	0.3448306896551725
318,	+2.7412394809578111e-01,	-3.1057467824470136e-02,	+1.7329528959616022e-01,	0.6206872413793104,	0.3448306896551725
319,	+2.7462849197607331e-01,	-2.6224713116300029e-02,	+1.7147532443687374e-01,	0.6551693103448276,	0.3448306896551725
320,	+2.7502939028027140e-01,	-2.1619522409776628e-02,	+1.6957216829203037e-01,	0.6896513793103449,	0.3448306896551725
321,	+2.7534168354102534e-01,	-1.7191577732047315e-02,	+1.6754054340342170e-01,	0.7241334482758621,	0.3448306896551725
322,	+2.7557533316697835e-01,	-1.2917511653224063e-02,	+1.6527959830171940e-01,	0.7586155172413794,	0.3448306896551725
323,	+2.7573616040064636e-01,	-8.8453713985138412e-03,	+1.6262356637849798e-01,	0.7930975862068966,	0.3448306896551725
324,	+2.7583008908533935e-01,	-5.1467225679131499e-03,	+1.5939946878383054e-01,	0.8275796551724138,	0.3448306896551725
325,	+2.7586990920009580e-01,	-2.1393508859317602e-03,	+1.5546582255268929e-01,	0.8620617241379311,	0.3448306896551725
326,	+2.7587819341193304e-01,	-2.7671460421179513e-04,	+1.5084349268474384e-01,	0.8965437931034483,	0.3448306896551725
327,	+2.7587842037129023e-01,	-1.7959977896859957e-04,	+1.4539072387125038e-01,	0.9310258620689656,	0.3448306896551725
328,	+2.7586662718034871e-01,	-2.5751028169087062e-03,	+1.3879041913786902e-01,	0.9655079310344828,	0.3448306896551725
329,	+2.7580700459154595e-01,	-6.2917536027082329e-03,	+1.3499593328508500e-01,	0.9999900000000000,	0.3448306896551725
330,	+2.7839359711285205e-01,	-6.2936838444079867e-03,	+1.3499591380285525e-01,	0.0000100000000000,	0.3793127586206897
331,	+2.7830881035340055e-01,	-9.3148649362604190e-03,	+1.3784740351666677e-01,	0.0344920689655173,	0.3793127586206897
332,	+2.7822033013399289e-01,	-1.1659482629609813e-02,	+1.4255523582333285e-01,	0.0689741379310345,	0.3793127586206897
333,	+2.7815402072654355e-01,	-1.3144858356209908e-02,	+1.4611250528971481e-01,	0.1034562068965517,	0.3793127586206897
334,	+2.7808852814481466e-01,	-1.4462857764323090e-02,	+1.4916156293188593e-01,	0.1379382758620690,	0.3793127586206897
335,	+2.7800779534547310e-01,	-1.5938274544248211e-02,	+1.5208457841370979e-01,	0.1724203448275863,	0.3793127586206897
336,	+2.7790210938373977e-01,	-1.7684378393382889e-02,	+1.5499233551287797e-01,	0.2069024137931035,	0.3793127586206897
337,	+2.7775940933307514e-01,	-1.9798641025115658e-02,	+1.5793491386649863e-01,	0.2413844827586207,	0.3793127586206897
338,	+2.7756475174427703e-01,	-2.2361590790057853e-02,	+1.6089915698475260e-01,	0.2758665517241380,	0.3793127586206897
339,	+2.7730046013257842e-01,	-2.5429255880570649e-02,	+1.6382833761826648e-01,	0.3103486206896552,	0.3793127586206897
340,	+2.7694936391372538e-01,	-2.9003494665431073e-02,	+1.6668215467858244e-01,	0.3448306896551725,	0.3793127586206897
341,	+2.7649419968360633e-01,	-3.3061486712232524e-02,	+1.6944279845229601e-01,	0.3793127586206897,	0.3793127586206897
342,	+2.7590811533687887e-01,	-3.7639992933633439e-02,	+1.7213483972532070e-01,	0.4137948275862069,	0.3793127586206897
343,	+2.7505032044367866e-01,	-4.3466385523924574e-02,	+1.7493259365269959e-01,	0.4482768965517242,	0.3793127586206897
344,	+2.7402868664747565e-01,	-4.9500240317900464e-02,	+1.7767284984291243e-01,	0.4827589655172415,	0.3793127586206897
345,	+2.7411069552351913e-01,	-4.9043901896482910e-02,	+1.7874672518484089e-01,	0.5172410344827587,	0.3793127586206897
346,	+2.7519606549894438e-01,	-4.2533486529288678e-02,	+1.7701897856943344e-01,	0.5517231034482759,	0.3793127586206897
347,	+2.7609458806987869e-01,	-3.6246233285857264e-02,	+1.7504929180982845e-01,	0.5862051724137931,	0.3793127586206897
348,	+2.7672621255041674e-01,	-3.1058794854156066e-02,	+1.7329532643264273e-01,	0.6206872413793104,	0.3793127586206897
349,	+2.7722608711874236e-01,	-2.6225557111903927e-02,	+1.7147534214389426e-01,	0.6551693103448276,	0.3793127586206897
350,	+2.7762327138441073e-01,	-2.1620043011302121e-02,	+1.6957217308709296e-01,	0.6896513793103449,	0.3793127586206897
351,	+2.7793266955601253e-01,	-1.7191879527497705e-02,	+1.6754055469636539e-01,	0.7241334482758621,	0.3793127586206897
352,	+2.7816415176860182e-01,	-1.2917664214032688e-02,	+1.6527963253395433e-01,	0.7586155172413794,	0.3793127586206897
353,	+2.7832348499977355e-01,	-8.8454362326053724e-03,	+1.6262361719217616e-01,	0.7930975862068966,	0.3793127586206897
354,	+2.7841653859587057e-01,	-5.1467503648512753e-03,	+1.5939951910736425e-01,	0.8275796551724138,	0.3793127586206897
355,	+2.7845598462521559e-01,	-2.1393698833218986e-03,	+1.5546586357202871e-01,	0.8620617241379311,	0.3793127586206897
356,	+2.7846418665860406e-01,	-2.7671923175998434e-04,	+1.5084352504483295e-01,	0.8965437931034483,	0.3793127586206897
357,	+2.7846440517723026e-01,	-1.7957703015207609e-04,	+1.4539075069879628e-01,	0.9310258620689656,	0.3793127586206897
358,	+2.7845271397154081e-01,	-2.5750848162129363e-03,	+1.3879043271360095e-01,	0.9655079310344828,	0.3793127586206897
359,	+2.7839364042082299e-01,	-6.2917636864972537e-03,	+1.3499593328709433e-01,	0.9999900000000000,	0.3793127586206897
360,	+2.8098022108066656e-01,	-6.2936936615838072e-03,	+1.3499591380085887e-01,	0.0000100000000000,	0.4137948275862069
361,	+2.8089621507413576e-01,	-9.3149732497408034e-03,	+1.3784738746168007e-01,	0.0344920689655173,	0.4137948275862069
362,	+2.8080855164075469e-01,	-1.1659666594252240e-02,	+1.4255521683423036e-01,	0.0689741379310345,	0.4137948275862069
363,	+2.8074285923004766e-01,	-1.3144990050417912e-02,	+1.4611250968759473e-01,	0.1034562068965517,	0.4137948275862069
364,	+2.8067797426757402e-01,	-1.4462978554713136e-02,	+1.4916158423238457e-01,	0.1379382758620690,	0.4137948275862069
365,	+2.8059798640637584e-01,	-1.5938446581946462e-02,	+1.5208460678373825e-01,	0.1724203448275863,	0.4137948275862069
366,	+2.8049327453671491e-01,	-1.7684617450648744e-02,	+1.5499237570113014e-01,	0.2069024137931035,	0.4137948275862069
367,	+2.8035188966120128e-01,	-1.9798956804901003e-02,	+1.5793498839745693e-01,	0.2413844827586207,	0.4137948275862069
368,	+2.8015902431290368e-01,	-2.2362027715531370e-02,	+1.6089926732712348e-01,	0.2758665517241380,	0.4137948275862069
369,	+2.7989716059500008e-01,	-2.5429917674063190e-02,	+1.6382844015013609e-01,	0.3103486206896552,	0.4137948275862069
370,	+2.7954928390155315e-01,	-2.9004510291660523e-02,	+1.6668220801856928e-01,	0.3448306896551725,	0.4137948275862069
371,	+2.7909828891250404e-01,	-3.3063003390831451e-02,	+1.6944279886341931e-01,	0.3793127586206897,	0.4137948275862069
372,	+2.7851756968296043e-01,	-3.7642197681951907e-02,	+1.7213484312007274e-01,	0.4137948275862069,	0.4137948275862069
373,	+2.7766761443941618e-01,	-4.3469732993818788e-02,	+1.7493261665263915e-01,	0.4482768965517242,	0.4137948275862069
374,	+2.7665529344974493e-01,	-4.9505168125816720e-02,	+1.7767285413710349e-01,	0.4827589655172415,	0.4137948275862069
375,	+2.7673655634692484e-01,	-4.9048700033503388e-02,	+1.7874672667607458e-01,	0.5172410344827587,	0.4137948275862069
376,	+2.7781203077478073e-01,	-4.2536633995828535e-02,	+1.7701899391800199e-01,	0.5517231034482759,	0.4137948275862069
377,	+2.7870234169894492e-01,	-3.6248201955431943e-02,	+1.7504932112638824e-01,	0.5862051724137931,	0.4137948275862069
378,	+2.7932818232051987e-01,	-3.1060059114097201e-02,	+1.7329535457788972e-01,	0.6206872413793104,	0.4137948275862069
379,	+2.7982347226379434e-01,	-2.6226354070664586e-02,	+1.7147535224410035e-01,	0.6551693103448276,	0.4137948275862069
380,	+2.8021700988086945e-01,	-2.1620528140646512e-02,	+1.6957217134151747e-01,	0.6896513793103449,	0.4137948275862069
381,	+2.8052356543328338e-01,	-1.7192155364203907e-02,	+1.6754055894951322e-01,	0.7241334482758621,	0.4137948275862069
382,	+2.8075291945347314e-01,	-1.2917799227091922e-02,	+1.6527965779626799e-01,	0.7586155172413794,	0.4137948275862069
383,	+2.8091078572569517e-01,	-8.8454895696641993e-03,	+1.6262365798964626e-01,	0.7930975862068966,	0.4137948275862069
384,	+2.8100298006093560e-01,	-5.1467697631237064e-03,	+1.5939956036999778e-01,	0.8275796551724138,	0.4137948275862069
385,	+2.8104205868995313e-01,	-2.1393816194299636e-03,	+1.5546589765460075e-01,	0.8620617241379311,	0.4137948275862069
386,	+2.8105017988681935e-01,	-2.7671852065280794e-04,	+1.5084355268423549e-01,	0.8965437931034483,	0.4137948275862069
387,	+2.8105038997379411e-01,	-1.7955266134125740e-04,	+1.4539077458719302e-01,	0.9310258620689656,	0.4137948275862069
388,	+2.8103879870088438e-01,	-2.5750671059387407e-03,	+1.3879044530482290e-01,	0.9655079310344828,	0.4137948275862069
389,	+2.8098026399027609e-01,	-6.2917734933829053e-03,	+1.3499593328917711e-01,	0.9999900000000000,	0.4137948275862069
390,	+2.8356683311666647e-01,	-6.2937032115642734e-03,	+1.3499591379887182e-01,	0.0000100000000000,	0.4482768965517242
391,	+2.8348359383320981e-01,	-9.3150768137843318e-03,	+1.3784737212020695e-01,	0.0344920689655173,	0.4482768965517242
392,	+2.8339673224566891e-01,	-1.1659850089801263e-02,	+1.4255519615353032e-01,	0.0689741379310345,	0.4482768965517242
393,	+2.8333164493831881e-01,	-1.3145136466098899e-02,	+1.4611250703629902e-01,	0.1034562068965517,	0.4482768965517242
394,	+2.8326735661595054e-01,	-1.4463111518779973e-02,	+1.4916159886155714e-01,	0.1379382758620690,	0.4482768965517242
395,	+2.8318810096373875e-01,	-1.5938614766454171e-02,	+1.5208463415829004e-01,	0.1724203448275863,	0.4482768965517242
396,	+2.8308434622626910e-01,	-1.7684839874156828e-02,	+1.5499241991519763e-01,	0.2069024137931035,	0.4482768965517242
397,	+2.8294425287860991e-01,	-1.9799251761791474e-02,	+1.5793506391051412e-01,	0.2413844827586207,	0.4482768965517242
398,	+2.8275314710855348e-01,	-2.2362443465534024e-02,	+1.6089937044253316e-01,	0.2758665517241380,	0.4482768965517242
399,	+2.8249366742961185e-01,	-2.5430551721208519e-02,	+1.6382853221712546e-01,	0.3103486206896552,	0.4482768965517242
400,	+2.8214895253960387e-01,	-2.9005484664703710e-02,	+1.6668225388392141e-01,	0.3448306896551725,	0.4482768965517242
401,	+2.8170205207295451e-01,	-3.3064461445304442e-02,	+1.6944279528574491e-01,	0.3793127586206897,	0.4482768965517242
402,	+2.8112660123753003e-01,	-3.7644325694389760e-02,	+1.7213483651043474e-01,	0.4137948275862069,	0.4482768965517242
403,	+2.8028434463680790e-01,	-4.3472972709587401e-02,	+1.7493262611844532e-01,	0.4482768965517242,	0.4482768965517242
404,	+2.7928117042989242e-01,	-4.9509940184759578e-02,	+1.7767285532659435e-01,	0.4827589655172415,	0.4482768965517242
405,	+2.7936170101363306e-01,	-4.9053344406525735e-02,	+1.7874672857042237e-01,	0.5172410344827587,	0.4482768965517242
406,	+2.8042745726895391e-01,	-4.2539672173870439e-02,	+1.7701901144180168e-01,	0.5517231034482759,	0.4482768965517242
407,	+2.8130970373513065e-01,	-3.6250096350951222e-02,	+1.7504934806265804e-01,	0.5862051724137931,	0.4482768965517242
408,	+2.8192986434490336e-01,	-3.1061271686872744e-02,	+1.7329537596194042e-01,	0.6206872413793104,	0.4482768965517242
409,	+2.8242065234900016e-01,	-2.6227113215647715e-02,	+1.7147535709935410e-01,	0.6551693103448276,	0.4482768965517242
410,	+2.8281060916965023e-01,	-2.1620984648671921e-02,	+1.6957216677738324e-01,	0.6896513793103449,	0.4482768965517242
411,	+2.8311437333411443e-01,	-1.7192410401977221e-02,	+1.6754056029462711e-01,	0.7241334482758621,	0.4482768965517242
412,	+2.8334163740220053e-01,	-1.2917921406651748e-02,	+1.6527967716479564e-01,	0.7586155172413794,	0.4482768965517242
413,	+2.8349806309881065e-01,	-8.8455356769688142e-03,	+1.6262369091950996e-01,	0.7930975862068966,	0.4482768965517242
414,	+2.8358941364608359e-01,	-5.1467837660743154e-03,	+1.5939959467161183e-01,	0.8275796551724138,	0.4482768965517242
415,	+2.8362813142179005e-01,	-2.1393873739843890e-03,	+1.5546592699347295e-01,	0.8620617241379311,	0.4482768965517242
416,	+2.8363617309610467e-01,	-2.7671342312648935e-04,	+1.5084357729991649e-01,	0.8965437931034483,	0.4482768965517242
417,	+2.8363637475975345e-01,	-1.7952898046413017e-04,	+1.4539079608066111e-01,	0.9310258620689656,	0.4482768965517242
418,	+2.8362488141107783e-01,	-2.5750511967059307e-03,	+1.3879045681617824e-01,	0.9655079310344828,	0.4482768965517242
419,	+2.8356687563517452e-01,	-6.2917830334484233e-03,	+1.3499593329125859e-01,	0.9999900000000000,	0.4482768965517242
420,	+2.8615343354420514e-01,	-6.2937125039369789e-03,	+1.3499591379697529e-01,	0.0000100000000000,	0.4827589655172415
421,	+2.8607094748653228e-01,	-9.3151709773936584e-03,	+1.3784735814306320e-01,	0.0344920689655173,	0.4827589655172415
422,	+2.8598487332236405e-01,	-1.1660026661540788e-02,	+1.4255517404106768e-01,	0.0689741379310345,	0.4827589655172415
423,	+2.8592037929866598e-01,	-1.3145297314178517e-02,	+1.4611249605905530e-01,	0.1034562068965517,	0.4827589655172415
424,	+2.8585667684967947e-01,	-1.4463258105529512e-02,	+1.4916160598650274e-01,	0.1379382758620690,	0.4827589655172415
425,	+2.8577814114133371e-01,	-1.5938778315074995e-02,	+1.5208466196982115e-01,	0.1724203448275863,	0.4827589655172415
426,	+2.8567532707748799e-01,	-1.7685044339832506e-02,	+1.5499247156859688e-01,	0.2069024137931035,	0.4827589655172415
427,	+2.8553650207213771e-01,	-1.9799527379338981e-02,	+1.5793514300177330e-01,	0.2413844827586207,	0.4827589655172415
428,	+2.8534712376490234e-01,	-2.2362843797028579e-02,	+1.6089946667170563e-01,	0.2758665517241380,	0.4827589655172415
429,	+2.8508998522578644e-01,	-2.5431165883359579e-02,	+1.6382861451327657e-01,	0.3103486206896552,	0.4827589655172415
430,	+2.8474837591290386e-01,	-2.9006425633398340e-02,	+1.6668229656235647e-01,	0.3448306896551725,	0.4827589655172415
431,	+2.8430549725972826e-01,	-3.3065868310154178e-02,	+1.6944279653657707e-01,	0.3793127586206897,	0.4827589655172415
432,	+2.8373522047738342e-01,	-3.7646385922889790e-02,	+1.7213482939421976e-01,	0.4137948275862069,	0.4827589655172415
433,	+2.8290052472776223e-01,	-4.3476117401481829e-02,	+1.7493262772251508e-01,	0.4482768965517242,	0.4827589655172415
434,	+2.8190633499519691e-01,	-4.9514573545699263e-02,	+1.7767285385899362e-01,	0.4827589655172415,	0.4827589655172415
