"index",	"x_prescribed",	"y_prescribed",	"z_prescribed",	"x_match",	"y_match",	"z_match",	"u",	"v"
572820,	+2.760480121130010e-01,	-4.696223868895770e-02,	+1.783122137898000e-01,	+2.760489688818568e-01,	-4.696153359985033e-02,	+1.783000014652607e-01,	0.530009908741054,	0.400151580955962
572821,	+2.759901054437730e-01,	-4.730055291129000e-02,	+1.783970531111230e-01,	+2.759910725717045e-01,	-4.729968627458553e-02,	+1.783849458240912e-01,	0.528168931811999,	0.400150523865404
572822,	+2.759355826322770e-01,	-4.761670960679670e-02,	+1.784728435787250e-01,	+2.759365574752649e-01,	-4.761558637788990e-02,	+1.784611665309907e-01,	0.526392917849622,	0.400148887828851
452484,	+2.758844565254940e-01,	-4.791115793108850e-02,	+1.785398230557360e-01,	+2.758854376958649e-01,	-4.790968640702297e-02,	+1.785289726409471e-01,	0.524681510422892,	0.400146819676212
406416,	+2.813261519557140e-01,	-3.084785651157730e-02,	+1.732208586037530e-01,	+2.813268448716499e-01,	-3.084586776846621e-02,	+1.732181608651558e-01,	0.622162652845855,	0.440079429073425
574311,	+2.812571599787380e-01,	-3.146934160223550e-02,	+1.734416887953940e-01,	+2.812578436280206e-01,	-3.146709191635290e-02,	+1.734396916331146e-01,	0.617855568323426,	0.440078187562777
574312,	+2.811853060269420e-01,	-3.210390724559730e-02,	+1.736638108045550e-01,	+2.811860185606171e-01,	-3.210128847952611e-02,	+1.736626769105431e-01,	0.613490759156568,	0.440077460728442
574313,	+2.811107289725100e-01,	-3.274985687215880e-02,	+1.738864627090780e-01,	+2.811114632356059e-01,	-3.274683801789156e-02,	+1.738863234609586e-01,	0.609082061342612,	0.440077406463580
574314,	+2.810337697384030e-01,	-3.340365488949480e-02,	+1.741084575548830e-01,	+2.810345028139372e-01,	-3.340027216582745e-02,	+1.741093326193717e-01,	0.604662507122277,	0.440078225731177
574315,	+2.809548176909260e-01,	-3.406150253168860e-02,	+1.743287120122290e-01,	+2.809555612849303e-01,	-3.405775541772550e-02,	+1.743306219892121e-01,	0.600271673290766,	0.440079561582759
574316,	+2.808743174870430e-01,	-3.471949250362550e-02,	+1.745462203960310e-01,	+2.808750734940514e-01,	-3.471538370922103e-02,	+1.745490983780243e-01,	0.595948421395380,	0.440081208699903
574317,	+2.807926378947750e-01,	-3.537464895667790e-02,	+1.747603654528000e-01,	+2.807934034224586e-01,	-3.537024428320286e-02,	+1.747640734078160e-01,	0.591721929507248,	0.440083229988153
574318,	+2.807100286280270e-01,	-3.602501614212730e-02,	+1.749708727731260e-01,	+2.807108069397512e-01,	-3.602038092511888e-02,	+1.749752156343707e-01,	0.587611858518042,	0.440085526132061
574319,	+2.806267836288560e-01,	-3.666850547113600e-02,	+1.751774012611830e-01,	+2.806275753642028e-01,	-3.666371019051189e-02,	+1.751821713353838e-01,	0.583635310872282,	0.440087982200671
574320,	+2.805432096459330e-01,	-3.730314896263050e-02,	+1.753796728574920e-01,	+2.805440091761076e-01,	-3.729826803417084e-02,	+1.753846307607128e-01,	0.579805171560962,	0.440090504672017
574321,	+2.804595588248690e-01,	-3.792746054919290e-02,	+1.755775313810810e-01,	+2.804603738275993e-01,	-3.792257874644875e-02,	+1.755824305174763e-01,	0.576128099767576,	0.440093082399800
574322,	+2.803760614293010e-01,	-3.854037119253820e-02,	+1.757708818430560e-01,	+2.803768891659014e-01,	-3.853554777900008e-02,	+1.757755047016606e-01,	0.572605707720668,	0.440095495045896
574323,	+2.802928991276780e-01,	-3.914113232687770e-02,	+1.759597337280300e-01,	+2.802937406570503e-01,	-3.913643363831354e-02,	+1.759638525326536e-01,	0.569236810287265,	0.440097745349729
574324,	+2.802101174486680e-01,	-3.972997155314140e-02,	+1.761443444442460e-01,	+2.802109702865364e-01,	-3.972547956833165e-02,	+1.761476940740836e-01,	0.566021333501719,	0.440101265993457
574325,	+2.801278153786190e-01,	-4.030670714192280e-02,	+1.763248133377300e-01,	+2.801286792540523e-01,	-4.030247692426502e-02,	+1.763272270595263e-01,	0.562943212247093,	0.440103687988124
574326,	+2.800460854400280e-01,	-4.087117047334530e-02,	+1.765012130003170e-01,	+2.800469560708206e-01,	-4.086727121060722e-02,	+1.765024661970889e-01,	0.560008041867438,	0.440107221998488
574327,	+2.799650132063910e-01,	-4.142322522761960e-02,	+1.766735886777960e-01,	+2.799658964310566e-01,	-4.141969038098219e-02,	+1.766735431864564e-01,	0.557198923664850,	0.440109322182699
574328,	+2.798847500985420e-01,	-4.196229975366650e-02,	+1.768418405467380e-01,	+2.798856462611470e-01,	-4.195918538500070e-02,	+1.768403053156422e-01,	0.554524170742043,	0.440112641743656
574329,	+2.798053542747850e-01,	-4.248855916640200e-02,	+1.770057366529950e-01,	+2.798062529498264e-01,	-4.248589302834480e-02,	+1.770026892894762e-01,	0.551961093577005,	0.440115146964413
574330,	+2.797268776215970e-01,	-4.300224412478900e-02,	+1.771648924438890e-01,	+2.797278015006163e-01,	-4.299997042419121e-02,	+1.771604128905447e-01,	0.549491067510698,	0.440117288576215
574331,	+2.796494759929630e-01,	-4.350287249260460e-02,	+1.773188242252990e-01,	+2.796504021219517e-01,	-4.350096201917193e-02,	+1.773130279635521e-01,	0.547101858895853,	0.440118883899812
574332,	+2.795732461082990e-01,	-4.399023282927500e-02,	+1.774671807302110e-01,	+2.795741874714986e-01,	-4.398867909893180e-02,	+1.774600048396117e-01,	0.544781480078590,	0.440121837630767
574333,	+2.794983774113900e-01,	-4.446350960749300e-02,	+1.776094408266920e-01,	+2.794993289091733e-01,	-4.446227302555916e-02,	+1.776010122911794e-01,	0.542521914237026,	0.440124265919793
574334,	+2.794251507619060e-01,	-4.492141685472500e-02,	+1.777449968326260e-01,	+2.794261233388044e-01,	-4.492043307499799e-02,	+1.777354653327924e-01,	0.540320613766156,	0.440126405616996
574335,	+2.793537742934930e-01,	-4.536303792605140e-02,	+1.778734103173140e-01,	+2.793547462895005e-01,	-4.536225923006709e-02,	+1.778629285611208e-01,	0.538174227963848,	0.440127699299061
574336,	+2.792845439255590e-01,	-4.578702388508610e-02,	+1.779941162993650e-01,	+2.792855290657709e-01,	-4.578637915671547e-02,	+1.779828650262129e-01,	0.536082820924979,	0.440128554089449
574337,	+2.792178499204740e-01,	-4.619156978995520e-02,	+1.781064616619260e-01,	+2.792188410054576e-01,	-4.619098245740906e-02,	+1.780946642775051e-01,	0.534049919948115,	0.440128831372524
574338,	+2.791539038699980e-01,	-4.657580549147550e-02,	+1.782102275052920e-01,	+2.791549038074156e-01,	-4.657521250547492e-02,	+1.781980381738679e-01,	0.532075705849788,	0.440128434567480
574339,	+2.790930069467780e-01,	-4.693856072853540e-02,	+1.783049570483700e-01,	+2.790940177389681e-01,	-4.693787203796224e-02,	+1.782926658850977e-01,	0.530163587448200,	0.440127519841609
574340,	+2.790354509893630e-01,	-4.727865922794320e-02,	+1.783905017949120e-01,	+2.790364693973328e-01,	-4.727780631550492e-02,	+1.783783199344414e-01,	0.528318640648060,	0.440126120303548
574341,	+2.789812682383490e-01,	-4.759641129085060e-02,	+1.784669506175750e-01,	+2.789822942038627e-01,	-4.759529806939700e-02,	+1.784552160506546e-01,	0.526540046287756,	0.440124179731266
453562,	+2.789304647577120e-01,	-4.789231252151450e-02,	+1.785345527210280e-01,	+2.789315021590790e-01,	-4.789085185269954e-02,	+1.785236829287166e-01,	0.524827273658954,	0.440121898955683
407516,	+2.843566101800750e-01,	-3.072400220548120e-02,	+1.731761008518890e-01,	+2.843573497737531e-01,	-3.072209221936222e-02,	+1.731732108453344e-01,	0.623034421038051,	0.480068624182236
575830,	+2.842882999999090e-01,	-3.134842607296060e-02,	+1.733985948776940e-01,	+2.842890493184504e-01,	-3.134628481590544e-02,	+1.733963463857960e-01,	0.618701517017586,	0.480067560334588
575831,	+2.842171318963670e-01,	-3.198610727449940e-02,	+1.736224135162340e-01,	+2.842178952835606e-01,	-3.198359989065204e-02,	+1.736209647750918e-01,	0.614310106349247,	0.480066553491269
575832,	+2.841432297239020e-01,	-3.263544395503320e-02,	+1.738468344257680e-01,	+2.841439915148781e-01,	-3.263255913932241e-02,	+1.738463639858271e-01,	0.609872441339184,	0.480065857781795
575833,	+2.840669288633490e-01,	-3.329289614058340e-02,	+1.740706154758590e-01,	+2.840677125408867e-01,	-3.328959387869478e-02,	+1.740712269703606e-01,	0.605419558651256,	0.480065931868537
575834,	+2.839886184272020e-01,	-3.395460196259140e-02,	+1.742926287435740e-01,	+2.839894129166102e-01,	-3.395092568180422e-02,	+1.742943049827034e-01,	0.600992770525635,	0.480066717375220
575835,	+2.839087401659170e-01,	-3.461660899307440e-02,	+1.745118586715900e-01,	+2.839095589181288e-01,	-3.461263909926948e-02,	+1.745145167708814e-01,	0.596632195124458,	0.480068459312173
575836,	+2.838276599747960e-01,	-3.527591380355540e-02,	+1.747276843152450e-01,	+2.838284511779955e-01,	-3.527160707256072e-02,	+1.747311706180453e-01,	0.592367637269749,	0.480069663468650
575837,	+2.837456345327500e-01,	-3.593047140972990e-02,	+1.749398047607350e-01,	+2.837464641923653e-01,	-3.592590563775802e-02,	+1.749439478535271e-01,	0.588218904742367,	0.480071892627837
575838,	+2.836629617789190e-01,	-3.657812841357430e-02,	+1.751478721466560e-01,	+2.836638055158572e-01,	-3.657337751383133e-02,	+1.751524740323376e-01,	0.584203893517312,	0.480073845868052
575839,	+2.835799473204110e-01,	-3.721690136038240e-02,	+1.753516059432120e-01,	+2.835808036075962e-01,	-3.721207365395633e-02,	+1.753564484052069e-01,	0.580335681608555,	0.480075869815869
575840,	+2.834968458494960e-01,	-3.784526438967000e-02,	+1.755508505891290e-01,	+2.834977071148657e-01,	-3.784040897678370e-02,	+1.755556775885095e-01,	0.576621820631214,	0.480077578426378
575841,	+2.834138811652220e-01,	-3.846218242489690e-02,	+1.757455359684320e-01,	+2.834147573966962e-01,	-3.845737374123064e-02,	+1.757501277372813e-01,	0.573063610863367,	0.480079215371524
575842,	+2.833312326064040e-01,	-3.906691880894410e-02,	+1.759356697958230e-01,	+2.833321638815240e-01,	-3.906224220836466e-02,	+1.759397486149226e-01,	0.569666471493056,	0.480082486248772
575843,	+2.832489467902940e-01,	-3.965968823622530e-02,	+1.761215346095130e-01,	+2.832498477224089e-01,	-3.965520592688722e-02,	+1.761248811816690e-01,	0.566417465550196,	0.480084443967215
575844,	+2.831671245334600e-01,	-4.024030013348970e-02,	+1.763032106350800e-01,	+2.831680334456597e-01,	-4.023611744001843e-02,	+1.763056534057374e-01,	0.563309973575723,	0.480086482741931
575845,	+2.830858618918020e-01,	-4.080855545938960e-02,	+1.764807764767920e-01,	+2.830868003204106e-01,	-4.080465608612557e-02,	+1.764820625565691e-01,	0.560347299109607,	0.480089725187905
575846,	+2.830052495837540e-01,	-4.136428342428560e-02,	+1.766542692124250e-01,	+2.830061887108087e-01,	-4.136074821847625e-02,	+1.766542606012302e-01,	0.557514626417799,	0.480091691135830
575847,	+2.829254382467630e-01,	-4.190691562938510e-02,	+1.768236044490780e-01,	+2.829263888925585e-01,	-4.190379224274880e-02,	+1.768221265315386e-01,	0.554812889333787,	0.480093740117486
575848,	+2.828464848600830e-01,	-4.243662206346660e-02,	+1.769885959411220e-01,	+2.828474574957136e-01,	-4.243394694089568e-02,	+1.769855841797472e-01,	0.552230206563860,	0.480096362209804
575849,	+2.827684393657700e-01,	-4.295366460718250e-02,	+1.771488564871820e-01,	+2.827694109574629e-01,	-4.295139484396410e-02,	+1.771443790082729e-01,	0.549742307243694,	0.480097975009442
575850,	+2.826914509439020e-01,	-4.345760196830580e-02,	+1.773038996252620e-01,	+2.826924313429197e-01,	-4.345570496576781e-02,	+1.772980658162521e-01,	0.547336605052015,	0.480099411786891
575851,	+2.826156194428380e-01,	-4.394819828155680e-02,	+1.774533631115480e-01,	+2.826166095350523e-01,	-4.394662904718654e-02,	+1.774462362396275e-01,	0.545001583601793,	0.480100976705513
575852,	+2.825411399265190e-01,	-4.442459294346040e-02,	+1.775967052462710e-01,	+2.825421704993765e-01,	-4.442338128781249e-02,	+1.775883048181155e-01,	0.542728690853267,	0.480103584911007
575853,	+2.824682915499650e-01,	-4.488549714587940e-02,	+1.777333122333780e-01,	+2.824693056945407e-01,	-4.488452166183367e-02,	+1.777237714890346e-01,	0.540515459621436,	0.480104864191079
575854,	+2.823972907594040e-01,	-4.532993355660170e-02,	+1.778627223723320e-01,	+2.823983147264951e-01,	-4.532916578616672e-02,	+1.778522046238407e-01,	0.538358369582435,	0.480105946719310
575855,	+2.823284349804950e-01,	-4.575652899799060e-02,	+1.779843725865800e-01,	+2.823294731807490e-01,	-4.575590058196584e-02,	+1.779730557130506e-01,	0.536257612981204,	0.480106454588756
575856,	+2.822621099300370e-01,	-4.616349175137910e-02,	+1.780975964834880e-01,	+2.822631537726056e-01,	-4.616292147286781e-02,	+1.780857171920140e-01,	0.534216646675380,	0.480106350612994
575857,	+2.821985335721720e-01,	-4.654990216877500e-02,	+1.782021790338150e-01,	+2.821995869560632e-01,	-4.654933537237852e-02,	+1.781898932736911e-01,	0.532235826350289,	0.480105596585432
575858,	+2.821380016847530e-01,	-4.691461460948960e-02,	+1.782976598846050e-01,	+2.821390646426077e-01,	-4.691395354048394e-02,	+1.782852694175113e-01,	0.530318545089055,	0.480104286515667
575859,	+2.820807966593900e-01,	-4.725649726172590e-02,	+1.783839085709740e-01,	+2.820818639393505e-01,	-4.725566735248146e-02,	+1.783716349425896e-01,	0.528469688313287,	0.480102459610957
575860,	+2.820269541736680e-01,	-4.757584430988920e-02,	+1.784610152207530e-01,	+2.820280285968211e-01,	-4.757474979728832e-02,	+1.784492090120783e-01,	0.526688576797379,	0.480100143340092
454640,	+2.819764735090940e-01,	-4.787319802663620e-02,	+1.785292395190220e-01,	+2.819775492309747e-01,	-4.787172866433868e-02,	+1.785183337053999e-01,	0.524974680457502,	0.480097324906808
408616,	+2.873861532091680e-01,	-3.060037323908060e-02,	+1.731312381767940e-01,	+2.873869462142381e-01,	-3.059853672368716e-02,	+1.731281726325419e-01,	0.623905451914256,	0.520066288414426
577349,	+2.873185123552000e-01,	-3.122772818156710e-02,	+1.733553909249680e-01,	+2.873193192670495e-01,	-3.122560922227029e-02,	+1.733529974727649e-01,	0.619546145513612,	0.520064856542436
577350,	+2.872480173793850e-01,	-3.186851103374810e-02,	+1.735809179927120e-01,	+2.872488328245761e-01,	-3.186605125225624e-02,	+1.735793578371020e-01,	0.615126981121088,	0.520063564402867
577351,	+2.871747771500000e-01,	-3.252122210182100e-02,	+1.738071155779760e-01,	+2.871755960967127e-01,	-3.251839864740494e-02,	+1.738064595619570e-01,	0.610661019745544,	0.520063323752220
577352,	+2.870991215774560e-01,	-3.318231596535480e-02,	+1.740326899076110e-01,	+2.870999772460380e-01,	-3.317908573688136e-02,	+1.740330666611538e-01,	0.606176920582818,	0.520063980711950
577353,	+2.870214396046560e-01,	-3.384786525156860e-02,	+1.742564753203770e-01,	+2.870222906773885e-01,	-3.384425983145489e-02,	+1.742579565915742e-01,	0.601714673918134,	0.520064448249828
577354,	+2.869421701596470e-01,	-3.451387492453300e-02,	+1.744774394575430e-01,	+2.869430265167869e-01,	-3.450988589809506e-02,	+1.744799750512907e-01,	0.597315298660360,	0.520065273953441
577355,	+2.868616763251230e-01,	-3.517731434639540e-02,	+1.746949564692030e-01,	+2.868625455800491e-01,	-3.517301748594701e-02,	+1.746983677662932e-01,	0.593011270223225,	0.520067010756677
577356,	+2.867802217794850e-01,	-3.583604940566710e-02,	+1.749086984989660e-01,	+2.867811108510124e-01,	-3.583150408672261e-02,	+1.749127951319437e-01,	0.588823678090608,	0.520069132973603
577357,	+2.866981084952080e-01,	-3.648786132759660e-02,	+1.751183130917820e-01,	+2.866990093444993e-01,	-3.648311497792430e-02,	+1.751228972234432e-01,	0.584770200875004,	0.520071047253573
577358,	+2.866156409733980e-01,	-3.713075160968750e-02,	+1.753235157702990e-01,	+2.866165487796719e-01,	-3.712591476817448e-02,	+1.753283820038203e-01,	0.580864104957762,	0.520072887895106
577359,	+2.865330764801980e-01,	-3.776315463295600e-02,	+1.755241515764960e-01,	+2.865339880169356e-01,	-3.775828237536423e-02,	+1.755290493754158e-01,	0.577113392819111,	0.520074377891193
577360,	+2.864506323688920e-01,	-3.838406907972990e-02,	+1.757201760800320e-01,	+2.864515631285286e-01,	-3.837924334550052e-02,	+1.757248206784431e-01,	0.573524817049523,	0.520076873846830
577361,	+2.863684856628160e-01,	-3.899276948406080e-02,	+1.759115971013010e-01,	+2.863694343488099e-01,	-3.898805035738472e-02,	+1.759157675740079e-01,	0.570094182775384,	0.520079439638261
577362,	+2.862866840602720e-01,	-3.958945931953000e-02,	+1.760987178444020e-01,	+2.862876356760400e-01,	-3.958493811970840e-02,	+1.761021984379060e-01,	0.566811607378721,	0.520081347652116
577363,	+2.862053302093620e-01,	-4.017393787346400e-02,	+1.762816024047130e-01,	+2.862062897092811e-01,	-4.016966527633854e-02,	+1.762841649366552e-01,	0.563678238049028,	0.520083975354603
577364,	+2.861245237017530e-01,	-4.074597571457870e-02,	+1.764603358435630e-01,	+2.861255020845244e-01,	-4.074202064121756e-02,	+1.764617904519090e-01,	0.560684673947471,	0.520086490721745
577365,	+2.860443604008060e-01,	-4.130536732860390e-02,	+1.766349480891130e-01,	+2.860453446100780e-01,	-4.130177503207245e-02,	+1.766351103514200e-01,	0.557828475267254,	0.520089001819561
577366,	+2.859649901780120e-01,	-4.185154932666800e-02,	+1.768053643847830e-01,	+2.859659727399103e-01,	-4.184837048284918e-02,	+1.768040845667974e-01,	0.555099745367778,	0.520090134647959
577367,	+2.858864688282100e-01,	-4.238469584916170e-02,	+1.769714467836530e-01,	+2.858874946167449e-01,	-4.238196582238404e-02,	+1.769686169703646e-01,	0.552497458031046,	0.520093357144921
577368,	+2.858088443383790e-01,	-4.290508855951980e-02,	+1.771328098560030e-01,	+2.858098657204157e-01,	-4.290277591243868e-02,	+1.771284829797630e-01,	0.549991690005694,	0.520095192666624
577369,	+2.857322592303340e-01,	-4.341232733605220e-02,	+1.772889632292360e-01,	+2.857332839921082e-01,	-4.341039189191549e-02,	+1.772832396795770e-01,	0.547569513518820,	0.520096747112999
577370,	+2.856568164866720e-01,	-4.390615226948690e-02,	+1.774395325283930e-01,	+2.856578586122546e-01,	-4.390455845792350e-02,	+1.774325303555663e-01,	0.545219403186928,	0.520098192687775
577371,	+2.855827168073230e-01,	-4.438565746063580e-02,	+1.775839562726120e-01,	+2.855837756595441e-01,	-4.438436489122984e-02,	+1.775757143803129e-01,	0.542933846326584,	0.520099960522661
577372,	+2.855102376700600e-01,	-4.484955135404040e-02,	+1.777216143500630e-01,	+2.855112998036548e-01,	-4.484853560852132e-02,	+1.777122097318989e-01,	0.540708379779352,	0.520101675107089
577373,	+2.854396038505190e-01,	-4.529679604458360e-02,	+1.778520215242040e-01,	+2.854406806344681e-01,	-4.529599905924254e-02,	+1.778416129665890e-01,	0.538540506013841,	0.520102906913986
577374,	+2.853711143063020e-01,	-4.572599452404720e-02,	+1.779746153095260e-01,	+2.853722025269634e-01,	-4.572534607749137e-02,	+1.779633771730347e-01,	0.536430331834560,	0.520103432716137
577375,	+2.853051502455530e-01,	-4.613536740374730e-02,	+1.780887192420080e-01,	+2.853062462708479e-01,	-4.613479271724512e-02,	+1.780769017301747e-01,	0.534381168706068,	0.520103406564446
577376,	+2.852419360208500e-01,	-4.652394709152930e-02,	+1.781941166600090e-01,	+2.852430446902364e-01,	-4.652337132987640e-02,	+1.781818728078766e-01,	0.532393739764057,	0.520102682812785
577377,	+2.851817620385320e-01,	-4.689061079592250e-02,	+1.782903501782850e-01,	+2.851828727840161e-01,	-4.688993921979598e-02,	+1.782779923764623e-01,	0.530471231669116,	0.520101257855907
577378,	+2.851249012696520e-01,	-4.723427276094070e-02,	+1.783773012728630e-01,	+2.851260256384677e-01,	-4.723343307816331e-02,	+1.783650659835928e-01,	0.528618337987148,	0.520099533090939
577379,	+2.850713928205740e-01,	-4.755521008795360e-02,	+1.784550650246380e-01,	+2.850725206964225e-01,	-4.755410289873080e-02,	+1.784433127099457e-01,	0.526834587092165,	0.520097135277875
455718,	+2.850212291822260e-01,	-4.785401195102570e-02,	+1.785239105289950e-01,	+2.850223625771418e-01,	-4.785270101870148e-02,	+1.785129706448683e-01,	0.525115218495194,	0.520094905176665
409716,	+2.904148508084880e-01,	-3.047695810833910e-02,	+1.730862789031780e-01,	+2.904156963291379e-01,	-3.047514653762010e-02,	+1.730831721974553e-01,	0.624774671925245,	0.560071796404527
578868,	+2.903478688914870e-01,	-3.110723509491570e-02,	+1.733120906682860e-01,	+2.903487251517673e-01,	-3.110515520872410e-02,	+1.733095977854960e-01,	0.620389652851521,	0.560071100721125
578869,	+2.902780364569380e-01,	-3.175110762691120e-02,	+1.735393341562910e-01,	+2.902788982196814e-01,	-3.174869081730954e-02,	+1.735376275489736e-01,	0.615943566228900,	0.560070370164960
578870,	+2.902054474159870e-01,	-3.240718065814930e-02,	+1.737673172402510e-01,	+2.902063210379351e-01,	-3.240439049595208e-02,	+1.737665874576821e-01,	0.611447851822132,	0.560070126281185
578871,	+2.901304262668700e-01,	-3.307190463201580e-02,	+1.739946907165070e-01,	+2.901313102971835e-01,	-3.306872602587067e-02,	+1.739950189886575e-01,	0.606931699503464,	0.560070875645883
578872,	+2.900533618394450e-01,	-3.374128313124460e-02,	+1.742202621540510e-01,	+2.900542585638629e-01,	-3.373771691110862e-02,	+1.742216524213503e-01,	0.602435590775334,	0.560072387037914
578873,	+2.899746902934320e-01,	-3.441128152891370e-02,	+1.744429733763910e-01,	+2.899756004514085e-01,	-3.440733292053599e-02,	+1.744454099173900e-01,	0.598000078492649,	0.560074099525023
578874,	+2.898947719435360e-01,	-3.507884270287720e-02,	+1.746621917441990e-01,	+2.898956918861861e-01,	-3.507455733167902e-02,	+1.746655605063177e-01,	0.593656815906991,	0.560076046086390
578875,	+2.898138775003190e-01,	-3.574174255635690e-02,	+1.748775647454160e-01,	+2.898148095637835e-01,	-3.573718273105310e-02,	+1.748816930428923e-01,	0.589428850567570,	0.560078187302253
578876,	+2.897323130055410e-01,	-3.639769734556310e-02,	+1.750887345338960e-01,	+2.897332509600383e-01,	-3.639294019357928e-02,	+1.750934048161504e-01,	0.585336113062925,	0.560080383709173
578877,	+2.896503818864630e-01,	-3.704469341195640e-02,	+1.752954128644990e-01,	+2.896512957307969e-01,	-3.703976740154876e-02,	+1.753003724564585e-01,	0.581393568122083,	0.560082300828074
578878,	+2.895683440055660e-01,	-3.768112553899020e-02,	+1.754974449682530e-01,	+2.895693178576879e-01,	-3.767622375804369e-02,	+1.755024664432329e-01,	0.577608905366012,	0.560085605619322
578879,	+2.894864102894350e-01,	-3.830602608754000e-02,	+1.756948124370670e-01,	+2.894873877950964e-01,	-3.830114875668814e-02,	+1.756996252225451e-01,	0.573985132204958,	0.560088166930076
578880,	+2.894047554580420e-01,	-3.891867989657330e-02,	+1.758875259918830e-01,	+2.894057441502987e-01,	-3.891391160341931e-02,	+1.758919228606153e-01,	0.570519688289106,	0.560090752974837
578881,	+2.893234282853130e-01,	-3.951928129022470e-02,	+1.760759029398530e-01,	+2.893244342763628e-01,	-3.951468153145661e-02,	+1.760796354562685e-01,	0.567204865811008,	0.560093042546273
578882,	+2.892425332568910e-01,	-4.010761734954720e-02,	+1.762599974971390e-01,	+2.892435485260345e-01,	-4.010327245072993e-02,	+1.762628252358105e-01,	0.564044237761031,	0.560096648787510
578883,	+2.891621735021740e-01,	-4.068342864521340e-02,	+1.764399002714510e-01,	+2.891631977882304e-01,	-4.067938760996239e-02,	+1.764416541368336e-01,	0.561020088207591,	0.560098870536667
578884,	+2.890824500317020e-01,	-4.124647502019470e-02,	+1.766156339979170e-01,	+2.890834882573783e-01,	-4.124281029572390e-02,	+1.766161019648594e-01,	0.558140308574855,	0.560102475420725
578885,	+2.890035119513180e-01,	-4.179619936642390e-02,	+1.767871290968860e-01,	+2.890045665702308e-01,	-4.179292813916635e-02,	+1.767861525252479e-01,	0.555389179608645,	0.560104639245088
578886,	+2.889254138736950e-01,	-4.233277961428090e-02,	+1.769542975799670e-01,	+2.889264764389277e-01,	-4.232994964759566e-02,	+1.769517852130302e-01,	0.552762884472626,	0.560107113504485
578887,	+2.888482018403870e-01,	-4.285651571514550e-02,	+1.771167603721190e-01,	+2.888492775842478e-01,	-4.285411144673322e-02,	+1.771127217693041e-01,	0.550239262233023,	0.560109914830501
578888,	+2.887720117224850e-01,	-4.336704893196130e-02,	+1.772740223952190e-01,	+2.887730979275034e-01,	-4.336504661760101e-02,	+1.772685544851867e-01,	0.547800506778270,	0.560112258775018
578889,	+2.886969496404340e-01,	-4.386409572610210e-02,	+1.774256958519940e-01,	+2.886980483095345e-01,	-4.386244402443734e-02,	+1.774189057481667e-01,	0.545435161796513,	0.560114243225727
578890,	+2.886232219453170e-01,	-4.434670467041290e-02,	+1.775712003171200e-01,	+2.886243299171883e-01,	-4.434535776956528e-02,	+1.775632391206535e-01,	0.543136511116444,	0.560115821341479
578891,	+2.885511044591820e-01,	-4.481358157867550e-02,	+1.777099090534290e-01,	+2.885522224349450e-01,	-4.481248917252155e-02,	+1.777007820985321e-01,	0.540899342078164,	0.560117906213038
578892,	+2.884808303018360e-01,	-4.526362803635670e-02,	+1.778413131890960e-01,	+2.884819556261695e-01,	-4.526276331496287e-02,	+1.778311527576652e-01,	0.538720653545862,	0.560119558743342
578893,	+2.884126999849560e-01,	-4.569542363778600e-02,	+1.779648494237820e-01,	+2.884138357977371e-01,	-4.569471713063041e-02,	+1.779538278332584e-01,	0.536601007808810,	0.560120556205089
578894,	+2.883470902410840e-01,	-4.610720041371410e-02,	+1.780798345025840e-01,	+2.883482373719015e-01,	-4.610656988439604e-02,	+1.780682088030023e-01,	0.534543657755269,	0.560121012909000
578895,	+2.882842318188270e-01,	-4.649794441246850e-02,	+1.781860444839730e-01,	+2.882853895420958e-01,	-4.649732255416705e-02,	+1.781739755263840e-01,	0.532549473637023,	0.560120689417095
578896,	+2.882244097790780e-01,	-4.686655388973210e-02,	+1.782830316240870e-01,	+2.882255729724185e-01,	-4.686583893941007e-02,	+1.782708355521717e-01,	0.530621634078538,	0.560119694026360
578897,	+2.881678876852750e-01,	-4.721199073899640e-02,	+1.783706832372390e-01,	+2.881690594643426e-01,	-4.721110988928427e-02,	+1.783586130138001e-01,	0.528764594508827,	0.560118261202879
578898,	+2.881147080699790e-01,	-4.753451402573640e-02,	+1.784491030092160e-01,	+2.881158817206405e-01,	-4.753336764600444e-02,	+1.784375280507067e-01,	0.526978059190364,	0.560116176514172
456796,	+2.880648566241770e-01,	-4.783476006451190e-02,	+1.785185683457470e-01,	+2.880660426603365e-01,	-4.783347261011931e-02,	+1.785075150024565e-01,	0.525250482873467,	0.560114852580086
410816,	+2.934435085813600e-01,	-3.035339333943460e-02,	+1.730411811631480e-01,	+2.934444049055125e-01,	-3.035161970614413e-02,	+1.730380015200583e-01,	0.625645971798779,	0.600080768636659
580387,	+2.933771850441250e-01,	-3.098658671042820e-02,	+1.732686611522710e-01,	+2.933780948962533e-01,	-3.098452763992699e-02,	+1.732661443465268e-01,	0.621234178624033,	0.600080070793081
580388,	+2.933080145755880e-01,	-3.163354425206340e-02,	+1.734976273700250e-01,	+2.933089313651057e-01,	-3.163117345721386e-02,	+1.734958145490330e-01,	0.616761406340518,	0.600080156764082
580389,	+2.932360761254700e-01,	-3.229297514987630e-02,	+1.737274006204300e-01,	+2.932370050583610e-01,	-3.229025608177918e-02,	+1.737264853231362e-01,	0.612237400485836,	0.600080728885018
